DH-620-RS,2,08-Oct-2015 09:50,906.07
DH-620-RS,3,08-Oct-2015 09:50,946.49
DH-620-RS,4,08-Oct-2015 09:50,1007.89
DH-622-RS,1,08-Oct-2015 10:02,909.11
DH-622-RS,2,08-Oct-2015 10:02,955.56
DH-623-RS,1,08-Oct-2015 10:06,899.33
DH-623-RS,2,08-Oct-2015 10:06,937.40
DH-624-RS,1,08-Oct-2015 09:40,902.01
DH-624-RS,2,08-Oct-2015 09:40,926.14
DH-624-RS,3,08-Oct-2015 09:40,946.43
DH-625-RS,1,08-Oct-2015 09:57,830.45
DH-625-RS,2,08-Oct-2015 09:57,928.63
DH-626-RS,1,08-Oct-2015 09:44,829.93
DH-626-RS,2,08-Oct-2015 09:44,921.94
DH-626-RS,3,08-Oct-2015 09:44,960.18
DH-633-RS,1,08-Oct-2015 10:59,807.43
DH-633-RS,2,08-Oct-2015 10:59,865.95
DH-633-RS,3,08-Oct-2015 10:59,909.53
DH-633-RS,4,08-Oct-2015 10:59,956.74
DH-635-RS,1,08-Oct-2015 11:13,852.26
DH-635-RS,2,08-Oct-2015 11:13,936.86
DH-635-RS,3,08-Oct-2015 11:13,971.74
DH-637-RS,1,08-Oct-2015 11:12,854.94
DH-637-RS,2,08-Oct-2015 11:12,928.96
DH-637-RS,3,08-Oct-2015 11:12,984.52
DH-646-RS,1,07-Oct-2015 09:39,859.32
DH-646-RS,2,07-Oct-2015 09:39,924.19
DH-646-RS,3,07-Oct-2015 09:39,957.91
DH-668-RS,1,06-Oct-2015 13:30,872.86
DH-675-RS,1,06-Oct-2015 13:24,961.61
DH-676-RS,1,06-Oct-2015 13:16,960.87
DH-677-RS,1,06-Oct-2015 13:23,937.72
DH-678-RS,1,06-Oct-2015 13:27,955.87
DH-678-RS,2,06-Oct-2015 13:27,960.16
DH-680-RS,1,08-Oct-2015 10:20,905.06
DH-680-RS,2,08-Oct-2015 10:20,917.54
DH-681-RS,1,08-Oct-2015 10:31,924.50
DH-681-RS,2,08-Oct-2015 10:31,952.03
DH-682-RS,1,07-Oct-2015 09:42,935.13
