GOESDEC,ACTIVE, RTCNAME, S_OFV, S_ONV, S_NV, S_TTMODE, S_RTFV, S_OTC, S_TBV, S_DTFMT, S_DTSIZE, S_BID, S_BIDCNT, R_OFV, R_ONV, R_NV, R_TTMODE, R_RTFV, R_OTC, R_TBV, R_DTFMT, R_DTSIZE, R_BID, R_BIDCNT, EDITDATE, OWNER,                                                                                                                                                                                       
IDHI    SP,1,,28,3,4,R,-1,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$C,2,02-AUG-2007 14:58:02.47,KTARBET,                                                                                                                                                                                                                                                                                                               
IMNO    GH,1,,4,3,8,R,-2,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,28-OCT-2013 07:03:33.26,KTARBET,                                                                                                                                                                                                                                                                                                                 
IMNO    PC,0,,40,3,12,R,-15,0,15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,05-OCT-2011 07:13:08.22,CALLEN,                                                                                                                                                                                                                                                                                                                
INCI    CH,1,CH_WEIR,1,3,4,R,-6,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,08-MAY-2013 17:48:29.63,KTARBET,                                                                                                                                                                                                                                                                                                          
INEI    GH,1,,3,3,32,R,-11,0,-15,B,3,,0,3,3,3,I,0,-1,-15,B,3,BD,2,22-FEB-1992 18:46:36.03,JBUNT,                                                                                                                                                                                                                                                                                                                
INLI    GH,1,,3,3,4,R,-8,0,-15,T,3,,0,3,3,3,I,0,-1,-15,B,3,BD,2,02-MAR-2010 07:36:15.08,CALLEN,                                                                                                                                                                                                                                                                                                                 
ISCI    CH,1,ch_weir,1,2,4,R,0,0,-15,B,2,,0,2,3,3,I,0,-1,-15,B,3,D,1,02-OCT-2008 12:46:12.40,CALLEN,                                                                                                                                                                                                                                                                                                            
ISL     FB,1,,4,3,4,R,-7,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,01-AUG-2012 12:37:43.44,KTARBET,                                                                                                                                                                                                                                                                                                                 
ISL     OB,1,,52,3,4,R,-7,0,-15,T,3,,0,8,9,3,I,0,-7,-15,T,3,F,1,28-DEC-2012 15:12:43.81,WRICHARD,                                                                                                                                                                                                                                                                                                               
ISL     RA,1,,16,3,4,R,-7,0,-15,S,3,,0,2,9,3,I,0,-1,-15,B,3,F,1,01-AUG-2012 12:36:36.11,KTARBET,                                                                                                                                                                                                                                                                                                                
ISL     RB,1,,28,3,4,R,-7,0,-15,S,3,,0,5,9,3,I,0,-4,-15,B,3,F,1,01-AUG-2012 12:37:56.21,KTARBET,                                                                                                                                                                                                                                                                                                                
ISL     ZS,1,,40,3,4,R,-7,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,E,1,01-AUG-2012 12:37:48.64,KTARBET,                                                                                                                                                                                                                                                                                                                
ISLI    GH,1,,4,3,8,R,-7,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$J,2,03-NOV-2009 12:01:01.94,JHAMEL,                                                                                                                                                                                                                                                                                                                 
ISLI    WF,1,,28,3,8,R,-7,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,03-NOV-2009 12:01:24.26,JHAMEL,                                                                                                                                                                                                                                                                                                                      
JBGN    GH,1,,7,6,8,R,-3,0,-15,T,3,,0,2,3,3,R,0,-1,-15,T,3,,0,18-JUL-2012 07:41:18.35,KTARBET,                                                                                                                                                                                                                                                                                                                  
JCCO    GH,1,,4,6,4,R,-15,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,11-DEC-2008 08:22:06.89,CALLEN,                                                                                                                                                                                                                                                                                                                      
JCCO    WF,1,,7,6,4,R,-15,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,11-DEC-2008 08:21:53.03,CALLEN,                                                                                                                                                                                                                                                                                                                      
JCJO    GH,1,,4,12,4,R,-1,0,-15,X,3,,0,0,0,0,I,0,0,0,,0,,0,21-OCT-2011 06:58:29.02,KTARBET,                                                                                                                                                                                                                                                                                                                     
JCJO    WF,1,,7,12,4,R,-1,0,-15,X,3,,0,0,0,0,I,0,0,0,,0,,0,21-OCT-2011 06:59:10.08,KTARBET,                                                                                                                                                                                                                                                                                                                     
JCK     FB,1,,28,3,4,R,-7,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,E,1,11-SEP-2007 20:30:25.49,KTARBET,                                                                                                                                                                                                                                                                                                                
JCK     GH,1,,4,3,8,R,-7,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,11-SEP-2007 20:28:20.49,KTARBET,                                                                                                                                                                                                                                                                                                                 
JCK     OB,1,,40,3,4,R,-7,0,-15,T,3,,0,5,12,3,I,0,-4,-15,B,3,E,1,11-SEP-2007 20:40:35.84,KTARBET,                                                                                                                                                                                                                                                                                                               
JCK     PC,1,,52,3,4,R,-7,0,-15,T,3,,0,8,12,3,I,0,-7,-15,B,3,E,1,11-SEP-2007 20:41:46.89,KTARBET,                                                                                                                                                                                                                                                                                                               
JCK     SP,1,,64,3,4,R,-7,0,-15,T,3,,0,11,12,3,I,0,-10,-15,B,3,E,1,11-SEP-2007 20:42:46.59,KTARBET,                                                                                                                                                                                                                                                                                                             
JCK     WF,1,,76,3,4,R,-7,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,11-SEP-2007 20:43:40.30,KTARBET,                                                                                                                                                                                                                                                                                                                     
JCTO    CH,1,,4,3,4,R,0,0,-15,X,3,,0,0,0,0,I,0,0,0,,0,,0,29-JAN-2009 21:22:39.35,KTARBET,                                                                                                                                                                                                                                                                                                                       
JCTO    QC,0,,4,6,4,R,-45,0,15,X,3,,0,0,0,0,I,0,0,0,,0,,0,29-JAN-2009 21:29:00.72,KTARBET,                                                                                                                                                                                                                                                                                                                      
JDIO    GH,1,,3,3,16,R,-6,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,30-APR-1998 14:06:53.31,JDOTY,                                                                                                                                                                                                                                                                                                                       
JDIO    OB,1,,61,9,16,R,-6,0,-15,B,3,,0,5,6,1,I,0,-4,-15,B,3,E,1,01-MAY-1998 16:48:53.00,JDOTY,                                                                                                                                                                                                                                                                                                                 
JDIO    WF,1,,55,9,16,R,-6,0,-15,B,3,,0,5,6,1,I,0,-4,-15,B,3,E,1,01-MAY-1998 16:48:34.29,JDOTY,                                                                                                                                                                                                                                                                                                                 
JDIO    WF2,0,,58,9,16,R,-6,0,-15,B,3,,0,5,6,1,I,0,-4,-15,B,3,E,1,06-JUL-1999 08:56:44.74,JDOTY,                                                                                                                                                                                                                                                                                                                
JDMO    GH,1,,4,6,8,R,-14,0,-30,B,3,,0,2,3,2,I,0,-1,-15,B,3,2,1,20-SEP-2010 08:46:45.62,KTARBET,                                                                                                                                                                                                                                                                                                                
JKNY    OB,1,,4,3,4,R,-9,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$A,2,12-MAY-2010 13:05:08.90,KTARBET,                                                                                                                                                                                                                                                                                                                
JKNY    PC,1,,16,3,4,R,-9,0,-15,T,3,,0,3,3,3,I,0,-1,-15,T,3,$B,2,12-MAY-2010 13:06:01.79,KTARBET,                                                                                                                                                                                                                                                                                                               
JKSY    GH,1,,4,3,8,R,-3,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,09-JAN-2007 19:00:47.77,JDOTY,                                                                                                                                                                                                                                                                                                                   
JLD     ZDAY,0,,13,0,1,R,-2,0,0,B,2,,0,0,0,0,I,0,0,0,,0,,0,16-JAN-1991 10:52:39.14,HBURLEY,                                                                                                                                                                                                                                                                                                                     
JOHI    GH,1,,4,3,8,R,-14,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,17-JUN-2009 10:18:14.93,CALLEN,                                                                                                                                                                                                                                                                                                                      
JRPI    QC,1,,1,3,4,R,-4,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,22-JUN-2013 20:22:12.84,KTARBET,                                                                                                                                                                                                                                                                                                                      
JUDEWS  BATVOLT,1,,22,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,09-AUG-2012 11:11:41.62,CALLEN,                                                                                                                                                                                                                                                                                                                
JUDEWS  BV,0,,35,0,1,R,0,0,0,F,5,,0,0,0,0,I,0,0,0,,0,,0,13-AUG-2012 08:05:22.64,CALLEN,                                                                                                                                                                                                                                                                                                                         
JUDEWS  VW33,1,,1,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:49:27.58,CALLEN,                                                                                                                                                                                                                                                                                                                    
JUDEWS  VW34,1,,4,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:49:52.43,CALLEN,                                                                                                                                                                                                                                                                                                                    
JUDEWS  VW35,1,,7,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:50:11.93,CALLEN,                                                                                                                                                                                                                                                                                                                    
JUDEWS  VW36,1,,10,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:50:29.12,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUDEWS  VW37,1,,13,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:50:44.21,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUDEWS  VW38,1,,16,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:51:08.67,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUDEWS  VW39,1,,19,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:51:25.79,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUDEWS  VW40,1,,22,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:51:51.67,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUDEWS  VW41,1,,25,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 06:52:09.33,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUDEWS  VW42,1,,28,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,12-DEC-2011 07:41:58.84,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUDEWS2 BV,1,,35,0,1,R,0,0,0,F,5,,0,0,0,0,I,0,0,0,,0,,0,13-AUG-2012 08:02:47.39,CALLEN,                                                                                                                                                                                                                                                                                                                         
JUS     FB,1,,4,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:46:37.67,CALLEN,                                                                                                                                                                                                                                                                                                                        
JUS     SS1,1,,7,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:47:59.12,CALLEN,                                                                                                                                                                                                                                                                                                                       
JUS     SS2,1,,10,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:48:53.43,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     SS3,1,,13,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:49:47.81,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     SS4,1,,16,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:50:14.72,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW1,1,,19,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:51:17.17,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW10,1,,46,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:53:14.87,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW11,1,,49,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:53:49.55,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW12,1,,52,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:54:28.66,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW13,1,,55,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:54:49.01,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW14,1,,58,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:55:17.11,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW15,1,,61,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:56:20.03,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW16,1,,64,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:56:44.10,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW17,1,,67,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:57:09.08,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW18,1,,70,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:57:33.15,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW19,1,,73,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:57:57.46,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW2,1,,22,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:55:43.78,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW20,1,,76,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:58:21.39,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW21,1,,79,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:58:42.30,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW22,1,,82,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:59:04.52,CALLEN,                                                                                                                                                                                                                                                                                                                     
JUS     VW3,1,,25,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:56:22.74,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW4,1,,28,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 06:57:28.35,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW5,1,,31,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 08:22:30.94,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW6,1,,34,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 08:23:15.35,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW7,1,,37,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 08:25:14.99,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW8,1,,40,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:51:38.78,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS     VW9,1,,43,0,1,R,-12,0,0,B,3,,0,0,0,0,I,0,0,0,,0,,0,21-DEC-2011 09:52:13.12,CALLEN,                                                                                                                                                                                                                                                                                                                      
JUS1    BV,0,,4,0,1,R,0,0,0,F,5,:BL,3,0,0,0,I,0,0,0,,0,,0,08-AUG-2012 08:21:28.20,CALLEN,                                                                                                                                                                                                                                                                                                                       
JUS1    VW23,1,,85,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,20-DEC-2011 10:41:14.80,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUS1    VW24,1,,88,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-DEC-2011 14:26:01.66,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUS1    VW25,1,,91,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-DEC-2011 14:26:15.23,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUS1    VW26,1,,94,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-DEC-2011 14:24:27.12,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUS1    VW27,1,,97,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-DEC-2011 14:29:04.90,CALLEN,                                                                                                                                                                                                                                                                                                                   
JUS1    VW28,1,,100,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-DEC-2011 14:29:30.57,CALLEN,                                                                                                                                                                                                                                                                                                                  
JUS1    VW29,1,,103,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-DEC-2011 14:30:01.77,CALLEN,                                                                                                                                                                                                                                                                                                                  
JUS1    VW30,1,,106,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-DEC-2011 14:30:36.41,CALLEN,                                                                                                                                                                                                                                                                                                                  
JUS1    VW31,1,,109,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,06-DEC-2011 14:31:45.24,CALLEN,                                                                                                                                                                                                                                                                                                                  
JUS1    VW32,1,,112,0,1,R,-12,0,-15,B,3,,0,0,0,0,I,0,0,0,,0,,0,08-AUG-2012 08:21:53.36,CALLEN,                                                                                                                                                                                                                                                                                                                  
JUS2    BV,1,,4,0,1,R,0,0,0,F,5,:BL,3,0,0,0,I,0,0,0,,0,,0,08-AUG-2012 08:29:36.92,CALLEN,                                                                                                                                                                                                                                                                                                                       
KAC     FB,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:49.13,HYDROMET,                                                                                                                                                                                                                                                                                                                     
KAC     GH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:49.13,HYDROMET,                                                                                                                                                                                                                                                                                                                     
KAC     PC,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:49.13,HYDROMET,                                                                                                                                                                                                                                                                                                                     
KEE     FB,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:50.03,HYDROMET,                                                                                                                                                                                                                                                                                                                     
KEE     GH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:50.03,HYDROMET,                                                                                                                                                                                                                                                                                                                     
KEE     PC,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:50.03,HYDROMET,                                                                                                                                                                                                                                                                                                                     
KELO    GH,1,,4,3,8,R,-8,0,-15,S,3,,0,4,3,1,I,0,-1,-15,B,3,$J,2,05-APR-2013 09:49:25.79,KTARBET,                                                                                                                                                                                                                                                                                                                
KETI    OB,1,,4,3,4,R,-11,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,D,1,19-AUG-2010 14:46:25.73,KTARBET,                                                                                                                                                                                                                                                                                                                
KETI    PC,1,,16,3,4,R,-11,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,19-AUG-2010 14:51:47.68,KTARBET,                                                                                                                                                                                                                                                                                                                    
KIOW    GH,1,,4,6,8,R,-14,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,25-AUG-2010 11:04:26.50,CALLEN,                                                                                                                                                                                                                                                                                                                    
KIOW    WF,1,,7,6,8,R,-4,0,-15,T,3,,0,0,0,32,I,0,0,0,,32,,0,25-AUG-2010 11:04:52.13,CALLEN,                                                                                                                                                                                                                                                                                                                     
KNCW    CH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:52.13,HYDROMET,                                                                                                                                                                                                                                                                                                                     
KRSI    GH,1,,4,3,8,R,-10,-1,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,23-MAR-2007 11:55:02.13,JDOTY,                                                                                                                                                                                                                                                                                                                      
KTCW    CH,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:52.39,HYDROMET,                                                                                                                                                                                                                                                                                                                     
KTCW    OB,1,,0,0,32,R,0,0,0,,32,,0,0,0,32,I,0,0,0,,32,,0,13-NOV-1990 14:48:52.39,HYDROMET,                                                                                                                                                                                                                                                                                                                     
LABI    CH,1,ch_weir,1,3,4,R,-6,0,-15,T,3,,0,2,3,3,I,0,-1,-15,B,3,2,1,09-MAY-2013 13:40:19.77,CALLEN,                                                                                                                                                                                                                                                                                                           
LACI    CH,1,,1,3,4,R,-16,0,-15,T,3,,0,0,0,0,I,0,0,0,,0,,0,28-OCT-2004 08:29:57.39,JDOTY,                                                                                                                                                                                                                                                                                                                       
LAPO    GH,1,,4,6,4,R,-2,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,2,1,17-JAN-2006 14:10:01.28,JDOTY,                                                                                                                                                                                                                                                                                                                   
LAPO    WF,1,,7,6,4,R,-2,0,-15,S,3,,0,2,3,3,I,0,-1,-15,B,3,2,1,17-JAN-2006 14:10:07.12,JDOTY,                                                                                                                                                                                                                                                                                                                   
LBCO    GH,1,,4,12,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,18-AUG-2009 13:40:45.58,CALLEN,                                                                                                                                                                                                                                                                                                                      
LBCO    OB,1,,10,12,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,19-AUG-2015 14:24:05.89,CALLEN,                                                                                                                                                                                                                                                                                                                     
LBCO    PC,0,,10,12,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,21-FEB-2014 13:57:41.40,KTARBET,                                                                                                                                                                                                                                                                                                                    
LBCO    WF,1,,7,12,4,R,-4,0,-15,S,3,,0,0,0,0,I,0,0,0,,0,,0,18-AUG-2009 13:40:25.41,CALLEN,                                                                                                                                                                                                                                                                                                                      
