ANDERSON FORECAST                                                                                                 
    13.97    94.97    65.02    15.80    88.00                                                                 1947
     9.01    48.74    69.22    32.00   103.54                                                                 1948
    10.68   112.32    49.18    41.70   122.78                                                                 1949
     8.41    82.19    59.17    47.50   102.10                                                                 1950
    13.99   139.45    66.26    42.40   145.78                                                                 1951
    13.67   188.30    82.33    56.60   269.98                                                                 1952
     8.11   116.84    83.43    43.90   171.59                                                                 1953
    11.91    79.33    58.32    26.30    89.69                                                                 1954
     9.15    26.27    46.88    31.80    55.49                                                                 1955
    20.80   201.59    75.86    39.30   206.10                                                                 1956
    13.83   219.88    91.72    36.70   191.58                                                                 1957
    10.83   192.83    90.08    51.20   268.03                                                                 1958
    11.75    42.71    41.81    19.00    59.98                                                                 1959
    10.31   143.64    60.93    27.40   126.95                                                                 1960
     9.39    60.51    55.81    28.30    66.95                                                                 1961
     8.10   100.34    58.67    35.30   109.67                                                                 1962
    18.67   119.39    82.03     7.20   136.49                                                                 1963
    10.39    43.56    71.10    36.40    78.52                                                                 1964
    50.85   193.01    87.72    43.30   270.37                                                                 1965
    11.74    61.42    34.53    21.40    61.55                                                                 1966
    12.24    86.08    76.37    34.00   120.29                                                                 1967
    11.85    79.96    44.59    10.60    60.71                                                                 1968
    13.27    92.85    75.29    34.00   151.39                                                                 1969
    11.76   153.87    85.22    44.90   178.63                                                                 1970
    21.63   152.47    81.47    45.90   214.80                                                                 1971
    13.29   201.64    58.43    33.30   157.21                                                                 1972
    13.28    67.67    48.75    23.70    68.73                                                                 1973
    23.28   233.21    66.71    48.70   263.22                                                                 1974
    13.02    83.32    67.45    54.70   183.10                                                                 1975
    16.16    60.87    52.50    40.20   101.49                                                                 1976
    11.63    20.73    29.75     9.10    29.28                                                                 1977
    12.92   206.43    88.34    21.50   152.83                                                                 1978
     9.35   129.17    57.92    39.70   119.44                                                                 1979
    11.79   136.83    83.19    37.50   147.70                                                                 1980
    15.97    92.61    71.74    21.00    96.77                                                                 1981
    30.38   277.33   103.89    54.80   291.50                                                                 1982
    21.43   356.38   100.27    59.60   323.62                                                                 1983
    27.23   299.00    89.83    51.20   327.87                                                                 1984
    21.91    95.06    48.84    34.70   126.59                                                                 1985
    15.68   321.38    65.91    24.60   194.93                                                                 1986
    15.09    80.27    49.07    19.40    70.22                                                                 1987
     9.57    55.63    55.54     9.10    45.06                                                                 1988
     9.61   230.65    81.26    46.80   180.37                                                                 1989
    11.85    38.83    36.10    14.40    42.43                                                                 1990
     9.08    39.01    54.57    19.90    51.82                                                                 1991
    10.11    48.59    57.87     1.90    39.31                                                                 1992
     8.25   283.66    89.90    28.70   247.10                                                                 1993
    11.13    42.03    39.39    12.70    44.01                                                                 1994
     9.50   214.58    91.96    24.40   173.15                                                                 1995
    17.38   197.27    81.40    17.80   161.09                                                                 1996
    28.86   197.38    80.95    26.00   203.98                                                                 1997
    13.79   158.44    96.83    30.60   178.30                                                                 1998
    17.14   186.76    60.96    45.80   199.54                                                                 1999
    14.00   141.03    60.30    33.80   141.34                                                                 2000
    12.95    61.69    43.81    13.90    53.05                                                                 2001
    10.58    80.54    44.40    26.10    84.64                                                                 2002
     8.82    68.09    56.80    12.50    84.11                                                                 2003
     9.43   159.93    51.22    25.10   111.66                                                                 2004
    14.61    89.26    81.61    11.50   116.17                                                                 2005
    23.92   202.19    87.13    47.00   281.17                                                                 2006
    13.49    71.66    44.28    11.70    61.93                                                                 2007
     9.52    56.70    49.99    40.30   104.01                                                                 2008
    11.99    47.54    65.20    28.70    74.87                                                                 2009
    10.59    85.60    76.99    28.00   120.02                                                                 2010
    15.88   163.01   100.67    40.80   265.62                                                                 2011
    14.74    59.71    55.21    26.30    88.92                                                                 2012
MANN CREEK FORECAST                                                                                               
  5  5 74                 1 11939    1    1      56                                                               
MANN CREEK                                                                                                        
    45.34   104.98     2.38    10.68    15.80                                                                 1939
    95.25    81.69     0.74    34.19    40.20                                                                 1940
    65.89   111.57     3.66    53.55    30.90                                                                 1941
    62.36    95.85     5.93    54.79    38.00                                                                 1942
    69.62   156.59     3.45    47.82    37.50                                                                 1943
    36.75    80.88     2.70    56.71    15.00                                                                 1944
    68.80   113.79     1.75    42.02    33.20                                                                 1945
    74.84   156.61     3.47    17.94    30.90                                                                 1946
    50.45    95.17     4.63    40.44    16.50                                                                 1947
    44.78   118.51     1.81    80.14    24.00                                                                 1948
    52.11   161.88     2.21    18.37    24.00                                                                 1949
    63.22   139.65     1.51    27.71    23.20                                                                 1950
    53.88   131.82     2.01    33.48    23.90                                                                 1951
    85.41   193.72     4.51    27.71    48.90                                                                 1952
    64.46   155.88     2.26    56.46    36.60                                                                 1953
    49.22   122.47     2.68    41.85    18.90                                                                 1954
    29.22   101.82     1.24    64.76    14.80                                                                 1955
    61.50   147.00     5.91    43.23    31.80                                                                 1956
    60.75   122.20     2.97    64.80    29.00                                                                 1957
    75.40   150.83     2.46    66.01    41.40                                                                 1958
    47.05   121.50     2.56    26.71    15.20                                                                 1959
    56.22   102.62     2.13    36.41    23.40                                                                 1960
    63.18   136.60     3.39    13.94    21.20                                                                 1961
    57.07   133.00     1.46    39.74    23.60                                                                 1962
    46.21    67.20     9.43    71.27    27.80                                                                 1963
    64.46   125.30     0.73    47.69    29.10                                                                 1964
    63.55   138.70     9.07    46.56    39.90                                                                 1965
    39.66   108.80     0.75    15.06    14.10                                                                 1966
    62.06   131.20     2.07    48.33    27.80                                                                 1967
    50.96   103.20     1.76    20.98    15.20                                                                 1968
    69.79   150.10     1.81    44.04    32.09                                                                 1969
    68.43   146.50     2.21    33.33    33.07                                                                 1970
    79.84   205.60     6.30    26.09    50.39                                                                 1971
    64.90   149.60     3.33    20.20    31.20                                                                 1972
    54.43   114.00     2.38    28.93    16.10                                                                 1973
    91.11   193.60     7.75    19.48    46.20                                                                 1974
    73.48   163.80     2.28    44.01    37.10                                                                 1975
    53.66   123.00     3.75    31.98    23.70                                                                 1976
    14.01    54.80     1.53    25.19     2.80                                                                 1977
    75.95   125.40     2.84    94.57    42.40                                                                 1978
    52.34   117.20     1.81    30.67    20.00                                                                 1979
    64.03   122.70     1.41    45.75    28.00                                                                 1980
    62.70   102.70     3.36    31.09    19.90                                                                 1981
    92.53   161.40     5.92    41.08    52.30                                                                 1982
   108.74   179.90     6.18    47.16    66.50                                                                 1983
    82.88   127.80     5.66    60.18    47.24                                                                 1984
    56.04   129.30     4.81    26.57    24.15                                                                 1985
    67.50   123.10     1.26    31.01    32.90                                                                 1986
    41.88    75.40     2.01    25.74    15.56                                                                 1987
    39.17    82.70     1.62    39.82    10.39                                                                 1988
    75.00   162.00     1.73    26.86    42.14                                                                 1989
    34.60    84.00     2.46    64.53    16.77                                                                 1990
    35.93    79.90     1.31    66.08    14.40                                                                 1991
    40.01    43.40     1.80    35.74    10.67                                                                 1992
    70.92   136.60     1.39    68.28    52.79                                                                 1993
    30.93    78.70     3.20    51.68    13.13                                                                 1994
    82.42   145.40     1.71    53.90    45.17                                                                 1995
    58.34   103.10     4.69    78.02    34.58                                                                 1996
    64.88   147.20     8.80    34.44    36.57                                                                 1997
    65.14   115.00     2.76    95.20    37.58                                                                 1998
    81.32   204.60     6.21    21.81    54.29                                                                 1999
    70.21   132.70     4.54    30.70    31.80                                                                 2000
    38.46    53.00     2.83    33.66     9.65                                                                 2001
    52.94   139.90     1.75    26.12    28.47                                                                 2002
    63.88    92.90     2.40    70.66    20.04                                                                 2003
    47.14   100.50     1.98    40.38    25.74                                                                 2004
    41.95    72.20     1.41    65.37    16.73                                                                 2005
    98.89   174.20     5.16    71.11    41.35                                                                 2006
    43.96    79.10     1.36    27.76     9.31                                                                 2007
    58.42   133.90     1.89    21.24    26.69                                                                 2008
    46.08    95.90     1.24    37.25    17.30                                                                 2009
    53.49   115.80     1.76    64.44    31.14                                                                 2010
    82.05   154.70     4.54    54.26    48.23                                                                 2011
    56.68   114.90     5.74    51.05    25.63                                                                 2012
MCKAY FORECAST                                                                                                    
  5  5 83                 1 11930    1    1     186                                                               
MCKAY                                                                                                             
     0.34    51.80     5.60    17.16    40.60                                                                 1930
     2.82    47.08    34.40     6.91    49.10                                                                 1931
     4.84    61.51    73.00    12.35    97.50                                                                 1932
     2.13    46.70    70.00    17.49    70.20                                                                 1933
    10.06    50.04     0.00     7.25    38.00                                                                 1934
     7.15    43.02    40.30    17.15    38.20                                                                 1935
     0.45    49.33    69.60    11.42    45.20                                                                 1936
     0.28    39.86    57.60    17.69    54.30                                                                 1937
     5.77    56.16    46.10    14.98    64.50                                                                 1938
     4.26    50.80    52.80     7.54    59.00                                                                 1939
     0.37    60.28    25.30    11.51    55.60                                                                 1940
    12.11    37.11    15.00    22.54    40.80                                                                 1941
    29.78    52.71    39.20    27.62   107.00                                                                 1942
    23.85    65.42    56.90    17.14   104.60                                                                 1943
     3.64    35.53    35.90    14.53    54.30                                                                 1944
     1.63    46.87    48.60    24.40    85.10                                                                 1945
    11.39    50.59    69.10    17.98    66.90                                                                 1946
    16.32    48.47    26.50    16.71    61.20                                                                 1947
    32.61    70.90    60.90    32.90   135.60                                                                 1948
     6.61    53.64    77.80    14.45    69.70                                                                 1949
     6.77    54.38    62.10    12.86    96.20                                                                 1950
    18.41    63.55    50.90    12.60    92.90                                                                 1951
     6.00    44.67    60.70    15.90    55.40                                                                 1952
     0.69    54.40    57.50    26.26    98.60                                                                 1953
    11.75    46.91    39.20    11.13    47.00                                                                 1954
     1.38    32.13    64.40    16.66    58.50                                                                 1955
    21.26    72.11    62.40    20.35    95.40                                                                 1956
     5.00    55.85    41.50    21.09    76.40                                                                 1957
    12.14    66.57    56.60    24.99   122.90                                                                 1958
    18.80    66.39    39.10    10.79    86.60                                                                 1959
     6.47    41.75    31.80    24.01    64.40                                                                 1960
     7.34    59.64    38.40    18.13    64.20                                                                 1961
     4.31    44.88    52.80    23.86    55.70                                                                 1962
    10.92    54.11     9.60    21.59    66.90                                                                 1963
     4.38    41.41    69.90     7.42    40.30                                                                 1964
    29.78    65.50    56.30    12.29   119.30                                                                 1965
     1.38    37.38    50.70     2.53    20.00                                                                 1966
    10.97    52.85    41.20    14.08    57.00                                                                 1967
     4.92    35.75     3.30     8.04    34.00                                                                 1968
    12.01    57.25    57.70    22.31    91.20                                                                 1969
     2.68    60.83    45.50     7.57    83.90                                                                 1970
     5.80    40.60    49.00    16.78    55.50                                                                 1971
    25.20    59.13    58.30    16.79   124.50                                                                 1972
     5.86    33.44    24.20     6.75    23.70                                                                 1973
    35.80    73.17    79.80    17.47   124.70                                                                 1974
     4.30    54.40    59.20    11.82    91.85                                                                 1975
    15.57    58.13    67.60    15.87    87.01                                                                 1976
     0.70    24.68    31.10    12.11    20.65                                                                 1977
    14.00    62.86    16.40    23.85    74.15                                                                 1978
     9.10    51.94    51.20    15.56    95.85                                                                 1979
     9.60    57.55    33.80    20.86    75.58                                                                 1980
     8.20    48.90    18.30    17.98    81.96                                                                 1981
    13.10    58.93    61.30     8.89   117.44                                                                 1982
    19.91    61.59    41.60    15.61   103.90                                                                 1983
    11.51    60.68    51.10    19.19   131.19                                                                 1984
    11.57    39.55    59.90     9.10    60.89                                                                 1985
     6.95    56.29    29.90    11.67    79.97                                                                 1986
    14.77    45.33    37.90    11.45    63.78                                                                 1987
     1.19    34.40    26.60    23.90    37.85                                                                 1988
    11.67    48.83    65.50    18.49   109.85                                                                 1989
     1.59    32.17    28.10    23.36    40.42                                                                 1990
     4.42    37.50    24.90    31.02    85.53                                                                 1991
    24.04    40.64    10.60     9.92    44.17                                                                 1992
     7.48    51.73    45.90    25.38    97.21                                                                 1993
     3.14    35.36    34.00    24.30    45.28                                                                 1994
    17.09    57.12    39.00    25.09   118.76                                                                 1995
    21.67    62.51    29.90    22.61   117.62                                                                 1996
    23.45    64.69    49.60    17.63   110.87                                                                 1997
     5.17    47.69    36.90    22.46    62.98                                                                 1998
    16.93    43.60    56.10    12.98    78.87                                                                 1999
    10.07    63.39    46.30    16.64    79.68                                                                 2000
    11.25    44.67    26.70    15.79    67.18                                                                 2001
     5.26    35.29    46.60    16.04    49.36                                                                 2002
     1.49    54.86    21.20    20.26    80.38                                                                 2003
     5.66    53.69    46.60    24.03   102.13                                                                 2004
     5.57    29.71     9.10    29.49    34.43                                                                 2005
     3.91    54.18    54.30    23.41    69.77                                                                 2006
     9.32    48.37    27.20    12.73    51.68                                                                 2007
     6.97    51.12    66.30    16.63    69.06                                                                 2008
     4.30    52.36    60.40    16.11    89.62                                                                 2009
     3.64    42.98    35.80    31.14    66.98                                                                 2010
    19.40    74.96    48.60    31.09   172.55                                                                 2011
     2.94    44.12    44.30    19.87    58.92                                                                 2012
N. F. MALHEUR R.                                                                                                  
  5  5 70                 1 11943    1    1     355                                                               
N. F. MALHEUR R.                                                                                                  
    11.42    78.57    75.26    46.80   125.47                                                                 1943
     9.98    29.81    59.17    16.90    46.63                                                                 1944
     8.59    40.61    77.59    32.60    73.04                                                                 1945
    10.70    54.62    63.37    47.60    92.62                                                                 1946
    11.28    42.97    65.02    15.80    58.51                                                                 1947
     9.13    26.12    69.22    32.00    73.88                                                                 1948
    10.47    49.83    49.18    41.70    81.09                                                                 1949
     9.67    39.49    59.17    47.50    76.01                                                                 1950
    10.83    42.75    66.26    42.40    75.19                                                                 1951
    10.28    63.65    82.33    56.60   130.19                                                                 1952
     8.82    57.52    83.43    43.90   105.29                                                                 1953
    11.35    40.23    58.32    26.30    67.67                                                                 1954
     8.88    19.88    46.88    31.80    45.38                                                                 1955
    12.64    77.93    75.86    39.30   104.56                                                                 1956
    11.04    73.95    91.72    36.70    93.12                                                                 1957
    10.37    74.19    90.08    51.20   133.96                                                                 1958
    10.67    29.06    41.81    19.00    53.07                                                                 1959
     9.11    48.74    60.93    27.40    73.74                                                                 1960
     8.83    35.00    55.81    28.30    48.79                                                                 1961
     7.73    36.22    58.67    35.30    62.32                                                                 1962
    11.67    52.18    82.03     7.20    78.93                                                                 1963
     8.88    25.62    71.10    36.40    57.50                                                                 1964
    27.06    89.28    87.72    43.30   151.49                                                                 1965
     8.88    35.04    34.53    21.40    50.49                                                                 1966
     9.39    48.65    76.37    34.00    82.31                                                                 1967
     9.21    54.16    44.59    10.60    52.10                                                                 1968
    10.24    45.76    75.29    34.00    95.82                                                                 1969
     9.48    75.38    85.22    44.90   111.21                                                                 1970
    12.11    73.11    81.47    45.90   139.45                                                                 1971
    11.90    90.33    58.43    33.30    96.22                                                                 1972
    12.01    34.17    48.75    23.70    50.45                                                                 1973
    16.66   103.79    66.71    48.70   157.19                                                                 1974
    11.49    43.13    67.45    54.70   119.91                                                                 1975
    13.25    34.62    52.50    40.20    68.72                                                                 1976
     9.87    19.42    29.75     9.10    36.53                                                                 1977
     6.33    20.32    88.34    21.50    82.61                                                                 1978
     9.18    53.77    57.92    39.70    74.41                                                                 1979
    10.05    65.41    83.19    37.50    96.74                                                                 1980
    11.17    52.83    71.74    21.00    69.72                                                                 1981
    13.87   133.06   103.89    54.80   176.00                                                                 1982
    14.47   155.55   100.27    59.60   183.74                                                                 1983
    15.79   150.59    89.83    51.20   198.41                                                                 1984
    13.00    45.63    48.84    34.70    75.31                                                                 1985
    12.53   143.16    65.91    24.60   113.78                                                                 1986
    10.95    33.30    49.07    19.40    43.47                                                                 1987
     8.37    26.11    55.54     9.10    35.56                                                                 1988
     8.55    72.91    81.26    46.80    87.87                                                                 1989
     8.66    25.77    36.10    14.40    38.04                                                                 1990
     8.40    22.07    54.57    19.90    47.18                                                                 1991
     9.74    33.11    57.87     1.90    38.91                                                                 1992
     7.34   106.52    89.90    28.70   153.76                                                                 1993
     9.07    24.67    39.39    12.70    36.17                                                                 1994
     7.82    71.16    91.96    24.40    86.04                                                                 1995
    12.71    91.49    81.40    17.80    98.32                                                                 1996
    19.47    80.31    80.95    26.00   123.70                                                                 1997
    10.49    68.87    96.83    30.60   111.91                                                                 1998
    12.62    82.33    60.96    45.80   135.89                                                                 1999
    12.24    56.18    60.30    33.80    87.67                                                                 2000
    10.66    32.66    43.81    13.90    42.55                                                                 2001
     9.41    39.99    44.40    26.10    58.72                                                                 2002
     8.88    41.32    56.80    12.50    58.55                                                                 2003
     8.13    73.45    51.22    25.10    70.35                                                                 2004
     9.34    47.27    81.61    11.50    78.10                                                                 2005
     8.22    85.46    87.13    47.00   134.38                                                                 2006
     9.42    39.21    44.28    11.70    49.58                                                                 2007
     7.49    32.22    49.99    40.30    88.82                                                                 2008
     9.87    29.85    65.20    28.70    63.14                                                                 2009
     8.22    42.49    76.99    28.00    73.88                                                                 2010
    10.26    64.47   100.67    40.80   171.58                                                                 2011
    12.22    37.30    55.21    26.30    71.79                                                                 2012
NACHES FORECAST                                                                                                   
  4  4 73                 1 11940    1    1     941                                                               
NATURAL NEAR NACHES                                                                                               
   107.49   114.23    18.74   840.70                                                                          1940
    87.68    80.75    25.61   611.60                                                                          1941
    78.34    96.75    24.26   816.80                                                                          1942
   112.82   147.27    27.79  1364.10                                                                          1943
   249.05    81.54    18.59   600.20                                                                          1944
    86.72    96.06    24.78   824.10                                                                          1945
   112.37   147.92    19.07  1212.70                                                                          1946
   219.02   151.79    18.00  1242.30                                                                          1947
   140.05   148.59    40.40  1469.80                                                                          1948
   203.62   155.76     8.93  1375.90                                                                          1949
   224.14   180.46    19.18  1618.60                                                                          1950
   362.60   185.99    14.73  1721.50                                                                          1951
   170.42   129.66    16.26  1020.70                                                                          1952
   146.69   121.05    29.19  1108.80                                                                          1953
   244.27   163.79    27.08  1351.10                                                                          1954
   357.97   119.23    22.39  1019.00                                                                          1955
   243.09   216.45     9.75  2003.70                                                                          1956
   320.35   125.78    24.86  1124.60                                                                          1957
   120.57   123.02    30.16  1109.80                                                                          1958
   128.03   168.05    17.98  1405.30                                                                          1959
   199.76   125.42    30.27  1256.90                                                                          1960
   145.17   152.53    25.38  1382.20                                                                          1961
   187.70   104.61    33.19   979.30                                                                          1962
   169.79   124.05    23.22  1097.20                                                                          1963
   120.39   132.99    24.01  1067.70                                                                          1964
   271.32   141.74    21.57  1340.90                                                                          1965
   168.82   108.46    11.91   894.90                                                                          1966
   147.84   136.26    21.78  1168.10                                                                          1967
   181.68   145.47    17.64  1205.60                                                                          1968
   155.32   145.65    18.99  1319.70                                                                          1969
   137.26   117.15    17.13  1055.00                                                                          1970
   147.00   167.25    18.26  1453.90                                                                          1971
   335.10   202.41    25.61  1936.70                                                                          1972
   370.70    84.17    14.41   736.80                                                                          1973
   106.00   171.66    32.06  1846.20                                                                          1974
   390.90   154.07    14.01  1332.30                                                                          1975
   259.24   175.13    17.30  1660.00                                                                          1976
   314.80    52.89    16.98   427.40                                                                          1977
    79.90   156.11    26.89  1381.70                                                                          1978
   157.20    96.49    16.11   755.20                                                                          1979
    96.90   137.45    31.57  1049.80                                                                          1980
    91.50   130.37    35.64  1163.50                                                                          1981
    86.70   159.24    18.87  1604.80                                                                          1982
   191.11   161.09    22.20  1358.80                                                                          1983
   177.94   130.61    34.77  1313.78                                                                          1984
   186.41   113.34    27.77   852.25                                                                          1985
    92.35   124.29    20.97  1020.55                                                                          1986
    71.21   113.45    19.79   982.14                                                                          1987
    60.29   105.50    29.14   841.97                                                                          1988
    92.43   127.63    19.13   977.61                                                                          1989
    88.79   131.72    30.99  1110.17                                                                          1990
   134.19   145.20    35.38  1252.70                                                                          1991
   171.31   104.44    22.45   762.01                                                                          1992
    59.13    87.53    34.10   723.44                                                                          1993
    76.18    86.44    19.42   653.46                                                                          1994
    54.26   162.28    25.18  1377.89                                                                          1995
   127.76   201.11    31.43  1955.82                                                                          1996
   139.82   203.11    26.32  1846.72                                                                          1997
   236.70   129.47    22.67  1228.02                                                                          1998
   109.15   192.52    13.15  1626.15                                                                          1999
   372.67   146.72    21.55  1213.93                                                                          2000
   139.00    71.44    25.82   487.64                                                                          2001
    58.22   153.46    23.39  1218.22                                                                          2002
   148.95   134.67    19.40  1029.80                                                                          2003
    92.88   122.88    15.55   925.59                                                                          2004
   114.16    74.41    27.15   634.66                                                                          2005
    55.16   151.78    23.69  1369.29                                                                          2006
   143.15   159.07    11.16  1470.94                                                                          2007
   107.38   127.46    15.26  1190.99                                                                          2008
   203.64   134.09    25.01  1338.85                                                                          2009
   132.76   113.01    40.94  1135.65                                                                          2010
   210.04   151.89    37.62  1728.80                                                                          2011
   299.28   139.38    25.16  1441.96                                                                          2012
OCHOCO FORECAST                                                                                                   
  5  5 58                 1 11955    1    1     300                                                               
OCHOCO                                                                                                            
    16.40    14.81    17.90    18.09    16.30                                                                 1955
   105.30    43.39    29.40    25.75    93.60                                                                 1956
    24.70    21.77     9.60    33.96    49.10                                                                 1957
    41.20    36.11    23.00    30.63    80.90                                                                 1958
    31.80    22.30    16.30    15.73    17.40                                                                 1959
    14.50    16.13    20.50    26.63    22.40                                                                 1960
    12.50    19.39    10.30    31.11    37.00                                                                 1961
    22.50    27.25    26.20    28.98    52.50                                                                 1962
    46.20    31.53     0.50    30.54    47.90                                                                 1963
    18.90    29.25    22.30     7.99    21.90                                                                 1964
   200.10    51.44    26.90    10.84    90.40                                                                 1965
