Date,0,10000,20000,30000,40000,50000,60000,70000,80000,90000,100000,110000,120000,130000,140000,150000,160000,170000,180000,190000,200000,210000,220000,230000,240000,250000,260000,270000,280000,290000,300000
6/2/2011,0,0,0,0,0,3575.579591,11134.42749,19101.86911,27291.74624,35513.4956,43541.2658,51774.90694,59758.06041,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506,61743.64506
6/3/2011,0,0,0,0,0,4044.223264,11603.3495,19583.8337,27810.09925,36065.88972,44118.51905,52332.36948,60228.63799,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762,60633.12762
6/4/2011,0,0,0,0,0,4504.11662,12066.4037,20060.52819,28321.96252,36609.22447,44680.29556,52856.98855,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017,59484.5017
6/5/2011,0,0,0,0,0,4955.979272,12523.81153,20531.74064,28826.75545,37142.61538,45222.25417,53342.86006,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822,58295.82822
6/6/2011,0,0,0,0,0,5400.471771,12975.72247,20997.17417,29323.7996,37665.06722,45739.46393,53783.43374,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065,57065
6/7/2011,0,0,0,0,0,5838.192742,13422.21111,21456.44414,29812.31581,38175.47106,46226.37841,54171.48739,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178,55789.74178
6/8/2011,0,0,0,0,0,6269.676014,13863.27433,21909.07521,30291.42132,38672.60148,46676.80987,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018,54467.61018
6/9/2011,0,0,0,0,0,6695.387757,14298.8284,22354.49854,30760.12692,39155.11367,47083.90351,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374,53095.99374
6/10/2011,0,0,0,0,7.733973471,7115.723609,14728.70615,22792.04888,31217.33408,39621.54054,47440.11169,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129,51672.1129
6/11/2011,0,0,0,0,360.0539921,7531.005816,15152.65407,23220.96175,31661.83206,40070.28992,47737.16816,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002,50193.02002
6/12/2011,0,0,0,0,706.797098,7941.480356,15570.32945,23640.37052,32092.29509,40499.64159,47966.06229,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934,48655.59934
6/13/2011,0,0,0,0,1048.796517,8347.314081,15981.29754,24049.30357,32507.27944,40907.74453,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701,47056.56701
6/14/2011,0,0,0,0,1386.81641,8748.591843,16385.02863,24446.68142,32905.22062,41292.61397,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111,45392.47111
6/15/2011,0,0,0,0,1721.549003,9145.313632,16780.89525,24831.31386,33284.43046,41652.12854,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159,43659.69159
6/16/2011,0,0,0,0,2053.611724,9537.391702,17168.16923,25201.8971,33643.09426,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032,41854.44032
6/17/2011,0,0,0,0,2383.544334,9924.647713,17546.01889,25557.01085,33979.26795,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108,39972.76108
6/18/2011,0,0,0,0,2711.806059,10306.80985,17913.50615,25895.11554,34290.87518,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956,38010.52956
6/19/2011,0,0,0,0,3038.772721,10683.50999,18269.58366,26214.54936,34575.70446,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333,35963.45333
6/20/2011,0,0,0,0,3364.733879,11054.28076,18613.09194,26513.52546,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189,33827.07189
6/21/2011,0,0,0,0,3689.889951,11418.55278,18942.75652,26790.12906,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662,31596.75662
6/22/2011,0,0,0,0,4014.349354,11775.65169,19257.18504,27042.31456,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083,29267.71083
6/23/2011,0,0,0,0,4338.125634,12124.79534,19554.86443,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973,26834.96973
6/24/2011,0,0,0,0,4661.134603,12465.09092,19834.158,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042,24293.40042
6/25/2011,0,0,0,0,4983.191463,12795.53208,20093.30262,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191,21637.70191
6/26/2011,0,0,0,0,5304.007948,13114.99606,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512,18862.40512
6/27/2011,0,0,0,0,5623.189452,13422.24084,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288,15961.87288
6/28/2011,0,0,0,0,5940.232164,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991,12930.29991
6/29/2011,0,0,0,0,6254.520198,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851,9761.712851
6/30/2011,0,0,0,0,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233,6449.970233
7/1/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/30/2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/1/2011,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
12/1/2011,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
12/31/2011,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000,40000
