Date,0,100000,200000,300000,400000,500000,600000,700000,800000,900000,1000000,1100000,1200000,1300000,1400000,1500000,1600000,1700000,1800000,1900000,2000000,2100000,2200000,2300000,2400000,2500000,2600000,2700000,2800000,2900000,3000000,3100000,3200000,3300000,3400000,3500000,3600000,3700000,3800000,3900000,4000000,4100000,4200000,4300000,4400000,4500000,4600000,4700000,4800000,4900000,5000000
5/9/2011 0:00,0,0,0,0,0,0,11189.1582,37551.87567,65213.74719,92755.47066,118765.189,140852.487,165712.7704,189997.0286,213371.6338,238979.4278,263853.8696,287941.7854,311913.2856,336438.566,361692.1664,386763.3822,409941.1234,431614.0008,452623.2042,474148.1269,510486.9233,542794.9386,575073.1014,609011.8834,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847,632152.3847
5/10/2011 0:00,0,0,0,0,0,0,13446.31522,39779.91924,67298.70796,94693.67294,120657.0658,142729.5272,167571.9303,191832.2356,215173.7863,240730.3435,265706.7673,289903.397,313990.3431,338637.8016,363931.7358,389073.8094,412343.1141,434138.9015,455313.0037,477074.6582,513458.375,545842.5594,578247.9448,612384.808,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467,623314.467
5/11/2011 0:00,0,0,0,0,0,0,15680.67682,41975.78734,69352.44079,96605.74346,122522.0159,144579.0957,169403.5774,193640.3924,216949.855,242453.8215,267529.5068,291832.13,316031.8015,340798.7174,366136.6981,391346.8312,414706.2291,436624.7844,457964.9712,479971.8041,516389.152,548839.7441,581364.1181,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802,614312.7802
5/12/2011 0:00,0,0,0,0,0,0,17890.643,44139.10775,71375.26029,98492.14275,124359.8636,146401.0751,171207.6522,195421.4977,218699.8966,244149.7885,269322.0146,293727.9108,318037.5871,342921.2401,368308.0525,393583.5216,417031.6173,439072.8733,460580.4056,482841.3513,519280.8911,551787.9794,584422.9585,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667,605149.667
5/13/2011 0:00,0,0,0,0,0,0,20074.76739,46269.61663,73367.54421,100353.3492,126170.4382,148195.3525,172984.1001,197175.5548,220423.9726,245818.1708,271084.2173,295590.6659,320007.6265,345005.2959,370446.8352,395784.9917,419320.4649,441484.4293,463160.6429,485685.1337,522135.2766,554688.7999,587425.8505,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686,595827.686
5/14/2011 0:00,0,0,0,0,0,0,22231.75463,48367.15589,75329.73081,102189.8565,127953.5738,149961.82,174732.8712,198902.5719,222122.1492,247458.895,272816.0414,297420.3219,321941.8462,347050.8116,372554.1201,397952.3905,421573.9955,443860.7509,465707.0567,488505.0329,524954.0401,557543.7874,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581,586349.581
5/15/2011 0:00,0,0,0,0,0,101.640922,24360.4578,50431.67065,77262.31631,104002.171,129709.1091,151700.3746,176453.9204,200602.562,223794.4976,249071.8877,274517.4133,299216.8051,323840.1727,349057.7134,374631.0183,400086.9038,423793.4703,446203.1742,468221.0579,491302.9777,527738.9605,560354.5708,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492,576718.2492
5/16/2011 0:00,0,0,0,0,0,2103.382954,26459.87586,52463.20668,79165.85233,105790.8093,131436.8877,153410.9179,178147.2074,202275.5429,225441.0935,250657.0752,276188.2596,300980.0422,325702.5325,351025.928,376678.6785,402189.7554,425980.1875,448513.0726,470704.0946,494080.9442,530491.8643,563122.8268,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102,566936.7102
5/17/2011 0:00,0,0,0,0,0,4090.935112,28529.15111,54461.90779,81040.9433,107556.2954,133136.758,155093.3564,179812.6968,203921.5372,227062.0175,252214.3841,277828.5067,302709.9596,327528.852,352955.3818,378698.2865,404262.206,428135.4832,450791.8567,473157.6527,496840.9562,533214.6251,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741,557008.0741
5/18/2011 0:00,0,0,0,0,0,6062.083171,30567.56654,56428.0133,82888.24389,109299.1585,134808.5732,156747.6012,181450.3579,205540.5723,228657.3552,253743.7408,279438.0812,304406.4837,329319.0578,354846.0013,380691.0658,406305.5539,430260.7304,453040.9747,475583.2552,499585.0844,535909.1641,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108,546935.5108
5/19/2011 0:00,0,0,0,0,0,8014.79631,32574.54333,58361.85543,84708.45646,111019.9302,136452.1913,158373.5685,183060.1648,207132.6802,230227.1967,255245.0719,281016.9094,306069.5412,331073.0763,356697.7131,382658.2771,408321.1349,432357.3398,455261.9123,477982.4626,502315.4474,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218,536722.218
5/20/2011 0:00,0,0,0,0,0,9947.224545,34549.63823,60263.85676,86502.32844,112719.1416,138067.4751,159971.179,184642.0964,208697.8981,231771.637,256718.3039,282564.918,307699.0584,332790.8341,358510.4436,384601.2186,410310.3221,434426.7594,457456.1922,480356.8728,505034.2108,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903,526371.3903
5/21/2011 0:00,0,0,0,0,0,11857.69616,36492.54105,62134.52763,88270.64982,114397.3217,139654.2921,161540.3585,186196.1363,210236.2675,233290.776,258163.3633,284082.0335,309294.9619,334472.2576,360284.1192,386521.2259,412274.5259,436470.4747,459625.375,482708.121,507743.5876,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873,515886.1873
5/22/2011 0:00,0,0,0,0,0,13744.71511,38403.07199,63974.4636,90014.25054,116054.9937,141212.5146,163081.0372,187722.273,211747.8351,234784.7182,259580.1765,285568.1822,310857.1782,336117.2734,362018.6666,388419.6718,414215.1942,438490.0085,461771.0582,485037.8799,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029,505269.7029
5/23/2011 0:00,0,0,0,0,0,15606.95851,40281.17917,65784.34283,91733.9979,117692.6731,142742.02,164593.1505,189220.4999,213232.6522,236253.5731,260968.6701,287023.2908,312385.6338,337725.8079,363714.0122,390297.9668,416133.8123,440486.9209,463894.8772,487347.8596,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335,494524.9335
5/24/2011 0:00,0,0,0,0,0,17443.27398,42126.93598,67564.92357,93430.79403,119310.8651,144242.69,166076.6384,190690.815,214690.7749,237697.4549,262328.7705,288447.2856,313880.2551,339297.7877,365370.0825,392157.5586,418031.9029,442462.8096,465998.5043,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464,483654.7464
5/25/2011 0:00,0,0,0,0,0,19252.67715,43940.53857,69317.04154,95105.57331,120910.0617,145714.4115,167531.4456,192133.2212,216122.2641,239116.4824,263660.4042,289840.0933,315340.9687,340833.1392,366986.8039,393999.9323,419911.0261,444419.3095,468083.6495,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849,472661.849
5/26/2011 0:00,0,0,0,0,0,21034.34902,45722.30323,71041.60736,96759.29977,122490.7395,147157.0759,168957.5218,193547.726,217527.1857,240510.7796,264963.4978,291201.6403,316767.7011,342331.7889,368564.1031,395826.6106,421772.7792,446358.0932,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572,461548.7572
5/27/2011 0:00,0,0,0,0,0,22787.63345,47472.66383,72739.60401,98392.96454,124053.3567,148570.5796,170354.8213,194934.342,218905.61,241880.475,266237.9778,292531.853,318160.3787,343793.6633,370101.9064,397639.1532,423618.7973,448280.8703,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638,450317.7638
5/28/2011 0:00,0,0,0,0,915.6900052,24512.03453,49192.16927,74412.08424,100007.5833,125598.3511,149954.8238,171723.3033,196293.0865,220257.6124,243225.7019,267483.7705,293830.6581,319518.9281,345218.6889,371600.1404,399439.1576,425450.7524,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074,438970.9074
5/29/2011 0:00,0,0,0,0,2524.043021,26207.21408,50881.48088,76060.16797,101604.1936,127126.1369,151309.7143,173062.9319,197623.9814,221583.273,244546.5986,268700.8026,295097.9819,320843.2757,346606.7923,373058.7316,401228.2585,427270.3544,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408,427509.9408
5/30/2011 0:00,0,0,0,0,4115.416978,27872.98898,52541.36987,77685.03977,103183.8524,128637.1026,152635.1619,174373.6757,198927.0535,222882.6766,245843.3078,269889.0005,296333.751,322133.3481,347957.8998,374477.6065,403008.128,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999,415936.2999
5/31/2011 0:00,0,0,0,0,5688.331342,29509.32871,54172.71474,79287.94627,104747.6337,130131.6083,153931.082,175655.5084,200202.3346,224155.913,247115.9775,271048.2907,297537.8919,323389.0717,349271.9381,375856.6915,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721,404251.0721
6/1/2011 0:00,0,0,0,0,7241.500793,31116.35267,55776.4987,80870.19355,106296.6253,131609.983,155197.395,176908.4082,201449.861,225403.0767,248364.7602,272178.5997,298710.331,324610.373,350548.8335,377195.9131,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651,392454.9651
6/2/2011 0:00,0,0,0,0,8773.832655,32694.32768,57353.80716,82433.14461,107831.9269,133072.5221,156434.026,178132.3584,202669.6739,226624.2669,249589.8131,273279.854,299850.995,325797.1785,351788.5127,378495.198,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752,380548.2752
6/3/2011 0:00,0,0,0,0,10284.42432,34243.6654,58905.82506,83978.2168,109354.6475,134519.4849,157640.9048,179327.3469,203861.8194,227819.5876,250791.2984,274351.9801,300959.8102,326949.4148,352990.902,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564,368530.8564
6/4/2011 0:00,0,0,0,0,11772.5607,35764.91973,60433.83437,85506.87923,110865.9021,135951.092,158817.966,180493.3664,205026.3482,228989.1478,251969.3831,275394.9045,302036.7031,328067.0083,354155.928,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888,356402.0888
6/5/2011 0:00,0,0,0,0,13237.71159,37258.78424,61939.21151,87020.65017,112366.8102,137367.5227,159965.1493,181630.4145,206163.316,230133.0611,253124.2387,276408.5537,303081.6003,329149.8855,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468,344160.8468
6/6/2011 0:00,0,0,0,0,14679.52919,38726.08963,63423.42474,88521.09456,113858.4923,138768.9123,161082.3988,182738.4935,207272.7831,231251.4459,254256.042,277392.8542,304094.4282,330197.9729,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687,331805.4687
6/7/2011 0:00,0,0,0,0,16097.84546,40167.80113,64888.03164,90009.82135,115342.0679,140155.3497,162169.6636,183817.6105,208354.8146,232344.4255,255364.974,278347.7325,305075.1134,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245,319333.7245
6/8/2011 0:00,0,0,0,0,17492.66956,41585.01594,66334.67648,91488.48099,116818.6525,141526.875,163226.8976,184867.7774,209409.4807,233412.1278,256451.221,279273.115,306023.5823,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845,306742.7845
6/9/2011 0:00,0,0,0,0,18864.1853,42978.96065,67765.0877,92958.7628,118289.3556,142883.4765,164254.0594,185889.0109,210436.856,234454.6859,257514.9739,280168.9284,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888,294029.1888
6/10/2011 0:00,0,0,0,0,20212.74857,44350.98867,69181.07531,94422.39248,119755.2774,144225.0884,165251.1124,186881.3325,211437.02,235472.2372,258556.4282,281035.0989,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148,281188.8148
6/11/2011 0:00,0,0,0,0,21538.88474,45702.57766,70584.52832,95881.12944,121217.507,145551.588,166218.0249,187844.7686,212410.0573,236464.9241,259575.7845,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466,268216.8466
6/12/2011 0:00,0,0,0,0,22843.28609,47035.32696,71977.41219,97336.76431,122677.1192,146862.7936,167154.7699,188779.3502,213356.0568,237432.8939,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435,255107.7435
6/13/2011 0:00,0,0,0,0,24126.80929,48350.95501,73361.76622,98791.11632,124135.1722,148158.4615,168061.3252,189685.1131,214275.1125,238376.2986,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084,241855.2084
6/14/2011 0:00,0,0,0,0,25390.47274,49651.2968,74739.701,100246.0308,125592.705,149438.2835,168937.6735,190562.0981,215167.3233,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564,228452.1564
6/15/2011 0:00,0,0,0,0,26635.45408,50938.30126,76113.39585,101703.3764,127050.7349,150701.8844,169783.802,191410.3507,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837,214890.6837
6/16/2011 0:00,0,0,0,0,27863.08758,52214.02872,77485.09622,103165.0428,128510.2548,151948.8194,170599.7032,192229.921,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362,201162.0362
6/17/2011 0:00,0,0,0,0,29074.86155,53480.64832,78857.11114,104632.938,129972.2307,153178.5716,171385.3738,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778,187256.5778
6/18/2011 0:00,0,0,0,0,30272.41582,54740.43546,80231.81064,106108.9857,131437.599,154390.5493,172140.8158,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593,173163.7593
6/19/2011 0:00,0,0,0,0,31457.53912,55995.76918,81611.62316,107595.1228,132907.2641,155584.0835,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872,158872.0872
6/20/2011 0:00,0,0,0,0,32632.16653,57249.12967,82999.03302,109093.2969,134382.096,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918,144369.0918
6/21/2011 0:00,0,0,0,0,33798.3769,58503.0956,84396.57782,110605.4635,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963,129641.2963
6/22/2011 0:00,0,0,0,0,34958.39029,59760.34163,85806.84585,112133.5836,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851,114674.1851
6/23/2011 0:00,0,0,0,0,36114.56538,61023.63579,87232.47356,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262,99452.17262
