Data Available for Site LUC - Select one or more data parameters:
Code Available Records Parameter Description 
AF 1955-2005 Reservoir Active Storage (Acre-Feet)  
FB 1977-2005 Reservoir Water Surface Elevation (Feet)  
ID 1985-2005 Reservoir Inflow, Computed Daily Average (Cubic Feet per Second)  
QD 1955-2005 Stream Daily Average Discharge (Cubic Feet per Second) 
QU 1895-2005 Unregulated Flow, Estimated Daily Average (Cubic Feet  
----


6/11/2005	3054.47
6/12/2005	3054.21
6/13/2005	3054.17
6/14/2005	3054.42
6/15/2005	3054.71
6/16/2005	3055
6/17/2005	3055.07
6/18/2005	3054.94
6/19/2005	3054.8
6/20/2005	3054.57
6/21/2005	3054.54
6/22/2005	3054.64
6/23/2005	3054.82
6/24/2005	3054.91
6/25/2005	3054.85
6/26/2005	3054.8
6/27/2005	3054.81
