Bureau of Reclamation Hydromet System
Rating Table Expansion
Station GCL - Grand Coulee Dam, WA
Parameter AF - Reservoir Storage - Acre-Feet
Table Description: October 1977 Table 
Units are: AF 
Dependent Variable: Forebay Elevation - Feet - Hourly Average
Interpolation Type: Storage from Linear Res Area 
Rating shift adjustments have NOT been applied to this table. 
Table Edit Date: 8-DEC-2006 15:17
Today's Date: 28-FEB-2013 15:46 


 BEGIN TABLE
 FT   ,AF   
 1272.02, 3801093
 1272.03, 3801822
 1272.04, 3802541
 1272.05, 3803270
 1272.06, 3803999
 1272.07, 3804727
 1272.08, 3805456
 1272.09, 3806185
 1272.10, 3806914
 1272.11, 3807642
 1272.12, 3808371
 1272.13, 3809100
 1272.14, 3809829
 1272.15, 3810558
 1272.16, 3811278
 1272.17, 3812007
 1272.18, 3812736
 1272.19, 3813466
 1272.20, 3814195
 1272.21, 3814924
 1272.22, 3815653
 1272.23, 3816383
 1272.24, 3817112
 1272.25, 3817841
 1272.26, 3818571
 1272.27, 3819300
 1272.28, 3820030
 1272.29, 3820751
 1272.30, 3821480
 1272.31, 3822210
 1272.32, 3822939
 1272.33, 3823669
 1272.34, 3824399
 1272.35, 3825129
 1272.36, 3825859
 1272.37, 3826588
 1272.38, 3827318
 1272.39, 3828048
 1272.40, 3828778
 1272.41, 3829499
 1272.42, 3830229
 1272.43, 3830960
 1272.44, 3831690
 1272.45, 3832420
 1272.46, 3833150
 1272.47, 3833880
 1272.48, 3834611
 1272.49, 3835341
 1272.50, 3836071
 1272.51, 3836802
 1272.52, 3837532
 1272.53, 3838263
 1272.54, 3838984
 1272.55, 3839715
 1272.56, 3840446
 1272.57, 3841176
 1272.58, 3841907
 1272.59, 3842638
 1272.60, 3843368
 1272.61, 3844099
 1272.62, 3844830
 1272.63, 3845561
 1272.64, 3846292
 1272.65, 3847023
 1272.66, 3847745
 1272.67, 3848476
 1272.68, 3849207
 1272.69, 3849938
 1272.70, 3850669
 1272.71, 3851401
 1272.72, 3852132
 1272.73, 3852863
 1272.74, 3853595
 1272.75, 3854326
 1272.76, 3855057
 1272.77, 3855789
 1272.78, 3856520
 1272.79, 3857243
 1272.80, 3857974
 1272.81, 3858706
 1272.82, 3859438
 1272.83, 3860169
 1272.84, 3860901
 1272.85, 3861633
 1272.86, 3862365
 1272.87, 3863097
 1272.88, 3863828
 1272.89, 3864560
 1272.90, 3865292
 1272.91, 3866015
 1272.92, 3866747
 1272.93, 3867479
 1272.94, 3868212
 1272.95, 3868944
 1272.96, 3869676
 1272.97, 3870408
 1272.98, 3871140
 1272.99, 3871873
 1273.00, 3872605
 1273.01, 3873338
 1273.02, 3874070
 1273.03, 3874802
 1273.04, 3875526
 1273.05, 3876259
 1273.06, 3876991
 1273.07, 3877724
 1273.08, 3878456
 1273.09, 3879189
 1273.10, 3879922
 1273.11, 3880655
 1273.12, 3881388
 1273.13, 3882120
 1273.14, 3882853
 1273.15, 3883586
 1273.16, 3884310
 1273.17, 3885043
 1273.18, 3885776
 1273.19, 3886509
 1273.20, 3887243
 1273.21, 3887976
 1273.22, 3888709
 1273.23, 3889442
 1273.24, 3890176
 1273.25, 3890909
 1273.26, 3891642
 1273.27, 3892376
 1273.28, 3893109
 1273.29, 3893834
 1273.30, 3894567
 1273.31, 3895301
 1273.32, 3896034
 1273.33, 3896768
 1273.34, 3897502
 1273.35, 3898236
 1273.36, 3898969
 1273.37, 3899703
 1273.38, 3900437
 1273.39, 3901171
 1273.40, 3901905
 1273.41, 3902630
 1273.42, 3903364
 1273.43, 3904098
 1273.44, 3904832
 1273.45, 3905566
 1273.46, 3906300
 1273.47, 3907035
 1273.48, 3907769
 1273.49, 3908503
 1273.50, 3909237
 1273.51, 3909972
 1273.52, 3910706
 1273.53, 3911441
 1273.54, 3912166
 1273.55, 3912901
 1273.56, 3913635
 1273.57, 3914370
 1273.58, 3915104
 1273.59, 3915839
 1273.60, 3916574
 1273.61, 3917309
 1273.62, 3918043
 1273.63, 3918778
 1273.64, 3919513
 1273.65, 3920248
 1273.66, 3920974
 1273.67, 3921709
 1273.68, 3922444
 1273.69, 3923179
 1273.70, 3923914
 1273.71, 3924649
 1273.72, 3925385
 1273.73, 3926120
 1273.74, 3926855
 1273.75, 3927590
 1273.76, 3928326
 1273.77, 3929061
 1273.78, 3929797
 1273.79, 3930523
 1273.80, 3931259
 1273.81, 3931994
 1273.82, 3932730
 1273.83, 3933465
 1273.84, 3934201
 1273.85, 3934937
 1273.86, 3935673
 1273.87, 3936408
 1273.88, 3937144
 1273.89, 3937880
 1273.90, 3938616
 1273.91, 3939343
 1273.92, 3940079
 1273.93, 3940815
 1273.94, 3941551
 1273.95, 3942287
 1273.96, 3943023
 1273.97, 3943759
 1273.98, 3944496
 1273.99, 3945232
 1274.00, 3945968
 1274.01, 3946704
 1274.02, 3947441
 1274.03, 3948177
 1274.04, 3948905
 1274.05, 3949641
 1274.06, 3950378
 1274.07, 3951114
 1274.08, 3951851
 1274.09, 3952588
 1274.10, 3953324
 1274.11, 3954061
 1274.12, 3954798
 1274.13, 3955535
 1274.14, 3956271
 1274.15, 3957008
 1274.16, 3957736
 1274.17, 3958473
 1274.18, 3959210
 1274.19, 3959947
 1274.20, 3960684
 1274.21, 3961422
 1274.22, 3962159
 1274.23, 3962896
 1274.24, 3963633
 1274.25, 3964371
 1274.26, 3965108
 1274.27, 3965845
 1274.28, 3966583
 1274.29, 3967311
 1274.30, 3968049
 1274.31, 3968786
 1274.32, 3969524
 1274.33, 3970261
 1274.34, 3970999
 1274.35, 3971737
 1274.36, 3972474
 1274.37, 3973212
 1274.38, 3973950
 1274.39, 3974688
 1274.40, 3975426
 1274.41, 3976155
 1274.42, 3976892
 1274.43, 3977630
 1274.44, 3978369
 1274.45, 3979107
 1274.46, 3979845
 1274.47, 3980583
 1274.48, 3981321
 1274.49, 3982059
 1274.50, 3982798
 1274.51, 3983536
 1274.52, 3984274
 1274.53, 3985013
 1274.54, 3985742
 1274.55, 3986481
 1274.56, 3987219
 1274.57, 3987958
 1274.58, 3988696
 1274.59, 3989435
 1274.60, 3990174
 1274.61, 3990912
 1274.62, 3991651
 1274.63, 3992390
 1274.64, 3993129
 1274.65, 3993868
 1274.66, 3994597
 1274.67, 3995336
 1274.68, 3996075
 1274.69, 3996814
 1274.70, 3997554
 1274.71, 3998293
 1274.72, 3999032
 1274.73, 3999771
 1274.74, 4000510
 1274.75, 4001250
 1274.76, 4001989
 1274.77, 4002728
 1274.78, 4003468
 1274.79, 4004198
 1274.80, 4004937
 1274.81, 4005677
 1274.82, 4006416
 1274.83, 4007156
 1274.84, 4007896
 1274.85, 4008635
 1274.86, 4009375
 1274.87, 4010115
 1274.88, 4010855
 1274.89, 4011594
 1274.90, 4012334
 1274.91, 4013065
 1274.92, 4013805
 1274.93, 4014545
 1274.94, 4015285
 1274.95, 4016025
 1274.96, 4016765
 1274.97, 4017505
 1274.98, 4018246
 1274.99, 4018986
 1275.00, 4019725
 1275.01, 4020465
 1275.02, 4021206
 1275.03, 4021946
 1275.04, 4022678
 1275.05, 4023418
 1275.06, 4024159
 1275.07, 4024899
 1275.08, 4025640
 1275.09, 4026380
 1275.10, 4027121
 1275.11, 4027862
 1275.12, 4028602
 1275.13, 4029343
 1275.14, 4030084
 1275.15, 4030825
 1275.16, 4031557
 1275.17, 4032298
 1275.18, 4033039
 1275.19, 4033780
 1275.20, 4034521
 1275.21, 4035262
 1275.22, 4036003
 1275.23, 4036744
 1275.24, 4037485
 1275.25, 4038227
 1275.26, 4038968
 1275.27, 4039709
 1275.28, 4040450
 1275.29, 4041183
 1275.30, 4041924
 1275.31, 4042666
 1275.32, 4043407
 1275.33, 4044149
 1275.34, 4044891
 1275.35, 4045632
 1275.36, 4046374
 1275.37, 4047116
 1275.38, 4047857
 1275.39, 4048599
 1275.40, 4049341
 1275.41, 4050074
 1275.42, 4050816
 1275.43, 4051558
 1275.44, 4052300
 1275.45, 4053042
 1275.46, 4053784
 1275.47, 4054526
 1275.48, 4055268
 1275.49, 4056010
 1275.50, 4056753
 1275.51, 4057495
 1275.52, 4058237
 1275.53, 4058980
 1275.54, 4059713
 1275.55, 4060455
 1275.56, 4061198
 1275.57, 4061940
 1275.58, 4062683
 1275.59, 4063426
 1275.60, 4064168
 1275.61, 4064911
 1275.62, 4065654
 1275.63, 4066396
 1275.64, 4067139
 1275.65, 4067882
 1275.66, 4068616
 1275.67, 4069359
 1275.68, 4070102
 1275.69, 4070845
 1275.70, 4071588
 1275.71, 4072331
 1275.72, 4073074
 1275.73, 4073817
 1275.74, 4074560
 1275.75, 4075304
 1275.76, 4076047
 1275.77, 4076790
 1275.78, 4077533
 1275.79, 4078268
 1275.80, 4079011
 1275.81, 4079755
 1275.82, 4080498
 1275.83, 4081242
 1275.84, 4081985
 1275.85, 4082729
 1275.86, 4083473
 1275.87, 4084216
 1275.88, 4084960
 1275.89, 4085704
 1275.90, 4086448
 1275.91, 4087183
 1275.92, 4087926
 1275.93, 4088670
 1275.94, 4089414
 1275.95, 4090158
 1275.96, 4090902
 1275.97, 4091647
 1275.98, 4092391
 1275.99, 4093135
 1276.00, 4093879
 1276.01, 4094623
 1276.02, 4095368
 1276.03, 4096112
 1276.04, 4096847
 1276.05, 4097592
 1276.06, 4098336
 1276.07, 4099081
 1276.08, 4099825
 1276.09, 4100570
 1276.10, 4101314
 1276.11, 4102059
 1276.12, 4102804
 1276.13, 4103549
 1276.14, 4104293
 1276.15, 4105038
 1276.16, 4105774
 1276.17, 4106519
 1276.18, 4107264
 1276.19, 4108009
 1276.20, 4108754
 1276.21, 4109499
 1276.22, 4110244
 1276.23, 4110989
 1276.24, 4111734
 1276.25, 4112480
 1276.26, 4113225
 1276.27, 4113970
 1276.28, 4114715
 1276.29, 4115452
 1276.30, 4116197
 1276.31, 4116943
 1276.32, 4117688
 1276.33, 4118434
 1276.34, 4119179
 1276.35, 4119925
 1276.36, 4120671
 1276.37, 4121416
 1276.38, 4122162
 1276.39, 4122908
 1276.40, 4123654
 1276.41, 4124390
 1276.42, 4125136
 1276.43, 4125882
 1276.44, 4126628
 1276.45, 4127374
 1276.46, 4128120
 1276.47, 4128866
 1276.48, 4129612
 1276.49, 4130359
 1276.50, 4131105
 1276.51, 4131851
 1276.52, 4132597
 1276.53, 4133344
 1276.54, 4134081
 1276.55, 4134827
 1276.56, 4135574
 1276.57, 4136320
 1276.58, 4137067
 1276.59, 4137814
 1276.60, 4138560
 1276.61, 4139307
 1276.62, 4140053
 1276.63, 4140800
 1276.64, 4141547
 1276.65, 4142294
 1276.66, 4143032
 1276.67, 4143778
 1276.68, 4144525
 1276.69, 4145272
 1276.70, 4146019
 1276.71, 4146766
 1276.72, 4147514
 1276.73, 4148261
 1276.74, 4149008
 1276.75, 4149755
 1276.76, 4150502
 1276.77, 4151250
 1276.78, 4151997
 1276.79, 4152735
 1276.80, 4153483
 1276.81, 4154230
 1276.82, 4154978
 1276.83, 4155725
 1276.84, 4156473
 1276.85, 4157220
 1276.86, 4157968
 1276.87, 4158716
 1276.88, 4159463
 1276.89, 4160211
 1276.90, 4160959
 1276.91, 4161698
 1276.92, 4162446
 1276.93, 4163193
 1276.94, 4163941
 1276.95, 4164689
 1276.96, 4165438
 1276.97, 4166186
 1276.98, 4166934
 1276.99, 4167682
 1277.00, 4168430
 1277.01, 4169178
 1277.02, 4169927
 1277.03, 4170675
 1277.04, 4171414
 1277.05, 4172163
 1277.06, 4172911
 1277.07, 4173660
 1277.08, 4174408
 1277.09, 4175157
 1277.10, 4175905
 1277.11, 4176654
 1277.12, 4177403
 1277.13, 4178151
 1277.14, 4178900
 1277.15, 4179649
 1277.16, 4180389
 1277.17, 4181138
 1277.18, 4181886
 1277.19, 4182635
 1277.20, 4183384
 1277.21, 4184133
 1277.22, 4184883
 1277.23, 4185632
 1277.24, 4186381
 1277.25, 4187130
 1277.26, 4187879
 1277.27, 4188629
 1277.28, 4189378
 1277.29, 4190118
 1277.30, 4190868
 1277.31, 4191617
 1277.32, 4192366
 1277.33, 4193116
 1277.34, 4193866
 1277.35, 4194615
 1277.36, 4195365
 1277.37, 4196115
 1277.38, 4196864
 1277.39, 4197614
 1277.40, 4198364
 1277.41, 4199105
 1277.42, 4199855
 1277.43, 4200604
 1277.44, 4201354
 1277.45, 4202104
 1277.46, 4202854
 1277.47, 4203605
 1277.48, 4204355
 1277.49, 4205105
 1277.50, 4205855
 1277.51, 4206605
 1277.52, 4207356
 1277.53, 4208106
 1277.54, 4208847
 1277.55, 4209597
 1277.56, 4210348
 1277.57, 4211098
 1277.58, 4211849
 1277.59, 4212599
 1277.60, 4213350
 1277.61, 4214101
 1277.62, 4214851
 1277.63, 4215602
 1277.64, 4216353
 1277.65, 4217104
 1277.66, 4217845
 1277.67, 4218596
 1277.68, 4219347
 1277.69, 4220098
 1277.70, 4220849
 1277.71, 4221600
 1277.72, 4222351
 1277.73, 4223102
 1277.74, 4223853
 1277.75, 4224605
 1277.76, 4225356
 1277.77, 4226107
 1277.78, 4226859
 1277.79, 4227601
 1277.80, 4228352
 1277.81, 4229104
 1277.82, 4229855
 1277.83, 4230607
 1277.84, 4231358
 1277.85, 4232110
 1277.86, 4232861
 1277.87, 4233613
 1277.88, 4234365
 1277.89, 4235116
 1277.90, 4235868
 1277.91, 4236611
 1277.92, 4237363
 1277.93, 4238115
 1277.94, 4238867
 1277.95, 4239619
 1277.96, 4240371
 1277.97, 4241123
 1277.98, 4241875
 1277.99, 4242627
 1278.00, 4243379
 1278.01, 4244131
 1278.02, 4244884
 1278.03, 4245636
 1278.04, 4246379
 1278.05, 4247132
 1278.06, 4247884
 1278.07, 4248637
 1278.08, 4249389
 1278.09, 4250142
 1278.10, 4250894
 1278.11, 4251647
 1278.12, 4252400
 1278.13, 4253152
 1278.14, 4253905
 1278.15, 4254658
 1278.16, 4255401
 1278.17, 4256154
 1278.18, 4256907
 1278.19, 4257660
 1278.20, 4258413
 1278.21, 4259166
 1278.22, 4259919
 1278.23, 4260672
 1278.24, 4261426
 1278.25, 4262179
 1278.26, 4262932
 1278.27, 4263685
 1278.28, 4264439
 1278.29, 4265183
 1278.30, 4265936
 1278.31, 4266690
 1278.32, 4267443
 1278.33, 4268197
 1278.34, 4268950
 1278.35, 4269704
 1278.36, 4270457
 1278.37, 4271211
 1278.38, 4271965
 1278.39, 4272718
 1278.40, 4273472
 1278.41, 4274217
 1278.42, 4274971
 1278.43, 4275725
 1278.44, 4276479
 1278.45, 4277233
 1278.46, 4277987
 1278.47, 4278741
 1278.48, 4279495
 1278.49, 4280249
 1278.50, 4281003
 1278.51, 4281757
 1278.52, 4282512
 1278.53, 4283266
 1278.54, 4284011
 1278.55, 4284766
 1278.56, 4285520
 1278.57, 4286275
 1278.58, 4287029
 1278.59, 4287784
 1278.60, 4288538
 1278.61, 4289293
 1278.62, 4290048
 1278.63, 4290802
 1278.64, 4291557
 1278.65, 4292312
 1278.66, 4293057
 1278.67, 4293812
 1278.68, 4294567
 1278.69, 4295322
 1278.70, 4296077
 1278.71, 4296832
 1278.72, 4297587
 1278.73, 4298342
 1278.74, 4299098
 1278.75, 4299853
 1278.76, 4300608
 1278.77, 4301363
 1278.78, 4302119
 1278.79, 4302865
 1278.80, 4303620
 1278.81, 4304376
 1278.82, 4305131
 1278.83, 4305887
 1278.84, 4306642
 1278.85, 4307398
 1278.86, 4308153
 1278.87, 4308909
 1278.88, 4309665
 1278.89, 4310420
 1278.90, 4311176
 1278.91, 4311923
 1278.92, 4312679
 1278.93, 4313435
 1278.94, 4314191
 1278.95, 4314947
 1278.96, 4315703
 1278.97, 4316459
 1278.98, 4317215
 1278.99, 4317971
 1279.00, 4318728
 1279.01, 4319484
 1279.02, 4320241
 1279.03, 4320997
 1279.04, 4321744
 1279.05, 4322501
 1279.06, 4323257
 1279.07, 4324014
 1279.08, 4324770
 1279.09, 4325527
 1279.10, 4326283
 1279.11, 4327040
 1279.12, 4327797
 1279.13, 4328553
 1279.14, 4329310
 1279.15, 4330067
 1279.16, 4330814
 1279.17, 4331571
 1279.18, 4332328
 1279.19, 4333085
 1279.20, 4333842
 1279.21, 4334599
 1279.22, 4335356
 1279.23, 4336113
 1279.24, 4336871
 1279.25, 4337628
 1279.26, 4338385
 1279.27, 4339142
 1279.28, 4339900
 1279.29, 4340648
 1279.30, 4341405
 1279.31, 4342163
 1279.32, 4342920
 1279.33, 4343678
 1279.34, 4344435
 1279.35, 4345193
 1279.36, 4345950
 1279.37, 4346708
 1279.38, 4347466
 1279.39, 4348224
 1279.40, 4348981
 1279.41, 4349730
 1279.42, 4350488
 1279.43, 4351246
 1279.44, 4352004
 1279.45, 4352762
 1279.46, 4353520
 1279.47, 4354278
 1279.48, 4355036
 1279.49, 4355794
 1279.50, 4356552
 1279.51, 4357311
 1279.52, 4358069
 1279.53, 4358827
 1279.54, 4359576
 1279.55, 4360335
 1279.56, 4361093
 1279.57, 4361852
 1279.58, 4362610
 1279.59, 4363369
 1279.60, 4364127
 1279.61, 4364886
 1279.62, 4365645
 1279.63, 4366403
 1279.64, 4367162
 1279.65, 4367921
 1279.66, 4368671
 1279.67, 4369429
 1279.68, 4370188
 1279.69, 4370947
 1279.70, 4371706
 1279.71, 4372465
 1279.72, 4373225
 1279.73, 4373984
 1279.74, 4374743
 1279.75, 4375502
 1279.76, 4376261
 1279.77, 4377021
 1279.78, 4377780
 1279.79, 4378530
 1279.80, 4379289
 1279.81, 4380049
 1279.82, 4380808
 1279.83, 4381568
 1279.84, 4382327
 1279.85, 4383087
 1279.86, 4383847
 1279.87, 4384606
 1279.88, 4385366
 1279.89, 4386126
 1279.90, 4386886
 1279.91, 4387636
 1279.92, 4388396
 1279.93, 4389156
 1279.94, 4389916
 1279.95, 4390676
 1279.96, 4391436
 1279.97, 4392196
 1279.98, 4392956
 1279.99, 4393717
 1280.00, 4394476
 1280.01, 4395237
 1280.02, 4395997
 1280.03, 4396757
 1280.04, 4397508
 1280.05, 4398269
 1280.06, 4399029
 1280.07, 4399790
 1280.08, 4400551
 1280.09, 4401312
 1280.10, 4402072
 1280.11, 4402833
 1280.12, 4403594
 1280.13, 4404355
 1280.14, 4405116
 1280.15, 4405877
 1280.16, 4406629
 1280.17, 4407391
 1280.18, 4408152
 1280.19, 4408913
 1280.20, 4409675
 1280.21, 4410436
 1280.22, 4411198
 1280.23, 4411959
 1280.24, 4412721
 1280.25, 4413483
 1280.26, 4414245
 1280.27, 4415007
 1280.28, 4415769
 1280.29, 4416521
 1280.30, 4417283
 1280.31, 4418045
 1280.32, 4418808
 1280.33, 4419570
 1280.34, 4420332
 1280.35, 4421095
 1280.36, 4421857
 1280.37, 4422619
 1280.38, 4423382
 1280.39, 4424145
 1280.40, 4424907
 1280.41, 4425661
 1280.42, 4426424
 1280.43, 4427186
 1280.44, 4427949
 1280.45, 4428712
 1280.46, 4429475
 1280.47, 4430239
 1280.48, 4431002
 1280.49, 4431765
 1280.50, 4432528
 1280.51, 4433292
 1280.52, 4434055
 1280.53, 4434819
 1280.54, 4435573
 1280.55, 4436336
 1280.56, 4437100
 1280.57, 4437864
 1280.58, 4438628
 1280.59, 4439391
 1280.60, 4440155
 1280.61, 4440919
 1280.62, 4441683
 1280.63, 4442448
 1280.64, 4443212
 1280.65, 4443976
 1280.66, 4444731
 1280.67, 4445495
 1280.68, 4446260
 1280.69, 4447024
 1280.70, 4447789
 1280.71, 4448553
 1280.72, 4449318
 1280.73, 4450083
 1280.74, 4450848
 1280.75, 4451612
 1280.76, 4452377
 1280.77, 4453142
 1280.78, 4453907
 1280.79, 4454663
 1280.80, 4455428
 1280.81, 4456193
 1280.82, 4456959
 1280.83, 4457724
 1280.84, 4458490
 1280.85, 4459255
 1280.86, 4460021
 1280.87, 4460786
 1280.88, 4461552
 1280.89, 4462318
 1280.90, 4463083
 1280.91, 4463840
 1280.92, 4464606
 1280.93, 4465372
 1280.94, 4466138
 1280.95, 4466904
 1280.96, 4467670
 1280.97, 4468436
 1280.98, 4469202
 1280.99, 4469969
 1281.00, 4470744
 1281.01, 4471511
 1281.02, 4472277
 1281.03, 4473044
 1281.04, 4473801
 1281.05, 4474568
 1281.06, 4475335
 1281.07, 4476101
 1281.08, 4476868
 1281.09, 4477635
 1281.10, 4478402
 1281.11, 4479169
 1281.12, 4479937
 1281.13, 4480704
 1281.14, 4481471
 1281.15, 4482238
 1281.16, 4482997
 1281.17, 4483764
 1281.18, 4484532
 1281.19, 4485299
 1281.20, 4486067
 1281.21, 4486835
 1281.22, 4487602
 1281.23, 4488370
 1281.24, 4489138
 1281.25, 4489906
 1281.26, 4490674
 1281.27, 4491442
 1281.28, 4492210
 1281.29, 4492969
 1281.30, 4493737
 1281.31, 4494506
 1281.32, 4495274
 1281.33, 4496043
 1281.34, 4496811
 1281.35, 4497580
 1281.36, 4498348
 1281.37, 4499117
 1281.38, 4499886
 1281.39, 4500655
 1281.40, 4501424
 1281.41, 4502183
 1281.42, 4502952
 1281.43, 4503721
 1281.44, 4504491
 1281.45, 4505260
 1281.46, 4506029
 1281.47, 4506798
 1281.48, 4507568
 1281.49, 4508337
 1281.50, 4509107
 1281.51, 4509876
 1281.52, 4510646
 1281.53, 4511416
 1281.54, 4512176
 1281.55, 4512946
 1281.56, 4513716
 1281.57, 4514486
 1281.58, 4515256
 1281.59, 4516026
 1281.60, 4516796
 1281.61, 4517566
 1281.62, 4518337
 1281.63, 4519107
 1281.64, 4519877
 1281.65, 4520648
 1281.66, 4521409
 1281.67, 4522180
 1281.68, 4522950
 1281.69, 4523721
 1281.70, 4524492
 1281.71, 4525263
 1281.72, 4526033
 1281.73, 4526804
 1281.74, 4527575
 1281.75, 4528347
 1281.76, 4529118
 1281.77, 4529889
 1281.78, 4530660
 1281.79, 4531422
 1281.80, 4532193
 1281.81, 4532965
 1281.82, 4533736
 1281.83, 4534508
 1281.84, 4535280
 1281.85, 4536051
 1281.86, 4536823
 1281.87, 4537595
 1281.88, 4538367
 1281.89, 4539139
 1281.90, 4539911
 1281.91, 4540674
 1281.92, 4541446
 1281.93, 4542218
 1281.94, 4542990
 1281.95, 4543763
 1281.96, 4544535
 1281.97, 4545307
 1281.98, 4546080
 1281.99, 4546853
 1282.00, 4547634
 1282.01, 4548407
 1282.02, 4549180
 1282.03, 4549953
 1282.04, 4550716
 1282.05, 4551489
 1282.06, 4552262
 1282.07, 4553035
 1282.08, 4553808
 1282.09, 4554582
 1282.10, 4555355
 1282.11, 4556128
 1282.12, 4556902
 1282.13, 4557675
 1282.14, 4558449
 1282.15, 4559222
 1282.16, 4559986
 1282.17, 4560760
 1282.18, 4561534
 1282.19, 4562308
 1282.20, 4563082
 1282.21, 4563856
 1282.22, 4564630
 1282.23, 4565404
 1282.24, 4566178
 1282.25, 4566952
 1282.26, 4567726
 1282.27, 4568501
 1282.28, 4569275
 1282.29, 4570040
 1282.30, 4570815
 1282.31, 4571589
 1282.32, 4572364
 1282.33, 4573139
 1282.34, 4573913
 1282.35, 4574688
 1282.36, 4575463
 1282.37, 4576238
 1282.38, 4577013
 1282.39, 4577788
 1282.40, 4578563
 1282.41, 4579329
 1282.42, 4580104
 1282.43, 4580880
 1282.44, 4581655
 1282.45, 4582431
 1282.46, 4583206
 1282.47, 4583982
 1282.48, 4584757
 1282.49, 4585533
 1282.50, 4586309
 1282.51, 4587085
 1282.52, 4587861
 1282.53, 4588637
 1282.54, 4589403
 1282.55, 4590179
 1282.56, 4590956
 1282.57, 4591732
 1282.58, 4592508
 1282.59, 4593284
 1282.60, 4594061
 1282.61, 4594837
 1282.62, 4595614
 1282.63, 4596390
 1282.64, 4597167
 1282.65, 4597944
 1282.66, 4598711
 1282.67, 4599488
 1282.68, 4600265
 1282.69, 4601042
 1282.70, 4601819
 1282.71, 4602596
 1282.72, 4603373
 1282.73, 4604150
 1282.74, 4604928
 1282.75, 4605705
 1282.76, 4606482
 1282.77, 4607260
 1282.78, 4608037
 1282.79, 4608806
 1282.80, 4609583
 1282.81, 4610361
 1282.82, 4611139
 1282.83, 4611917
 1282.84, 4612695
 1282.85, 4613473
 1282.86, 4614251
 1282.87, 4615029
 1282.88, 4615807
 1282.89, 4616585
 1282.90, 4617363
 1282.91, 4618132
 1282.92, 4618911
 1282.93, 4619689
 1282.94, 4620468
 1282.95, 4621246
 1282.96, 4622025
 1282.97, 4622804
 1282.98, 4623582
 1282.99, 4624361
 1283.00, 4625149
 1283.01, 4625928
 1283.02, 4626707
 1283.03, 4627486
 1283.04, 4628256
 1283.05, 4629035
 1283.06, 4629815
 1283.07, 4630594
 1283.08, 4631373
 1283.09, 4632153
 1283.10, 4632932
 1283.11, 4633712
 1283.12, 4634492
 1283.13, 4635271
 1283.14, 4636051
 1283.15, 4636831
 1283.16, 4637601
 1283.17, 4638381
 1283.18, 4639162
 1283.19, 4639942
 1283.20, 4640722
 1283.21, 4641502
 1283.22, 4642282
 1283.23, 4643063
 1283.24, 4643843
 1283.25, 4644624
 1283.26, 4645404
 1283.27, 4646185
 1283.28, 4646965
 1283.29, 4647737
 1283.30, 4648517
 1283.31, 4649298
 1283.32, 4650079
 1283.33, 4650860
 1283.34, 4651641
 1283.35, 4652422
 1283.36, 4653204
 1283.37, 4653985
 1283.38, 4654766
 1283.39, 4655548
 1283.40, 4656329
 1283.41, 4657101
 1283.42, 4657883
 1283.43, 4658664
 1283.44, 4659446
 1283.45, 4660228
 1283.46, 4661009
 1283.47, 4661791
 1283.48, 4662573
 1283.49, 4663355
 1283.50, 4664137
 1283.51, 4664919
 1283.52, 4665702
 1283.53, 4666484
 1283.54, 4667257
 1283.55, 4668039
 1283.56, 4668821
 1283.57, 4669604
 1283.58, 4670386
 1283.59, 4671169
 1283.60, 4671952
 1283.61, 4672735
 1283.62, 4673517
 1283.63, 4674300
 1283.64, 4675083
 1283.65, 4675866
 1283.66, 4676640
 1283.67, 4677423
 1283.68, 4678206
 1283.69, 4678989
 1283.70, 4679773
 1283.71, 4680556
 1283.72, 4681339
 1283.73, 4682123
 1283.74, 4682906
 1283.75, 4683690
 1283.76, 4684474
 1283.77, 4685258
 1283.78, 4686041
 1283.79, 4686816
 1283.80, 4687600
 1283.81, 4688384
 1283.82, 4689168
 1283.83, 4689952
 1283.84, 4690736
 1283.85, 4691520
 1283.86, 4692305
 1283.87, 4693089
 1283.88, 4693874
 1283.89, 4694658
 1283.90, 4695443
 1283.91, 4696218
 1283.92, 4697002
 1283.93, 4697787
 1283.94, 4698572
 1283.95, 4699357
 1283.96, 4700142
 1283.97, 4700927
 1283.98, 4701712
 1283.99, 4702497
 1284.00, 4703290
 1284.01, 4704076
 1284.02, 4704861
 1284.03, 4705646
 1284.04, 4706422
 1284.05, 4707208
 1284.06, 4707993
 1284.07, 4708779
 1284.08, 4709565
 1284.09, 4710350
 1284.10, 4711136
 1284.11, 4711922
 1284.12, 4712708
 1284.13, 4713494
 1284.14, 4714280
 1284.15, 4715066
 1284.16, 4715843
 1284.17, 4716629
 1284.18, 4717416
 1284.19, 4718202
 1284.20, 4718988
 1284.21, 4719775
 1284.22, 4720562
 1284.23, 4721348
 1284.24, 4722135
 1284.25, 4722922
 1284.26, 4723709
 1284.27, 4724495
 1284.28, 4725282
 1284.29, 4726060
 1284.30, 4726847
 1284.31, 4727634
 1284.32, 4728421
 1284.33, 4729209
 1284.34, 4729996
 1284.35, 4730783
 1284.36, 4731571
 1284.37, 4732358
 1284.38, 4733146
 1284.39, 4733934
 1284.40, 4734721
 1284.41, 4735500
 1284.42, 4736287
 1284.43, 4737075
 1284.44, 4737863
 1284.45, 4738651
 1284.46, 4739440
 1284.47, 4740228
 1284.48, 4741016
 1284.49, 4741804
 1284.50, 4742593
 1284.51, 4743381
 1284.52, 4744170
 1284.53, 4744958
