Bureau of Reclamation Hydromet System
Rating Table Expansion
Station GCL - Grand Coulee Dam, WA
Parameter AF - Reservoir Storage - Acre-Feet
Table Description: October 1977 Table 
Units are: AF 
Dependent Variable: Forebay Elevation - Feet - Hourly Average
Interpolation Type: Storage from Linear Res Area 
Rating shift adjustments have NOT been applied to this table. 
Table Edit Date: 8-DEC-2006 15:17
Today's Date: 28-FEB-2013 15:46 


 BEGIN TABLE
 FT   ,AF   
 1234.46, 1349586
 1234.47, 1350158
 1234.48, 1350730
 1234.49, 1351302
 1234.50, 1351874
 1234.51, 1352446
 1234.52, 1353019
 1234.53, 1353591
 1234.54, 1354156
 1234.55, 1354728
 1234.56, 1355301
 1234.57, 1355873
 1234.58, 1356446
 1234.59, 1357018
 1234.60, 1357591
 1234.61, 1358163
 1234.62, 1358736
 1234.63, 1359309
 1234.64, 1359881
 1234.65, 1360454
 1234.66, 1361020
 1234.67, 1361593
 1234.68, 1362166
 1234.69, 1362739
 1234.70, 1363312
 1234.71, 1363885
 1234.72, 1364458
 1234.73, 1365031
 1234.74, 1365605
 1234.75, 1366178
 1234.76, 1366751
 1234.77, 1367325
 1234.78, 1367898
 1234.79, 1368465
 1234.80, 1369038
 1234.81, 1369612
 1234.82, 1370185
 1234.83, 1370759
 1234.84, 1371333
 1234.85, 1371906
 1234.86, 1372480
 1234.87, 1373054
 1234.88, 1373628
 1234.89, 1374202
 1234.90, 1374776
 1234.91, 1375343
 1234.92, 1375917
 1234.93, 1376491
 1234.94, 1377065
 1234.95, 1377640
 1234.96, 1378214
 1234.97, 1378788
 1234.98, 1379363
 1234.99, 1379937
 1235.00, 1380519
 1235.01, 1381094
 1235.02, 1381668
 1235.03, 1382243
 1235.04, 1382810
 1235.05, 1383385
 1235.06, 1383960
 1235.07, 1384535
 1235.08, 1385110
 1235.09, 1385685
 1235.10, 1386259
 1235.11, 1386834
 1235.12, 1387410
 1235.13, 1387985
 1235.14, 1388560
 1235.15, 1389135
 1235.16, 1389703
 1235.17, 1390278
 1235.18, 1390854
 1235.19, 1391429
 1235.20, 1392005
 1235.21, 1392580
 1235.22, 1393156
 1235.23, 1393731
 1235.24, 1394307
 1235.25, 1394883
 1235.26, 1395458
 1235.27, 1396034
 1235.28, 1396610
 1235.29, 1397179
 1235.30, 1397755
 1235.31, 1398331
 1235.32, 1398907
 1235.33, 1399483
 1235.34, 1400059
 1235.35, 1400635
 1235.36, 1401211
 1235.37, 1401787
 1235.38, 1402364
 1235.39, 1402940
 1235.40, 1403516
 1235.41, 1404086
 1235.42, 1404662
 1235.43, 1405239
 1235.44, 1405816
 1235.45, 1406392
 1235.46, 1406969
 1235.47, 1407546
 1235.48, 1408122
 1235.49, 1408699
 1235.50, 1409276
 1235.51, 1409853
 1235.52, 1410430
 1235.53, 1411007
 1235.54, 1411577
 1235.55, 1412154
 1235.56, 1412731
 1235.57, 1413309
 1235.58, 1413886
 1235.59, 1414463
 1235.60, 1415040
 1235.61, 1415618
 1235.62, 1416195
 1235.63, 1416773
 1235.64, 1417350
 1235.65, 1417928
 1235.66, 1418499
 1235.67, 1419076
 1235.68, 1419654
 1235.69, 1420232
 1235.70, 1420810
 1235.71, 1421388
 1235.72, 1421965
 1235.73, 1422543
 1235.74, 1423121
 1235.75, 1423700
 1235.76, 1424278
 1235.77, 1424856
 1235.78, 1425434
 1235.79, 1426005
 1235.80, 1426584
 1235.81, 1427162
 1235.82, 1427740
 1235.83, 1428319
 1235.84, 1428897
 1235.85, 1429476
 1235.86, 1430055
 1235.87, 1430633
 1235.88, 1431212
 1235.89, 1431791
 1235.90, 1432369
 1235.91, 1432941
 1235.92, 1433520
 1235.93, 1434099
 1235.94, 1434678
 1235.95, 1435257
 1235.96, 1435836
 1235.97, 1436415
 1235.98, 1436995
 1235.99, 1437574
 1236.00, 1438160
 1236.01, 1438739
 1236.02, 1439319
 1236.03, 1439898
 1236.04, 1440471
 1236.05, 1441050
 1236.06, 1441630
 1236.07, 1442209
 1236.08, 1442789
 1236.09, 1443369
 1236.10, 1443948
 1236.11, 1444528
 1236.12, 1445108
 1236.13, 1445688
 1236.14, 1446268
 1236.15, 1446848
 1236.16, 1447421
 1236.17, 1448001
 1236.18, 1448581
 1236.19, 1449161
 1236.20, 1449742
 1236.21, 1450322
 1236.22, 1450902
 1236.23, 1451483
 1236.24, 1452063
 1236.25, 1452644
 1236.26, 1453224
 1236.27, 1453805
 1236.28, 1454385
 1236.29, 1454959
 1236.30, 1455540
 1236.31, 1456120
 1236.32, 1456701
 1236.33, 1457282
 1236.34, 1457863
 1236.35, 1458444
 1236.36, 1459025
 1236.37, 1459606
 1236.38, 1460187
 1236.39, 1460768
 1236.40, 1461350
 1236.41, 1461924
 1236.42, 1462505
 1236.43, 1463086
 1236.44, 1463668
 1236.45, 1464249
 1236.46, 1464831
 1236.47, 1465412
 1236.48, 1465994
 1236.49, 1466575
 1236.50, 1467157
 1236.51, 1467739
 1236.52, 1468321
 1236.53, 1468903
 1236.54, 1469477
 1236.55, 1470059
 1236.56, 1470641
 1236.57, 1471223
 1236.58, 1471805
 1236.59, 1472387
 1236.60, 1472970
 1236.61, 1473552
 1236.62, 1474134
 1236.63, 1474716
 1236.64, 1475299
 1236.65, 1475881
 1236.66, 1476457
 1236.67, 1477039
 1236.68, 1477622
 1236.69, 1478204
 1236.70, 1478787
 1236.71, 1479370
 1236.72, 1479952
 1236.73, 1480535
 1236.74, 1481118
 1236.75, 1481701
 1236.76, 1482284
 1236.77, 1482867
 1236.78, 1483450
 1236.79, 1484026
 1236.80, 1484609
 1236.81, 1485192
 1236.82, 1485775
 1236.83, 1486359
 1236.84, 1486942
 1236.85, 1487525
 1236.86, 1488109
 1236.87, 1488692
 1236.88, 1489276
 1236.89, 1489859
 1236.90, 1490443
 1236.91, 1491019
 1236.92, 1491603
 1236.93, 1492187
 1236.94, 1492771
 1236.95, 1493355
 1236.96, 1493938
 1236.97, 1494522
 1236.98, 1495106
 1236.99, 1495690
 1237.00, 1496281
 1237.01, 1496865
 1237.02, 1497449
 1237.03, 1498034
 1237.04, 1498611
 1237.05, 1499195
 1237.06, 1499780
 1237.07, 1500364
 1237.08, 1500948
 1237.09, 1501533
 1237.10, 1502118
 1237.11, 1502702
 1237.12, 1503287
 1237.13, 1503872
 1237.14, 1504456
 1237.15, 1505041
 1237.16, 1505619
 1237.17, 1506204
 1237.18, 1506789
 1237.19, 1507374
 1237.20, 1507959
 1237.21, 1508544
 1237.22, 1509129
 1237.23, 1509714
 1237.24, 1510300
 1237.25, 1510885
 1237.26, 1511470
 1237.27, 1512056
 1237.28, 1512641
 1237.29, 1513219
 1237.30, 1513805
 1237.31, 1514391
 1237.32, 1514976
 1237.33, 1515562
 1237.34, 1516148
 1237.35, 1516733
 1237.36, 1517319
 1237.37, 1517905
 1237.38, 1518491
 1237.39, 1519077
 1237.40, 1519663
 1237.41, 1520242
 1237.42, 1520828
 1237.43, 1521414
 1237.44, 1522001
 1237.45, 1522587
 1237.46, 1523173
 1237.47, 1523760
 1237.48, 1524346
 1237.49, 1524932
 1237.50, 1525519
 1237.51, 1526105
 1237.52, 1526692
 1237.53, 1527279
 1237.54, 1527858
 1237.55, 1528445
 1237.56, 1529032
 1237.57, 1529619
 1237.58, 1530206
 1237.59, 1530793
 1237.60, 1531380
 1237.61, 1531967
 1237.62, 1532554
 1237.63, 1533141
 1237.64, 1533728
 1237.65, 1534315
 1237.66, 1534895
 1237.67, 1535483
 1237.68, 1536070
 1237.69, 1536658
 1237.70, 1537245
 1237.71, 1537833
 1237.72, 1538420
 1237.73, 1539008
 1237.74, 1539595
 1237.75, 1540183
 1237.76, 1540771
 1237.77, 1541359
 1237.78, 1541947
 1237.79, 1542527
 1237.80, 1543115
 1237.81, 1543703
 1237.82, 1544291
 1237.83, 1544879
 1237.84, 1545468
 1237.85, 1546056
 1237.86, 1546644
 1237.87, 1547232
 1237.88, 1547821
 1237.89, 1548409
 1237.90, 1548998
 1237.91, 1549579
 1237.92, 1550167
 1237.93, 1550756
 1237.94, 1551345
 1237.95, 1551933
 1237.96, 1552522
 1237.97, 1553111
 1237.98, 1553700
 1237.99, 1554289
 1238.00, 1554885
 1238.01, 1555474
 1238.02, 1556063
 1238.03, 1556652
 1238.04, 1557234
 1238.05, 1557823
 1238.06, 1558412
 1238.07, 1559002
 1238.08, 1559591
 1238.09, 1560180
 1238.10, 1560770
 1238.11, 1561359
 1238.12, 1561949
 1238.13, 1562538
 1238.14, 1563128
 1238.15, 1563718
 1238.16, 1564300
 1238.17, 1564890
 1238.18, 1565480
 1238.19, 1566070
 1238.20, 1566660
 1238.21, 1567249
 1238.22, 1567839
 1238.23, 1568430
 1238.24, 1569020
 1238.25, 1569610
 1238.26, 1570200
 1238.27, 1570790
 1238.28, 1571380
 1238.29, 1571964
 1238.30, 1572554
 1238.31, 1573144
 1238.32, 1573735
 1238.33, 1574325
 1238.34, 1574916
 1238.35, 1575507
 1238.36, 1576097
 1238.37, 1576688
 1238.38, 1577279
 1238.39, 1577870
 1238.40, 1578461
 1238.41, 1579044
 1238.42, 1579635
 1238.43, 1580226
 1238.44, 1580817
 1238.45, 1581408
 1238.46, 1582000
 1238.47, 1582591
 1238.48, 1583182
 1238.49, 1583773
 1238.50, 1584365
 1238.51, 1584956
 1238.52, 1585548
 1238.53, 1586139
 1238.54, 1586724
 1238.55, 1587315
 1238.56, 1587907
 1238.57, 1588498
 1238.58, 1589090
 1238.59, 1589682
 1238.60, 1590274
 1238.61, 1590866
 1238.62, 1591458
 1238.63, 1592050
 1238.64, 1592642
 1238.65, 1593234
 1238.66, 1593819
 1238.67, 1594411
 1238.68, 1595003
 1238.69, 1595596
 1238.70, 1596188
 1238.71, 1596780
 1238.72, 1597373
 1238.73, 1597965
 1238.74, 1598558
 1238.75, 1599150
 1238.76, 1599743
 1238.77, 1600336
 1238.78, 1600928
 1238.79, 1601514
 1238.80, 1602107
 1238.81, 1602700
 1238.82, 1603292
 1238.83, 1603885
 1238.84, 1604478
 1238.85, 1605071
 1238.86, 1605665
 1238.87, 1606258
 1238.88, 1606851
 1238.89, 1607444
 1238.90, 1608038
 1238.91, 1608624
 1238.92, 1609217
 1238.93, 1609811
 1238.94, 1610404
 1238.95, 1610998
 1238.96, 1611591
 1238.97, 1612185
 1238.98, 1612779
 1238.99, 1613372
 1239.00, 1613973
 1239.01, 1614567
 1239.02, 1615161
 1239.03, 1615755
 1239.04, 1616341
 1239.05, 1616936
 1239.06, 1617530
 1239.07, 1618124
 1239.08, 1618718
 1239.09, 1619312
 1239.10, 1619906
 1239.11, 1620501
 1239.12, 1621095
 1239.13, 1621690
 1239.14, 1622284
 1239.15, 1622879
 1239.16, 1623466
 1239.17, 1624061
 1239.18, 1624655
 1239.19, 1625250
 1239.20, 1625845
 1239.21, 1626440
 1239.22, 1627034
 1239.23, 1627629
 1239.24, 1628224
 1239.25, 1628819
 1239.26, 1629414
 1239.27, 1630009
 1239.28, 1630605
 1239.29, 1631193
 1239.30, 1631788
 1239.31, 1632383
 1239.32, 1632978
 1239.33, 1633574
 1239.34, 1634169
 1239.35, 1634765
 1239.36, 1635360
 1239.37, 1635956
 1239.38, 1636552
 1239.39, 1637147
 1239.40, 1637743
 1239.41, 1638332
 1239.42, 1638927
 1239.43, 1639523
 1239.44, 1640119
 1239.45, 1640715
 1239.46, 1641311
 1239.47, 1641907
 1239.48, 1642504
 1239.49, 1643100
 1239.50, 1643696
 1239.51, 1644292
 1239.52, 1644889
 1239.53, 1645485
 1239.54, 1646074
 1239.55, 1646671
 1239.56, 1647267
 1239.57, 1647864
 1239.58, 1648460
 1239.59, 1649057
 1239.60, 1649654
 1239.61, 1650250
 1239.62, 1650847
 1239.63, 1651444
 1239.64, 1652041
 1239.65, 1652638
 1239.66, 1653228
 1239.67, 1653825
 1239.68, 1654422
 1239.69, 1655019
 1239.70, 1655616
 1239.71, 1656214
 1239.72, 1656811
 1239.73, 1657408
 1239.74, 1658006
 1239.75, 1658603
 1239.76, 1659201
 1239.77, 1659798
 1239.78, 1660396
 1239.79, 1660986
 1239.80, 1661584
 1239.81, 1662181
 1239.82, 1662779
 1239.83, 1663377
 1239.84, 1663975
 1239.85, 1664573
 1239.86, 1665171
 1239.87, 1665769
 1239.88, 1666367
 1239.89, 1666965
 1239.90, 1667563
 1239.91, 1668154
 1239.92, 1668753
 1239.93, 1669351
 1239.94, 1669949
 1239.95, 1670548
 1239.96, 1671146
 1239.97, 1671745
 1239.98, 1672343
 1239.99, 1672942
 1240.00, 1673547
 1240.01, 1674146
 1240.02, 1674745
 1240.03, 1675343
 1240.04, 1675935
 1240.05, 1676534
 1240.06, 1677133
 1240.07, 1677732
 1240.08, 1678331
 1240.09, 1678930
 1240.10, 1679529
 1240.11, 1680128
 1240.12, 1680727
 1240.13, 1681326
 1240.14, 1681925
 1240.15, 1682525
 1240.16, 1683117
 1240.17, 1683716
 1240.18, 1684316
 1240.19, 1684915
 1240.20, 1685514
 1240.21, 1686114
 1240.22, 1686714
 1240.23, 1687313
 1240.24, 1687913
 1240.25, 1688513
 1240.26, 1689112
 1240.27, 1689712
 1240.28, 1690312
 1240.29, 1690904
 1240.30, 1691504
 1240.31, 1692104
 1240.32, 1692704
 1240.33, 1693304
 1240.34, 1693904
 1240.35, 1694504
 1240.36, 1695105
 1240.37, 1695705
 1240.38, 1696305
 1240.39, 1696905
 1240.40, 1697506
 1240.41, 1698099
 1240.42, 1698699
 1240.43, 1699299
 1240.44, 1699900
 1240.45, 1700500
 1240.46, 1701101
 1240.47, 1701702
 1240.48, 1702302
 1240.49, 1702903
 1240.50, 1703504
 1240.51, 1704104
 1240.52, 1704705
 1240.53, 1705306
 1240.54, 1705900
 1240.55, 1706500
 1240.56, 1707101
 1240.57, 1707702
 1240.58, 1708303
 1240.59, 1708905
 1240.60, 1709506
 1240.61, 1710107
 1240.62, 1710708
 1240.63, 1711309
 1240.64, 1711911
 1240.65, 1712512
 1240.66, 1713106
 1240.67, 1713707
 1240.68, 1714309
 1240.69, 1714910
 1240.70, 1715512
 1240.71, 1716113
 1240.72, 1716715
 1240.73, 1717317
 1240.74, 1717918
 1240.75, 1718520
 1240.76, 1719122
 1240.77, 1719724
 1240.78, 1720326
 1240.79, 1720920
 1240.80, 1721522
 1240.81, 1722124
 1240.82, 1722726
 1240.83, 1723328
 1240.84, 1723930
 1240.85, 1724532
 1240.86, 1725135
 1240.87, 1725737
 1240.88, 1726339
 1240.89, 1726941
 1240.90, 1727544
 1240.91, 1728139
 1240.92, 1728741
 1240.93, 1729344
 1240.94, 1729946
 1240.95, 1730549
 1240.96, 1731151
 1240.97, 1731754
 1240.98, 1732357
 1240.99, 1732959
 1241.00, 1733573
 1241.01, 1734176
 1241.02, 1734779
 1241.03, 1735382
 1241.04, 1735977
 1241.05, 1736580
 1241.06, 1737183
 1241.07, 1737786
 1241.08, 1738389
 1241.09, 1738992
 1241.10, 1739596
 1241.11, 1740199
 1241.12, 1740802
 1241.13, 1741405
 1241.14, 1742009
 1241.15, 1742612
 1241.16, 1743208
 1241.17, 1743812
 1241.18, 1744415
 1241.19, 1745019
 1241.20, 1745622
 1241.21, 1746226
 1241.22, 1746829
 1241.23, 1747433
 1241.24, 1748037
 1241.25, 1748641
 1241.26, 1749244
 1241.27, 1749848
 1241.28, 1750452
 1241.29, 1751049
 1241.30, 1751653
 1241.31, 1752257
 1241.32, 1752861
 1241.33, 1753465
 1241.34, 1754069
 1241.35, 1754673
 1241.36, 1755278
 1241.37, 1755882
 1241.38, 1756486
 1241.39, 1757091
 1241.40, 1757695
 1241.41, 1758292
 1241.42, 1758896
 1241.43, 1759501
 1241.44, 1760106
 1241.45, 1760710
 1241.46, 1761315
 1241.47, 1761920
 1241.48, 1762524
 1241.49, 1763129
 1241.50, 1763734
 1241.51, 1764339
 1241.52, 1764944
 1241.53, 1765548
 1241.54, 1766146
 1241.55, 1766751
 1241.56, 1767356
 1241.57, 1767961
 1241.58, 1768566
 1241.59, 1769172
 1241.60, 1769777
 1241.61, 1770382
 1241.62, 1770987
 1241.63, 1771593
 1241.64, 1772198
 1241.65, 1772804
 1241.66, 1773402
 1241.67, 1774007
 1241.68, 1774613
 1241.69, 1775218
 1241.70, 1775824
 1241.71, 1776430
 1241.72, 1777035
 1241.73, 1777641
 1241.74, 1778247
 1241.75, 1778853
 1241.76, 1779459
 1241.77, 1780064
 1241.78, 1780670
 1241.79, 1781269
 1241.80, 1781875
 1241.81, 1782481
 1241.82, 1783087
 1241.83, 1783693
 1241.84, 1784300
 1241.85, 1784906
 1241.86, 1785512
 1241.87, 1786118
 1241.88, 1786725
 1241.89, 1787331
 1241.90, 1787938
 1241.91, 1788537
 1241.92, 1789143
 1241.93, 1789750
 1241.94, 1790357
 1241.95, 1790963
 1241.96, 1791570
 1241.97, 1792177
 1241.98, 1792783
 1241.99, 1793390
 1242.00, 1794009
 1242.01, 1794616
 1242.02, 1795223
 1242.03, 1795830
 1242.04, 1796430
 1242.05, 1797037
 1242.06, 1797644
 1242.07, 1798251
 1242.08, 1798858
 1242.09, 1799465
 1242.10, 1800073
 1242.11, 1800680
 1242.12, 1801287
 1242.13, 1801895
 1242.14, 1802502
 1242.15, 1803110
 1242.16, 1803710
 1242.17, 1804317
 1242.18, 1804925
 1242.19, 1805532
 1242.20, 1806140
 1242.21, 1806748
 1242.22, 1807356
 1242.23, 1807963
 1242.24, 1808571
 1242.25, 1809179
 1242.26, 1809787
 1242.27, 1810395
 1242.28, 1811003
 1242.29, 1811604
 1242.30, 1812212
 1242.31, 1812820
 1242.32, 1813428
 1242.33, 1814036
 1242.34, 1814645
 1242.35, 1815253
 1242.36, 1815861
 1242.37, 1816470
 1242.38, 1817078
 1242.39, 1817687
 1242.40, 1818295
 1242.41, 1818896
 1242.42, 1819505
 1242.43, 1820113
 1242.44, 1820722
 1242.45, 1821331
 1242.46, 1821940
 1242.47, 1822548
 1242.48, 1823157
 1242.49, 1823766
 1242.50, 1824375
 1242.51, 1824984
 1242.52, 1825593
 1242.53, 1826202
 1242.54, 1826804
 1242.55, 1827413
 1242.56, 1828022
 1242.57, 1828631
 1242.58, 1829241
 1242.59, 1829850
 1242.60, 1830459
 1242.61, 1831069
 1242.62, 1831678
 1242.63, 1832287
 1242.64, 1832897
 1242.65, 1833506
 1242.66, 1834109
 1242.67, 1834718
 1242.68, 1835328
 1242.69, 1835938
 1242.70, 1836547
 1242.71, 1837157
 1242.72, 1837767
 1242.73, 1838377
 1242.74, 1838987
 1242.75, 1839597
 1242.76, 1840207
 1242.77, 1840817
 1242.78, 1841427
 1242.79, 1842029
 1242.80, 1842640
 1242.81, 1843250
 1242.82, 1843860
 1242.83, 1844470
 1242.84, 1845081
 1242.85, 1845691
 1242.86, 1846301
 1242.87, 1846912
 1242.88, 1847522
 1242.89, 1848133
 1242.90, 1848744
 1242.91, 1849347
 1242.92, 1849957
 1242.93, 1850568
 1242.94, 1851179
 1242.95, 1851790
 1242.96, 1852400
 1242.97, 1853011
 1242.98, 1853622
 1242.99, 1854233
 1243.00, 1854855
 1243.01, 1855466
 1243.02, 1856077
 1243.03, 1856688
 1243.04, 1857292
 1243.05, 1857903
 1243.06, 1858514
 1243.07, 1859126
 1243.08, 1859737
 1243.09, 1860348
 1243.10, 1860960
 1243.11, 1861571
 1243.12, 1862183
 1243.13, 1862794
 1243.14, 1863406
 1243.15, 1864017
 1243.16, 1864622
 1243.17, 1865233
 1243.18, 1865845
 1243.19, 1866457
 1243.20, 1867069
 1243.21, 1867680
 1243.22, 1868292
 1243.23, 1868904
 1243.24, 1869516
 1243.25, 1870128
 1243.26, 1870740
 1243.27, 1871352
 1243.28, 1871964
 1243.29, 1872569
 1243.30, 1873181
 1243.31, 1873794
 1243.32, 1874406
 1243.33, 1875018
 1243.34, 1875631
 1243.35, 1876243
 1243.36, 1876856
 1243.37, 1877468
 1243.38, 1878081
 1243.39, 1878693
 1243.40, 1879306
 1243.41, 1879911
 1243.42, 1880524
 1243.43, 1881137
 1243.44, 1881749
 1243.45, 1882362
 1243.46, 1882975
 1243.47, 1883588
 1243.48, 1884201
 1243.49, 1884814
 1243.50, 1885427
 1243.51, 1886040
 1243.52, 1886653
 1243.53, 1887266
 1243.54, 1887872
 1243.55, 1888485
 1243.56, 1889099
 1243.57, 1889712
 1243.58, 1890325
 1243.59, 1890939
 1243.60, 1891552
 1243.61, 1892166
 1243.62, 1892779
 1243.63, 1893393
 1243.64, 1894007
 1243.65, 1894620
 1243.66, 1895226
 1243.67, 1895840
 1243.68, 1896454
 1243.69, 1897068
 1243.70, 1897682
 1243.71, 1898296
 1243.72, 1898910
 1243.73, 1899524
 1243.74, 1900138
 1243.75, 1900752
 1243.76, 1901366
 1243.77, 1901980
 1243.78, 1902594
 1243.79, 1903201
 1243.80, 1903815
 1243.81, 1904430
 1243.82, 1905044
 1243.83, 1905658
 1243.84, 1906273
 1243.85, 1906887
 1243.86, 1907502
 1243.87, 1908116
 1243.88, 1908731
 1243.89, 1909346
 1243.90, 1909960
 1243.91, 1910568
 1243.92, 1911182
 1243.93, 1911797
 1243.94, 1912412
 1243.95, 1913027
 1243.96, 1913642
 1243.97, 1914257
 1243.98, 1914872
 1243.99, 1915487
 1244.00, 1916114
 1244.01, 1916729
 1244.02, 1917344
 1244.03, 1917960
 1244.04, 1918567
 1244.05, 1919183
 1244.06, 1919798
 1244.07, 1920413
 1244.08, 1921029
 1244.09, 1921644
 1244.10, 1922260
 1244.11, 1922876
 1244.12, 1923491
 1244.13, 1924107
 1244.14, 1924722
 1244.15, 1925338
 1244.16, 1925946
 1244.17, 1926562
 1244.18, 1927178
 1244.19, 1927794
 1244.20, 1928410
 1244.21, 1929026
 1244.22, 1929642
 1244.23, 1930258
 1244.24, 1930874
 1244.25, 1931490
 1244.26, 1932106
 1244.27, 1932723
 1244.28, 1933339
 1244.29, 1933948
 1244.30, 1934564
 1244.31, 1935181
 1244.32, 1935797
 1244.33, 1936413
 1244.34, 1937030
 1244.35, 1937647
 1244.36, 1938263
 1244.37, 1938880
 1244.38, 1939496
 1244.39, 1940113
 1244.40, 1940730
 1244.41, 1941339
 1244.42, 1941956
 1244.43, 1942573
 1244.44, 1943190
 1244.45, 1943807
 1244.46, 1944424
 1244.47, 1945041
 1244.48, 1945658
 1244.49, 1946275
 1244.50, 1946892
 1244.51, 1947510
 1244.52, 1948127
 1244.53, 1948744
 1244.54, 1949354
 1244.55, 1949971
 1244.56, 1950589
 1244.57, 1951206
 1244.58, 1951824
 1244.59, 1952441
 1244.60, 1953059
 1244.61, 1953677
 1244.62, 1954294
 1244.63, 1954912
 1244.64, 1955530
 1244.65, 1956148
 1244.66, 1956758
 1244.67, 1957376
 1244.68, 1957994
 1244.69, 1958612
 1244.70, 1959230
 1244.71, 1959848
 1244.72, 1960466
 1244.73, 1961084
 1244.74, 1961702
 1244.75, 1962321
 1244.76, 1962939
 1244.77, 1963557
 1244.78, 1964175
 1244.79, 1964786
 1244.80, 1965405
 1244.81, 1966023
 1244.82, 1966642
 1244.83, 1967260
 1244.84, 1967879
 1244.85, 1968498
 1244.86, 1969116
 1244.87, 1969735
 1244.88, 1970354
 1244.89, 1970972
 1244.90, 1971591
 1244.91, 1972203
 1244.92, 1972822
 1244.93, 1973441
 1244.94, 1974060
 1244.95, 1974679
 1244.96, 1975298
 1244.97, 1975917
 1244.98, 1976536
 1244.99, 1977155
 1245.00, 1977786
 1245.01, 1978405
 1245.02, 1979025
 1245.03, 1979644
 1245.04, 1980256
 1245.05, 1980875
 1245.06, 1981495
 1245.07, 1982115
 1245.08, 1982734
 1245.09, 1983354
 1245.10, 1983973
 1245.11, 1984593
 1245.12, 1985213
 1245.13, 1985833
 1245.14, 1986453
 1245.15, 1987072
 1245.16, 1987685
 1245.17, 1988305
 1245.18, 1988925
 1245.19, 1989545
 1245.20, 1990165
 1245.21, 1990785
 1245.22, 1991405
 1245.23, 1992025
 1245.24, 1992646
 1245.25, 1993266
 1245.26, 1993886
 1245.27, 1994507
 1245.28, 1995127
 1245.29, 1995740
 1245.30, 1996361
 1245.31, 1996981
 1245.32, 1997602
 1245.33, 1998222
 1245.34, 1998843
 1245.35, 1999464
 1245.36, 2000085
 1245.37, 2000705
 1245.38, 2001326
 1245.39, 2001947
 1245.40, 2002568
 1245.41, 2003181
 1245.42, 2003802
 1245.43, 2004423
 1245.44, 2005045
 1245.45, 2005666
 1245.46, 2006287
 1245.47, 2006908
 1245.48, 2007529
 1245.49, 2008151
 1245.50, 2008772
 1245.51, 2009393
 1245.52, 2010015
 1245.53, 2010636
 1245.54, 2011250
 1245.55, 2011872
 1245.56, 2012493
 1245.57, 2013115
 1245.58, 2013737
 1245.59, 2014358
 1245.60, 2014980
 1245.61, 2015602
 1245.62, 2016224
 1245.63, 2016846
 1245.64, 2017467
 1245.65, 2018089
 1245.66, 2018704
 1245.67, 2019326
 1245.68, 2019948
 1245.69, 2020570
 1245.70, 2021192
 1245.71, 2021815
 1245.72, 2022437
 1245.73, 2023059
 1245.74, 2023681
 1245.75, 2024304
 1245.76, 2024926
 1245.77, 2025549
 1245.78, 2026171
 1245.79, 2026786
 1245.80, 2027409
 1245.81, 2028031
 1245.82, 2028654
 1245.83, 2029277
 1245.84, 2029899
 1245.85, 2030522
 1245.86, 2031145
 1245.87, 2031768
 1245.88, 2032391
 1245.89, 2033014
 1245.90, 2033637
 1245.91, 2034252
 1245.92, 2034875
 1245.93, 2035499
 1245.94, 2036122
 1245.95, 2036745
 1245.96, 2037368
 1245.97, 2037991
 1245.98, 2038615
 1245.99, 2039238
 1246.00, 2039872
 1246.01, 2040496
 1246.02, 2041119
 1246.03, 2041743
 1246.04, 2042359
 1246.05, 2042982
 1246.06, 2043606
 1246.07, 2044230
 1246.08, 2044853
 1246.09, 2045477
 1246.10, 2046101
 1246.11, 2046725
 1246.12, 2047349
 1246.13, 2047973
 1246.14, 2048597
 1246.15, 2049221
 1246.16, 2049837
 1246.17, 2050461
 1246.18, 2051085
 1246.19, 2051710
 1246.20, 2052334
 1246.21, 2052958
 1246.22, 2053583
 1246.23, 2054207
 1246.24, 2054831
 1246.25, 2055456
 1246.26, 2056080
 1246.27, 2056705
 1246.28, 2057329
 1246.29, 2057946
 1246.30, 2058571
 1246.31, 2059196
 1246.32, 2059821
 1246.33, 2060445
 1246.34, 2061070
 1246.35, 2061695
 1246.36, 2062320
 1246.37, 2062945
 1246.38, 2063570
 1246.39, 2064195
 1246.40, 2064820
 1246.41, 2065438
 1246.42, 2066063
 1246.43, 2066688
 1246.44, 2067313
 1246.45, 2067939
 1246.46, 2068564
 1246.47, 2069189
 1246.48, 2069815
 1246.49, 2070440
 1246.50, 2071066
 1246.51, 2071691
 1246.52, 2072317
 1246.53, 2072942
 1246.54, 2073560
 1246.55, 2074186
 1246.56, 2074812
 1246.57, 2075438
 1246.58, 2076064
 1246.59, 2076689
 1246.60, 2077315
 1246.61, 2077941
 1246.62, 2078567
 1246.63, 2079193
 1246.64, 2079820
 1246.65, 2080446
 1246.66, 2081064
 1246.67, 2081690
 1246.68, 2082317
 1246.69, 2082943
 1246.70, 2083569
 1246.71, 2084196
 1246.72, 2084822
 1246.73, 2085449
 1246.74, 2086075
 1246.75, 2086702
 1246.76, 2087328
 1246.77, 2087955
 1246.78, 2088581
 1246.79, 2089201
 1246.80, 2089827
 1246.81, 2090454
 1246.82, 2091081
 1246.83, 2091708
 1246.84, 2092335
 1246.85, 2092962
 1246.86, 2093589
 1246.87, 2094216
 1246.88, 2094843
 1246.89, 2095470
 1246.90, 2096097
 1246.91, 2096717
 1246.92, 2097344
 1246.93, 2097971
 1246.94, 2098599
 1246.95, 2099226
 1246.96, 2099854
 1246.97, 2100481
