id,seriesid,name,value
2384,892,t2,5/8/2017
2385,892,count,2685
2386,893,t1,1/1/2010
2387,893,t2,5/8/2017
2388,893,count,2685
2389,894,t1,1/1/2010
2390,894,t2,5/8/2017
2391,894,count,2685
2392,895,t1,1/1/2010
2393,895,t2,5/8/2017
2394,895,count,2685
2395,896,t1,1/1/2010
2396,896,t2,5/8/2017
2397,896,count,2685
2398,897,t1,1/1/2010
2399,897,t2,5/8/2017
2400,897,count,2685
2404,899,t1,1/1/2010
2405,899,t2,5/8/2017
2406,899,count,2685
2407,900,t1,1/1/2010
2408,900,t2,5/8/2017
2409,900,count,2685
2410,901,t1,1/1/2010
2411,901,t2,5/8/2017
2412,901,count,2685
2413,902,t1,1/1/2010
2414,902,t2,5/8/2017
2415,902,count,2685
2419,904,t1,1/1/2010
2420,904,t2,5/8/2017
2421,904,count,2685
2422,905,t1,1/1/2010
2423,905,t2,5/8/2017
2424,905,count,2685
2425,906,t1,1/1/2010
2426,906,t2,5/8/2017
2427,906,count,2685
2428,907,t1,1/1/2010
2429,907,t2,5/8/2017
2430,907,count,2685
2431,908,t1,1/1/2010
2432,908,t2,5/8/2017
2433,908,count,2685
2434,909,t1,1/1/2010
2435,909,t2,5/8/2017
2436,909,count,2685
2437,910,t1,1/1/2010
2438,910,t2,5/8/2017
2439,910,count,2685
2443,912,t1,1/1/2010
2444,912,t2,5/8/2017
2445,912,count,2685
2446,913,t1,1/1/2010
2447,913,t2,5/8/2017
2448,913,count,2685
2449,914,t1,1/1/2010
2450,914,t2,5/8/2017
2451,914,count,2685
2452,915,t1,1/1/2010
2453,915,t2,5/8/2017
2454,915,count,2685
2455,916,t1,1/1/2010
2456,916,t2,5/8/2017
2457,916,count,2685
2458,917,t1,1/1/2010
2459,917,t2,5/8/2017
2460,917,count,2685
2461,918,t1,1/1/2010
2462,918,t2,5/8/2017
2463,918,count,2685
2464,919,t1,1/1/2010
2465,919,t2,5/8/2017
2466,919,count,2685
2467,920,t1,1/1/2010
2468,920,t2,5/8/2017
2469,920,count,2685
2473,922,t1,1/1/2010
2474,922,t2,5/8/2017
2475,922,count,2685
2476,923,t1,1/1/2010
2477,923,t2,5/8/2017
2478,923,count,2685
2479,924,t1,1/1/2010
2480,924,t2,5/8/2017
2481,924,count,2685
2482,925,t1,1/1/2010
2483,925,t2,5/8/2017
2484,925,count,2685
2488,927,t1,1/1/2010
2489,927,t2,5/8/2017
2490,927,count,2685
2491,928,t1,1/1/2010
2492,928,t2,5/8/2017
2493,928,count,2685
2494,929,t1,1/1/2010
2495,929,t2,5/8/2017
2496,929,count,2685
2497,930,t1,1/1/2010
2498,930,t2,5/8/2017
2499,930,count,2685
2500,931,t1,1/1/2010
2501,931,t2,5/8/2017
2502,931,count,2685
2503,932,t1,1/1/2010
2504,932,t2,5/8/2017
2505,932,count,2685
2506,933,t1,1/1/2010
2507,933,t2,5/8/2017
2508,933,count,2685
2509,934,t1,1/1/2010
2510,934,t2,5/8/2017
2511,934,count,2685
2515,936,t1,1/1/2010
2516,936,t2,5/8/2017
2517,936,count,2685
2518,937,t1,1/1/2010
2519,937,t2,5/8/2017
2520,937,count,2685
2521,938,t1,1/1/2010
2522,938,t2,5/8/2017
2523,938,count,2685
2524,939,t1,1/1/2010
2525,939,t2,5/8/2017
2526,939,count,2685
2527,940,t1,1/1/2010
2528,940,t2,5/8/2017
2529,940,count,2685
2530,941,t1,1/1/2010
2531,941,t2,5/8/2017
2532,941,count,2685
2533,942,t1,1/1/2010
2534,942,t2,5/8/2017
2535,942,count,2685
2536,943,t1,1/1/2010
2537,943,t2,5/8/2017
2538,943,count,2685
2539,944,t1,1/1/2010
2540,944,t2,5/8/2017
2541,944,count,2685
2542,945,t1,1/1/2010
2543,945,t2,5/8/2017
2544,945,count,2685
2545,946,t1,1/1/2010
2546,946,t2,5/8/2017
2547,946,count,2685
2548,947,t1,1/1/2010
2549,947,t2,5/8/2017
2550,947,count,2685
2551,948,t1,1/1/2010
2552,948,t2,5/8/2017
2553,948,count,2685
2554,949,t1,1/1/2010
2555,949,t2,5/8/2017
2556,949,count,2685
2557,950,t1,1/1/2010
2558,950,t2,5/8/2017
2559,950,count,2685
2563,952,t1,1/1/2010
2564,952,t2,5/8/2017
2565,952,count,2685
2566,953,t1,1/1/2010
2567,953,t2,5/8/2017
2568,953,count,2685
2569,954,t1,1/1/2010
2570,954,t2,5/8/2017
2571,954,count,2685
2572,955,t1,1/1/2010
2573,955,t2,5/8/2017
2574,955,count,2685
2575,956,t1,1/1/2010
2576,956,t2,5/8/2017
2577,956,count,2685
2578,957,t1,1/1/2010
2579,957,t2,5/8/2017
2580,957,count,2685
2581,958,t1,1/1/2010
2582,958,t2,5/8/2017
2583,958,count,2685
2584,959,t1,1/1/2010
2585,959,t2,5/8/2017
2586,959,count,2685
2587,960,t1,1/1/2010
2588,960,t2,5/8/2017
2589,960,count,2685
2590,961,t1,1/1/2010
2591,961,t2,5/8/2017
2592,961,count,2685
2593,962,t1,1/1/2010
2594,962,t2,5/8/2017
2595,962,count,2685
2596,963,t1,1/1/2010
2597,963,t2,5/8/2017
2598,963,count,2685
2599,964,t1,1/1/2010
2600,964,t2,5/8/2017
2601,964,count,2685
2602,965,t1,1/1/2010
2603,965,t2,5/8/2017
2604,965,count,2685
2605,966,t1,1/1/2010
2606,966,t2,5/8/2017
2607,966,count,2685
2608,967,t1,1/1/2010
2609,967,t2,5/8/2017
2610,967,count,2685
2611,968,t1,1/1/2010
2612,968,t2,5/8/2017
2613,968,count,2685
2614,969,t1,1/1/2010
2615,969,t2,5/8/2017
2616,969,count,2685
2617,970,t1,1/1/2010
2618,970,t2,5/8/2017
2619,970,count,2685
2620,971,t1,1/1/2010
2621,971,t2,5/8/2017
2622,971,count,2685
2623,972,t1,1/1/2010
2624,972,t2,5/8/2017
2625,972,count,2685
2626,973,t1,1/1/2010
2627,973,t2,5/8/2017
2628,973,count,2685
2629,974,t1,1/1/2010
2630,974,t2,5/8/2017
2631,974,count,2685
2632,975,t1,1/1/2010
2633,975,t2,5/8/2017
2634,975,count,2685
2635,976,t1,1/1/2010
2636,976,t2,5/8/2017
2637,976,count,2685
2641,978,t1,1/1/2010
2642,978,t2,5/8/2017
2643,978,count,2685
2644,979,t1,1/1/2010
2645,979,t2,5/8/2017
2646,979,count,2685
2650,981,t1,1/1/2010
2651,981,t2,5/8/2017
2652,981,count,2685
2653,982,t1,1/1/2010
2654,982,t2,5/8/2017
2655,982,count,2685
2656,983,t1,1/1/2010
2657,983,t2,5/8/2017
2658,983,count,2685
2659,984,t1,1/1/2010
2660,984,t2,5/8/2017
2661,984,count,2685
2662,985,t1,1/1/2010
2663,985,t2,5/8/2017
2664,985,count,2685
2665,986,t1,1/1/2010
2666,986,t2,5/8/2017
2667,986,count,2685
2668,987,t1,1/1/2010
2669,987,t2,5/8/2017
2670,987,count,2685
2671,988,t1,1/1/2010
2672,988,t2,5/8/2017
2673,988,count,2685
2674,989,t1,1/1/2010
2675,989,t2,5/8/2017
2676,989,count,2685
2677,990,t1,1/1/2010
2678,990,t2,5/8/2017
2679,990,count,2685
2680,991,t1,1/1/2010
2681,991,t2,5/8/2017
2682,991,count,2685
2683,992,t1,1/1/2010
2684,992,t2,5/8/2017
2685,992,count,2685
2686,993,t1,1/1/2010
2687,993,t2,5/8/2017
2688,993,count,2685
2689,994,t1,1/1/2010
2690,994,t2,5/8/2017
2691,994,count,2685
2692,995,t1,1/1/2010
2693,995,t2,5/8/2017
2694,995,count,2685
2695,996,t1,1/1/2010
2696,996,t2,5/8/2017
2697,996,count,2685
2698,997,t1,1/1/2010
2699,997,t2,5/8/2017
2700,997,count,2685
2701,998,t1,1/1/2010
2702,998,t2,5/8/2017
2703,998,count,2685
2704,999,t1,1/1/2010
2705,999,t2,5/8/2017
2706,999,count,2685
2707,1000,t1,1/1/2010
2708,1000,t2,5/8/2017
2709,1000,count,2685
2710,1001,t1,1/1/2010
2711,1001,t2,5/8/2017
2712,1001,count,2685
2713,1002,t1,1/1/2010
2714,1002,t2,5/8/2017
2715,1002,count,2685
2716,1003,t1,1/1/2010
2717,1003,t2,5/8/2017
2718,1003,count,2685
2719,1004,t1,1/1/2010
2720,1004,t2,5/8/2017
2721,1004,count,2685
2722,1005,t1,1/1/2010
2723,1005,t2,5/8/2017
2724,1005,count,2685
2725,1006,t1,1/1/2010
2726,1006,t2,5/8/2017
2727,1006,count,2685
2728,1007,t1,1/1/2010
2729,1007,t2,5/8/2017
2730,1007,count,2685
2731,1008,t1,1/1/2010
2732,1008,t2,5/8/2017
2733,1008,count,2685
2734,1009,t1,1/1/2010
2735,1009,t2,5/8/2017
2736,1009,count,2685
2743,1012,t1,1/1/2010
2744,1012,t2,5/8/2017
2745,1012,count,2685
2746,1013,t1,1/1/2010
2747,1013,t2,5/8/2017
2748,1013,count,2685
2749,1014,t1,1/1/2010
2750,1014,t2,5/8/2017
2751,1014,count,2685
2752,1015,t1,1/1/2010
2753,1015,t2,5/8/2017
2754,1015,count,2685
2755,1016,t1,1/1/2010
2756,1016,t2,5/8/2017
2757,1016,count,2685
2758,1017,t1,1/1/2010
2759,1017,t2,5/8/2017
2760,1017,count,2685
2761,1018,t1,1/1/2010
2762,1018,t2,5/8/2017
2763,1018,count,2685
2764,1019,t1,1/1/2010
2765,1019,t2,5/8/2017
2766,1019,count,2685
2767,1020,t1,1/1/2010
2768,1020,t2,5/8/2017
2769,1020,count,2685
2770,1021,t1,1/1/2010
2771,1021,t2,5/8/2017
2772,1021,count,2685
2773,1022,t1,1/1/2010
2774,1022,t2,5/8/2017
2775,1022,count,2685
2776,1023,t1,1/1/2010
2777,1023,t2,5/8/2017
2778,1023,count,2685
2779,1024,t1,1/1/2010
2780,1024,t2,5/8/2017
2781,1024,count,2685
2782,1025,t1,1/1/2010
2783,1025,t2,5/8/2017
2784,1025,count,2685
2785,1026,t1,1/1/2010
2786,1026,t2,5/8/2017
2787,1026,count,2685
2788,1027,t1,1/1/2010
2789,1027,t2,5/8/2017
2790,1027,count,2685
2791,1028,t1,1/1/2010
2792,1028,t2,5/8/2017
2793,1028,count,2685
2794,1029,t1,1/1/2010
2795,1029,t2,5/8/2017
2796,1029,count,2685
2797,1030,t1,1/1/2010
2798,1030,t2,5/8/2017
2799,1030,count,2685
2800,1031,t1,1/1/2010
2801,1031,t2,5/8/2017
2802,1031,count,2685
2803,1032,t1,1/1/2010
2804,1032,t2,5/8/2017
2805,1032,count,2685
2806,1033,t1,1/1/2010
2807,1033,t2,5/8/2017
2808,1033,count,2685
2809,1034,t1,1/1/2010
2810,1034,t2,5/8/2017
2811,1034,count,2685
2812,1035,t1,1/1/2010
2813,1035,t2,5/8/2017
2814,1035,count,2685
2815,1036,t1,1/1/2010
2816,1036,t2,5/8/2017
2817,1036,count,2685
2818,1037,t1,1/1/2010
2819,1037,t2,5/8/2017
2820,1037,count,2685
2821,1038,t1,1/1/2010
2822,1038,t2,5/8/2017
2823,1038,count,2685
2824,1039,t1,1/1/2010
2825,1039,t2,5/8/2017
2826,1039,count,2685
2827,1040,t1,1/1/2010
2828,1040,t2,5/8/2017
2829,1040,count,2685
2830,1041,t1,1/1/2010
2831,1041,t2,5/8/2017
2832,1041,count,2685
2833,1042,t1,1/1/2010
2834,1042,t2,5/8/2017
2835,1042,count,2685
2836,1043,t1,1/1/2010
2837,1043,t2,5/8/2017
2838,1043,count,2685
2842,1045,t1,1/1/2010
2843,1045,t2,5/8/2017
2844,1045,count,2685
2845,1046,t1,1/1/2010
2846,1046,t2,5/8/2017
2847,1046,count,2685
2848,1047,t1,1/1/2010
2849,1047,t2,5/8/2017
2850,1047,count,2685
2851,1048,t1,1/1/2010
2852,1048,t2,5/8/2017
2853,1048,count,2685
2854,1049,t1,1/1/2010
2855,1049,t2,5/8/2017
2856,1049,count,2685
2857,1050,t1,1/1/2010
2858,1050,t2,5/8/2017
2859,1050,count,2685
2863,1052,t1,1/1/2010
2864,1052,t2,5/8/2017
2865,1052,count,2685
2866,1053,t1,1/1/2010
2867,1053,t2,5/8/2017
2868,1053,count,2685
2872,1055,t1,1/1/2010
2873,1055,t2,5/8/2017
2874,1055,count,2685
2875,1056,t1,1/1/2010
2876,1056,t2,5/8/2017
2877,1056,count,2685
2878,1057,t1,1/1/2010
2879,1057,t2,5/8/2017
2880,1057,count,2685
2881,1058,t1,1/1/2010
2882,1058,t2,5/8/2017
2883,1058,count,2685
2884,1059,t1,1/1/2010
2885,1059,t2,5/8/2017
2886,1059,count,2685
2887,1060,t1,1/1/2010
2888,1060,t2,5/8/2017
2889,1060,count,2685
2890,1061,t1,1/1/2010
2891,1061,t2,5/8/2017
2892,1061,count,2685
2893,1062,t1,1/1/2010
2894,1062,t2,5/8/2017
2895,1062,count,2685
2896,1063,t1,1/1/2010
2897,1063,t2,5/8/2017
2898,1063,count,2685
2899,1064,t1,1/1/2010
2900,1064,t2,5/8/2017
2901,1064,count,2685
2902,1065,t1,1/1/2010
2903,1065,t2,5/8/2017
2904,1065,count,2685
2905,1066,t1,1/1/2010
2906,1066,t2,5/8/2017
2907,1066,count,2685
2908,1067,t1,1/1/2010
2909,1067,t2,5/8/2017
2910,1067,count,2685
2911,1068,t1,1/1/2010
2912,1068,t2,5/8/2017
2913,1068,count,2685
2914,1069,t1,1/1/2010
2915,1069,t2,5/8/2017
2916,1069,count,2685
2917,1070,t1,1/1/2010
2918,1070,t2,5/8/2017
2919,1070,count,2685
2920,1071,t1,1/1/2010
2921,1071,t2,5/8/2017
2922,1071,count,2685
2923,1072,t1,1/1/2010
2924,1072,t2,5/8/2017
2925,1072,count,2685
2926,1073,t1,1/1/2010
2927,1073,t2,5/8/2017
2928,1073,count,2685
2929,1074,t1,1/1/2010
2930,1074,t2,5/8/2017
2931,1074,count,2685
2932,1075,t1,1/1/2010
2933,1075,t2,5/8/2017
2934,1075,count,2685
2935,1076,t1,1/1/2010
2936,1076,t2,5/8/2017
2937,1076,count,2685
2938,1077,t1,1/1/2010
2939,1077,t2,5/8/2017
2940,1077,count,2685
2941,1078,t1,1/1/2010
2942,1078,t2,5/8/2017
2943,1078,count,2685
2944,1079,t1,1/1/2010
2945,1079,t2,5/8/2017
2946,1079,count,2685
2953,1082,t1,1/1/2010
2954,1082,t2,5/8/2017
2955,1082,count,2685
2956,1083,t1,1/1/2010
2957,1083,t2,5/8/2017
2958,1083,count,2685
2959,1084,t1,1/1/2010
2960,1084,t2,5/8/2017
2961,1084,count,2685
2962,1085,t1,1/1/2010
2963,1085,t2,5/8/2017
2964,1085,count,2685
2965,1086,t1,1/1/2010
2966,1086,t2,5/8/2017
2967,1086,count,2685
2968,1087,t1,1/1/2010
2969,1087,t2,5/8/2017
2970,1087,count,2685
2971,1088,t1,1/1/2010
2972,1088,t2,5/8/2017
2973,1088,count,2685
2974,1089,t1,1/1/2010
2975,1089,t2,5/8/2017
2976,1089,count,2685
2977,1090,t1,1/1/2010
2978,1090,t2,5/8/2017
2979,1090,count,2685
2980,1091,t1,1/1/2010
2981,1091,t2,5/8/2017
2982,1091,count,2685
2983,1092,t1,1/1/2010
2984,1092,t2,5/8/2017
2985,1092,count,2685
2986,1093,t1,1/1/2010
2987,1093,t2,5/8/2017
2988,1093,count,2685
2989,1094,t1,1/1/2010
2990,1094,t2,5/8/2017
2991,1094,count,2685
2992,1095,t1,1/1/2010
2993,1095,t2,5/8/2017
2994,1095,count,2685
2995,1096,t1,1/1/2010
2996,1096,t2,5/8/2017
2997,1096,count,2685
2998,1097,t1,1/1/2010
2999,1097,t2,5/8/2017
3000,1097,count,2685
3001,1098,t1,1/1/2010
3002,1098,t2,5/8/2017
3003,1098,count,2685
3004,1099,t1,1/1/2010
3005,1099,t2,5/8/2017
3006,1099,count,2685
3007,1100,t1,1/1/2010
3008,1100,t2,5/8/2017
3009,1100,count,2685
3010,1101,t1,1/1/2010
3011,1101,t2,5/8/2017
3012,1101,count,2685
3022,1105,t1,1/1/2010
3023,1105,t2,5/8/2017
3024,1105,count,2685
3025,1106,t1,1/1/2010
3026,1106,t2,5/8/2017
3027,1106,count,2685
3028,1107,t1,1/1/2010
3029,1107,t2,5/8/2017
3030,1107,count,2685
3031,1108,t1,1/1/2010
3032,1108,t2,5/8/2017
3033,1108,count,2685
3037,1110,t1,1/1/2010
3038,1110,t2,5/8/2017
3039,1110,count,2685
3040,1111,t1,1/1/2010
3041,1111,t2,5/8/2017
3042,1111,count,2685
3043,1112,t1,1/1/2010
3044,1112,t2,5/8/2017
3045,1112,count,2685
3046,1113,t1,1/1/2010
3047,1113,t2,5/8/2017
3048,1113,count,2685
3049,1114,t1,1/1/2010
3050,1114,t2,5/8/2017
3051,1114,count,2685
3052,1115,t1,1/1/2010
3053,1115,t2,5/8/2017
3054,1115,count,2685
3055,1116,t1,1/1/2010
3056,1116,t2,5/8/2017
3057,1116,count,2685
3058,1117,t1,1/1/2010
3059,1117,t2,5/8/2017
3060,1117,count,2685
3061,1118,t1,1/1/2010
3062,1118,t2,5/8/2017
3063,1118,count,2685
3064,1119,t1,1/1/2010
3065,1119,t2,5/8/2017
3066,1119,count,2685
3067,1120,t1,1/1/2010
3068,1120,t2,5/8/2017
3069,1120,count,2685
3070,1121,t1,1/1/2010
3071,1121,t2,5/8/2017
3072,1121,count,2685
3073,1122,t1,1/1/2010
3074,1122,t2,5/8/2017
3075,1122,count,2685
3076,1123,t1,1/1/2010
3077,1123,t2,5/8/2017
3078,1123,count,2685
3079,1124,t1,1/1/2010
3080,1124,t2,5/8/2017
3081,1124,count,2685
3082,1125,t1,1/1/2010
3083,1125,t2,5/8/2017
3084,1125,count,2685
3085,1126,t1,1/1/2010
3086,1126,t2,5/8/2017
3087,1126,count,2685
3088,1127,t1,1/1/2010
3089,1127,t2,5/8/2017
3090,1127,count,2685
3091,1128,t1,1/1/2010
3092,1128,t2,5/8/2017
3093,1128,count,2685
3094,1129,t1,1/1/2010
3095,1129,t2,5/8/2017
3096,1129,count,2685
3097,1130,t1,1/1/2010
3098,1130,t2,5/8/2017
3099,1130,count,2685
3100,1131,t1,1/1/2010
3101,1131,t2,5/8/2017
3102,1131,count,2685
3103,1132,t1,1/1/2010
3104,1132,t2,5/8/2017
3105,1132,count,2685
3112,1135,t1,1/1/2010
3113,1135,t2,5/8/2017
3114,1135,count,2685
3115,1136,t1,1/1/2010
3116,1136,t2,5/8/2017
3117,1136,count,2685
3118,1137,t1,1/1/2010
3119,1137,t2,5/8/2017
3120,1137,count,2685
3121,1138,t1,1/1/2010
3122,1138,t2,5/8/2017
3123,1138,count,2685
3124,1139,t1,1/1/2010
3125,1139,t2,5/8/2017
3126,1139,count,2685
3127,1140,t1,1/1/2010
3128,1140,t2,5/8/2017
3129,1140,count,2685
3130,1141,t1,1/1/2010
3131,1141,t2,5/8/2017
3132,1141,count,2685
3133,1142,t1,1/1/2010
3134,1142,t2,5/8/2017
3135,1142,count,2685
3136,1143,t1,1/1/2010
3137,1143,t2,5/8/2017
3138,1143,count,2685
3139,1144,t1,1/1/2010
3140,1144,t2,5/8/2017
3141,1144,count,2685
3142,1145,t1,1/1/2010
3143,1145,t2,5/8/2017
3144,1145,count,2685
3145,1146,t1,1/1/2010
3146,1146,t2,5/8/2017
3147,1146,count,2685
3148,1147,t1,1/1/2010
3149,1147,t2,5/8/2017
3150,1147,count,2685
3151,1148,t1,1/1/2010
3152,1148,t2,5/8/2017
3153,1148,count,2685
3154,1149,t1,1/1/2010
3155,1149,t2,5/8/2017
3156,1149,count,2685
3157,1150,t1,1/1/2010
3158,1150,t2,5/8/2017
3159,1150,count,2685
3160,1151,t1,1/1/2010
3161,1151,t2,5/8/2017
3162,1151,count,2685
3163,1152,t1,1/1/2010
3164,1152,t2,5/8/2017
3165,1152,count,2685
3166,1153,t1,1/1/2010
3167,1153,t2,5/8/2017
3168,1153,count,2685
3169,1154,t1,1/1/2010
3170,1154,t2,5/8/2017
3171,1154,count,2685
3172,1155,t1,1/1/2010
3173,1155,t2,5/8/2017
3174,1155,count,2685
3175,1156,t1,1/1/2010
3176,1156,t2,5/8/2017
3177,1156,count,2685
3178,1157,t1,1/1/2010
3179,1157,t2,5/8/2017
3180,1157,count,2685
3181,1158,t1,1/1/2010
3182,1158,t2,5/8/2017
3183,1158,count,2685
3184,1159,t1,1/1/2010
3185,1159,t2,5/8/2017
3186,1159,count,2685
3187,1160,t1,1/1/2010
3188,1160,t2,5/8/2017
3189,1160,count,2685
3190,1161,t1,1/1/2010
3191,1161,t2,5/8/2017
3192,1161,count,2685
3196,1163,t1,1/1/2010
3197,1163,t2,5/8/2017
3198,1163,count,2685
3205,1166,t1,1/1/2010
3206,1166,t2,5/8/2017
3207,1166,count,2685
3208,1167,t1,1/1/2010
3209,1167,t2,5/8/2017
3210,1167,count,2685
3211,1168,t1,1/1/2010
3212,1168,t2,5/8/2017
3213,1168,count,2685
3214,1169,t1,1/1/2010
3215,1169,t2,5/8/2017
3216,1169,count,2685
3217,1170,t1,1/1/2010
3218,1170,t2,5/8/2017
3219,1170,count,2685
3220,1171,t1,1/1/2010
3221,1171,t2,5/8/2017
3222,1171,count,2685
3223,1172,t1,1/1/2010
3224,1172,t2,5/8/2017
3225,1172,count,2685
3226,1173,t1,1/1/2010
3227,1173,t2,5/8/2017
3228,1173,count,2685
3229,1174,t1,1/1/2010
3230,1174,t2,5/8/2017
3231,1174,count,2685
3232,1175,t1,1/1/2010
3233,1175,t2,5/8/2017
3234,1175,count,2685
3235,1176,t1,1/1/2010
3236,1176,t2,5/8/2017
3237,1176,count,2685
3238,1177,t1,1/1/2010
3239,1177,t2,5/8/2017
3240,1177,count,2685
3253,1182,t1,1/1/2010
3254,1182,t2,5/8/2017
3255,1182,count,2685
3256,1183,t1,1/1/2010
3257,1183,t2,5/8/2017
3258,1183,count,2685
3259,1184,t1,1/1/2010
3260,1184,t2,5/8/2017
3261,1184,count,2685
3262,1185,t1,1/1/2010
3263,1185,t2,5/8/2017
3264,1185,count,2685
3265,1186,t1,1/1/2010
3266,1186,t2,5/8/2017
3267,1186,count,2685
3268,1187,t1,1/1/2010
3269,1187,t2,5/8/2017
3270,1187,count,2685
3271,1188,t1,1/1/2010
3272,1188,t2,5/8/2017
3273,1188,count,2685
3274,1189,t1,1/1/2010
3275,1189,t2,5/8/2017
3276,1189,count,2685
3277,1190,t1,1/1/2010
3278,1190,t2,5/8/2017
3279,1190,count,2685
3280,1191,t1,1/1/2010
3281,1191,t2,5/8/2017
3282,1191,count,2685
3283,1192,t1,1/1/2010
3284,1192,t2,5/8/2017
3285,1192,count,2685
3286,1193,t1,1/1/2010
3287,1193,t2,5/8/2017
3288,1193,count,2685
3289,1194,t1,1/1/2010
3290,1194,t2,5/8/2017
3291,1194,count,2685
3292,1195,t1,1/1/2010
3293,1195,t2,5/8/2017
3294,1195,count,2685
3295,1196,t1,1/1/2010
3296,1196,t2,5/8/2017
3297,1196,count,2685
3298,1197,t1,1/1/2010
3299,1197,t2,5/8/2017
3300,1197,count,2685
3301,1198,t1,1/1/2010
3302,1198,t2,5/8/2017
3303,1198,count,2685
3304,1199,t1,1/1/2010
3305,1199,t2,5/8/2017
3306,1199,count,2685
3307,1200,t1,1/1/2010
3308,1200,t2,5/8/2017
3309,1200,count,2685
3310,1201,t1,1/1/2010
3311,1201,t2,5/8/2017
3312,1201,count,2685
3313,1202,t1,1/1/2010
3314,1202,t2,5/8/2017
3315,1202,count,2685
3316,1203,t1,1/1/2010
3317,1203,t2,5/8/2017
3318,1203,count,2685
3319,1204,t1,1/1/2010
3320,1204,t2,5/8/2017
3321,1204,count,2685
3322,1205,t1,1/1/2010
3323,1205,t2,5/8/2017
3324,1205,count,2685
3325,1206,t1,1/1/2010
3326,1206,t2,5/8/2017
3327,1206,count,2685
3328,1207,t1,1/1/2010
3329,1207,t2,5/8/2017
3330,1207,count,2685
3331,1208,t1,1/1/2010
3332,1208,t2,5/8/2017
3333,1208,count,2685
3334,1209,t1,1/1/2010
3335,1209,t2,5/8/2017
3336,1209,count,2685
3337,1210,t1,1/1/2010
3338,1210,t2,5/8/2017
3339,1210,count,2685
3340,1211,t1,1/1/2010
3341,1211,t2,5/8/2017
3342,1211,count,2685
3343,1212,t1,1/1/2010
3344,1212,t2,5/8/2017
3345,1212,count,2685
3346,1213,t1,1/1/2010
3347,1213,t2,5/8/2017
3348,1213,count,2685
3349,1214,t1,1/1/2010
3350,1214,t2,5/8/2017
3351,1214,count,2685
3352,1215,t1,1/1/2010
3353,1215,t2,5/8/2017
3354,1215,count,2685
3355,1216,t1,1/1/2010
3356,1216,t2,5/8/2017
3357,1216,count,2685
3364,1219,t1,1/1/2010
3365,1219,t2,5/8/2017
3366,1219,count,2685
3367,1220,t1,1/1/2010
3368,1220,t2,5/8/2017
3369,1220,count,2685
3370,1221,t1,1/1/2010
3371,1221,t2,5/8/2017
3372,1221,count,2685
3373,1222,t1,1/1/2010
3374,1222,t2,5/8/2017
3375,1222,count,2685
3376,1223,t1,1/1/2010
3377,1223,t2,5/8/2017
3378,1223,count,2685
3379,1224,t1,1/1/2010
3380,1224,t2,5/8/2017
3381,1224,count,2685
3382,1225,t1,1/1/2010
3383,1225,t2,5/8/2017
3384,1225,count,2685
3385,1226,t1,1/1/2010
3386,1226,t2,5/8/2017
3387,1226,count,2685
3388,1227,t1,1/1/2010
3389,1227,t2,5/8/2017
3390,1227,count,2685
3391,1228,t1,1/1/2010
3392,1228,t2,5/8/2017
3393,1228,count,2685
3394,1229,t1,1/1/2010
3395,1229,t2,5/8/2017
3396,1229,count,2685
3397,1230,t1,1/1/2010
3398,1230,t2,5/8/2017
3399,1230,count,2685
3400,1231,t1,1/1/2010
3401,1231,t2,5/8/2017
3402,1231,count,2685
3403,1232,t1,1/1/2010
3404,1232,t2,5/8/2017
3405,1232,count,2685
3406,1233,t1,1/1/2010
3407,1233,t2,5/8/2017
3408,1233,count,2685
3409,1234,t1,1/1/2010
3410,1234,t2,5/8/2017
3411,1234,count,2685
3412,1235,t1,1/1/2010
3413,1235,t2,5/8/2017
3414,1235,count,2685
3421,1238,t1,1/1/2010
3422,1238,t2,5/8/2017
3423,1238,count,2685
3424,1239,t1,1/1/2010
3425,1239,t2,5/8/2017
3426,1239,count,2685
3427,1240,t1,1/1/2010
3428,1240,t2,5/8/2017
3429,1240,count,2685
3430,1241,t1,1/1/2010
3431,1241,t2,5/8/2017
3432,1241,count,2685
3436,1243,t1,1/1/2010
3437,1243,t2,5/8/2017
3438,1243,count,2685
3439,1244,t1,1/1/2010
3440,1244,t2,5/8/2017
3441,1244,count,2685
3442,1245,t1,1/1/2010
3443,1245,t2,5/8/2017
3444,1245,count,2685
3445,1246,t1,1/1/2010
3446,1246,t2,5/8/2017
3447,1246,count,2685
3448,1247,t1,1/1/2010
3449,1247,t2,5/8/2017
3450,1247,count,2685
3451,1248,t1,1/1/2010
3452,1248,t2,5/8/2017
3453,1248,count,2685
3454,1249,t1,1/1/2010
3455,1249,t2,5/8/2017
3456,1249,count,2685
3457,1250,t1,1/1/2010
3458,1250,t2,5/8/2017
3459,1250,count,2685
3460,1251,t1,1/1/2010
3461,1251,t2,5/8/2017
3462,1251,count,2685
3466,1253,t1,1/1/2010
3467,1253,t2,5/8/2017
3468,1253,count,2685
3469,1254,t1,1/1/2010
3470,1254,t2,5/8/2017
3471,1254,count,2685
3472,1255,t1,1/1/2010
3473,1255,t2,5/8/2017
3474,1255,count,2685
3475,1256,t1,1/1/2010
3476,1256,t2,5/8/2017
3477,1256,count,2685
3478,1257,t1,1/1/2010
3479,1257,t2,5/8/2017
3480,1257,count,2685
3481,1258,t1,1/1/2010
3482,1258,t2,5/8/2017
3483,1258,count,2685
3484,1259,t1,1/1/2010
