id,seriesid,name,value
5555,1949,t2,5/8/2017
5556,1949,count,2685
5557,1950,t1,1/1/2010
5558,1950,t2,5/8/2017
5559,1950,count,2685
5560,1951,t1,1/1/2010
5561,1951,t2,5/8/2017
5562,1951,count,2685
5563,1952,t1,1/1/2010
5564,1952,t2,5/8/2017
5565,1952,count,2685
5566,1953,t1,1/1/2010
5567,1953,t2,5/8/2017
5568,1953,count,2685
5569,1954,t1,1/1/2010
5570,1954,t2,5/8/2017
5571,1954,count,2685
5572,1955,t1,1/1/2010
5573,1955,t2,5/8/2017
5574,1955,count,2685
5575,1956,t1,1/1/2010
5576,1956,t2,5/8/2017
5577,1956,count,2685
5578,1957,t1,1/1/2010
5579,1957,t2,5/8/2017
5580,1957,count,2685
5581,1958,t1,1/1/2010
5582,1958,t2,5/8/2017
5583,1958,count,2685
5584,1959,t1,1/1/2010
5585,1959,t2,5/8/2017
5586,1959,count,2685
5587,1960,t1,1/1/2010
5588,1960,t2,5/8/2017
5589,1960,count,2685
5590,1961,t1,1/1/2010
5591,1961,t2,5/8/2017
5592,1961,count,2685
5593,1962,t1,1/1/2010
5594,1962,t2,5/8/2017
5595,1962,count,2685
5596,1963,t1,1/1/2010
5597,1963,t2,5/8/2017
5598,1963,count,2685
5599,1964,t1,1/1/2010
5600,1964,t2,5/8/2017
5601,1964,count,2685
5602,1965,t1,1/1/2010
5603,1965,t2,5/8/2017
5604,1965,count,2685
5605,1966,t1,1/1/2010
5606,1966,t2,5/8/2017
5607,1966,count,2685
5608,1967,t1,1/1/2010
5609,1967,t2,5/8/2017
5610,1967,count,2685
5611,1968,t1,1/1/2010
5612,1968,t2,5/8/2017
5613,1968,count,2685
5614,1969,t1,1/1/2010
5615,1969,t2,5/8/2017
5616,1969,count,2685
5617,1970,t1,1/1/2010
5618,1970,t2,5/8/2017
5619,1970,count,2685
5620,1971,t1,1/1/2010
5621,1971,t2,5/8/2017
5622,1971,count,2685
5623,1972,t1,1/1/2010
5624,1972,t2,5/8/2017
5625,1972,count,2685
5626,1973,t1,1/1/2010
5627,1973,t2,5/8/2017
5628,1973,count,2685
5629,1974,t1,1/1/2010
5630,1974,t2,5/8/2017
5631,1974,count,2685
5632,1975,t1,1/1/2010
5633,1975,t2,5/8/2017
5634,1975,count,2685
5635,1976,t1,1/1/2010
5636,1976,t2,5/8/2017
5637,1976,count,2685
5638,1977,t1,1/1/2010
5639,1977,t2,5/8/2017
5640,1977,count,2685
5641,1978,t1,1/1/2010
5642,1978,t2,5/8/2017
5643,1978,count,2685
5644,1979,t1,1/1/2010
5645,1979,t2,5/8/2017
5646,1979,count,2685
5647,1980,t1,1/1/2010
5648,1980,t2,5/8/2017
5649,1980,count,2685
5650,1981,t1,1/1/2010
5651,1981,t2,5/8/2017
5652,1981,count,2685
5653,1982,t1,1/1/2010
5654,1982,t2,5/8/2017
5655,1982,count,2685
5656,1983,t1,1/1/2010
5657,1983,t2,5/8/2017
5658,1983,count,2685
5659,1984,t1,1/1/2010
5660,1984,t2,5/8/2017
5661,1984,count,2685
5662,1985,t1,1/1/2010
5663,1985,t2,5/8/2017
5664,1985,count,2685
5665,1986,t1,1/1/2010
5666,1986,t2,5/8/2017
5667,1986,count,2685
5668,1987,t1,1/1/2010
5669,1987,t2,5/8/2017
5670,1987,count,2685
5671,1988,t1,1/1/2010
5672,1988,t2,5/8/2017
5673,1988,count,2685
5674,1989,t1,1/1/2010
5675,1989,t2,5/8/2017
5676,1989,count,2685
5677,1990,t1,1/1/2010
5678,1990,t2,5/8/2017
5679,1990,count,2685
5680,1991,t1,1/1/2010
5681,1991,t2,5/8/2017
5682,1991,count,2685
5683,1992,t1,1/1/2010
5684,1992,t2,5/8/2017
5685,1992,count,2685
5686,1993,t1,1/1/2010
5687,1993,t2,5/8/2017
5688,1993,count,2685
5689,1994,t1,1/1/2010
5690,1994,t2,5/8/2017
5691,1994,count,2685
5692,1995,t1,1/1/2010
5693,1995,t2,5/8/2017
5694,1995,count,2685
5695,1996,t1,1/1/2010
5696,1996,t2,5/8/2017
5697,1996,count,2685
5698,1997,t1,1/1/2010
5699,1997,t2,5/8/2017
5700,1997,count,2685
5701,1998,t1,1/1/2010
5702,1998,t2,5/8/2017
5703,1998,count,2685
5704,1999,t1,1/1/2010
5705,1999,t2,5/8/2017
5706,1999,count,2685
5707,2000,t1,1/1/2010
5708,2000,t2,5/8/2017
5709,2000,count,2685
5710,2001,t1,1/1/2010
5711,2001,t2,5/8/2017
5712,2001,count,2685
5713,2002,t1,1/1/2010
5714,2002,t2,5/8/2017
5715,2002,count,2685
5716,2003,t1,1/1/2010
5717,2003,t2,5/8/2017
5718,2003,count,2685
5719,2004,t1,1/1/2010
5720,2004,t2,5/8/2017
5721,2004,count,2685
5722,2005,t1,1/1/2010
5723,2005,t2,5/8/2017
5724,2005,count,2685
5725,2006,t1,1/1/2010
5726,2006,t2,5/8/2017
5727,2006,count,2685
5728,2007,t1,1/1/2010
5729,2007,t2,5/8/2017
5730,2007,count,2685
5731,2008,t1,1/1/2010
5732,2008,t2,5/8/2017
5733,2008,count,2685
5734,2009,t1,1/1/2010
5735,2009,t2,5/8/2017
5736,2009,count,2685
5737,2010,t1,1/1/2010
5738,2010,t2,5/8/2017
5739,2010,count,2685
5740,2011,t1,1/1/2010
5741,2011,t2,5/8/2017
5742,2011,count,2685
5743,2012,t1,1/1/2010
5744,2012,t2,5/8/2017
5745,2012,count,2685
5746,2013,t1,1/1/2010
5747,2013,t2,5/8/2017
5748,2013,count,2685
5749,2014,t1,1/1/2010
5750,2014,t2,5/8/2017
5751,2014,count,2685
5752,2015,t1,1/1/2010
5753,2015,t2,5/8/2017
5754,2015,count,2685
5755,2016,t1,1/1/2010
5756,2016,t2,5/8/2017
5757,2016,count,2685
5758,2017,t1,1/1/2010
5759,2017,t2,5/8/2017
5760,2017,count,2685
5761,2018,t1,1/1/2010
5762,2018,t2,5/8/2017
5763,2018,count,2685
5764,2019,t1,1/1/2010
5765,2019,t2,5/8/2017
5766,2019,count,2685
5767,2020,t1,1/1/2010
5768,2020,t2,5/8/2017
5769,2020,count,2685
5770,2021,t1,1/1/2010
5771,2021,t2,5/8/2017
5772,2021,count,2685
5773,2022,t1,1/1/2010
5774,2022,t2,5/8/2017
5775,2022,count,2685
5776,2023,t1,1/1/2010
5777,2023,t2,5/8/2017
5778,2023,count,2685
5779,2024,t1,1/1/2010
5780,2024,t2,5/8/2017
5781,2024,count,2685
5782,2025,t1,1/1/2010
5783,2025,t2,5/8/2017
5784,2025,count,2685
5785,2026,t1,1/1/2010
5786,2026,t2,5/8/2017
5787,2026,count,2685
5788,2027,t1,1/1/2010
5789,2027,t2,5/8/2017
5790,2027,count,2685
5791,2028,t1,1/1/2010
5792,2028,t2,5/8/2017
5793,2028,count,2685
5794,2029,t1,1/1/2010
5795,2029,t2,5/8/2017
5796,2029,count,2685
5797,2030,t1,1/1/2010
5798,2030,t2,5/8/2017
5799,2030,count,2685
5800,2031,t1,1/1/2010
5801,2031,t2,5/8/2017
5802,2031,count,2685
5803,2032,t1,1/1/2010
5804,2032,t2,5/8/2017
5805,2032,count,2685
5806,2033,t1,1/1/2010
5807,2033,t2,5/8/2017
5808,2033,count,2685
5809,2034,t1,1/1/2010
5810,2034,t2,5/8/2017
5811,2034,count,2685
5812,2035,t1,1/1/2010
5813,2035,t2,5/8/2017
5814,2035,count,2685
5815,2036,t1,1/1/2010
5816,2036,t2,5/8/2017
5817,2036,count,2685
5818,2037,t1,1/1/2010
5819,2037,t2,5/8/2017
5820,2037,count,2685
5821,2038,t1,1/1/2010
5822,2038,t2,5/8/2017
5823,2038,count,2685
5824,2039,t1,1/1/2010
5825,2039,t2,5/8/2017
5826,2039,count,2685
5827,2040,t1,1/1/2010
5828,2040,t2,5/8/2017
5829,2040,count,2685
5830,2041,t1,1/1/2010
5831,2041,t2,5/8/2017
5832,2041,count,2685
5833,2042,t1,1/1/2010
5834,2042,t2,5/8/2017
5835,2042,count,2685
5836,2043,t1,1/1/2010
5837,2043,t2,5/8/2017
5838,2043,count,2685
5839,2044,t1,1/1/2010
5840,2044,t2,5/8/2017
5841,2044,count,2685
5842,2045,t1,1/1/2010
5843,2045,t2,5/8/2017
5844,2045,count,2685
5845,2046,t1,1/1/2010
5846,2046,t2,5/8/2017
5847,2046,count,2685
5848,2047,t1,1/1/2010
5849,2047,t2,5/8/2017
5850,2047,count,2685
5851,2048,t1,1/1/2010
5852,2048,t2,5/8/2017
5853,2048,count,2685
5854,2049,t1,1/1/2010
5855,2049,t2,5/8/2017
5856,2049,count,2685
5857,2050,t1,1/1/2010
5858,2050,t2,5/8/2017
5859,2050,count,2685
5860,2051,t1,1/1/2010
5861,2051,t2,5/8/2017
5862,2051,count,2685
5863,2052,t1,1/1/2010
5864,2052,t2,5/8/2017
5865,2052,count,2685
5866,2053,t1,1/1/2010
5867,2053,t2,5/8/2017
5868,2053,count,2685
5869,2054,t1,1/1/2010
5870,2054,t2,5/8/2017
5871,2054,count,2685
5872,2055,t1,1/1/2010
5873,2055,t2,5/8/2017
5874,2055,count,2685
5875,2056,t1,1/1/2010
5876,2056,t2,5/8/2017
5877,2056,count,2685
5878,2057,t1,1/1/2010
5879,2057,t2,5/8/2017
5880,2057,count,2685
5881,2058,t1,1/1/2010
5882,2058,t2,5/8/2017
5883,2058,count,2685
5884,2059,t1,1/1/2010
5885,2059,t2,5/8/2017
5886,2059,count,2685
5887,2060,t1,1/1/2010
5888,2060,t2,5/8/2017
5889,2060,count,2685
5890,2061,t1,1/1/2010
5891,2061,t2,5/8/2017
5892,2061,count,2685
5893,2062,t1,1/1/2010
5894,2062,t2,5/8/2017
5895,2062,count,2685
5896,2063,t1,1/1/2010
5897,2063,t2,5/8/2017
5898,2063,count,2685
5899,2064,t1,1/1/2010
5900,2064,t2,5/8/2017
5901,2064,count,2685
5902,2065,t1,1/1/2010
5903,2065,t2,5/8/2017
5904,2065,count,2685
5905,2066,t1,1/1/2010
5906,2066,t2,5/8/2017
5907,2066,count,2685
5908,2067,t1,1/1/2010
5909,2067,t2,5/8/2017
5910,2067,count,2685
5911,2068,t1,1/1/2010
5912,2068,t2,5/8/2017
5913,2068,count,2685
5914,2069,t1,1/1/2010
5915,2069,t2,5/8/2017
5916,2069,count,2685
5917,2070,t1,1/1/2010
5918,2070,t2,5/8/2017
5919,2070,count,2685
5920,2071,t1,1/1/2010
5921,2071,t2,5/8/2017
5922,2071,count,2685
5923,2072,t1,1/1/2010
5924,2072,t2,5/8/2017
5925,2072,count,2685
5926,2073,t1,1/1/2010
5927,2073,t2,5/8/2017
5928,2073,count,2685
5929,2074,t1,1/1/2010
5930,2074,t2,5/8/2017
5931,2074,count,2685
5932,2075,t1,1/1/2010
5933,2075,t2,5/8/2017
5934,2075,count,2685
5935,2076,t1,1/1/2010
5936,2076,t2,5/8/2017
5937,2076,count,2685
5938,2077,t1,1/1/2010
5939,2077,t2,5/8/2017
5940,2077,count,2685
5941,2078,t1,1/1/2010
5942,2078,t2,5/8/2017
5943,2078,count,2685
5944,2079,t1,1/1/2010
5945,2079,t2,5/8/2017
5946,2079,count,2685
5947,2080,t1,1/1/2010
5948,2080,t2,5/8/2017
5949,2080,count,2685
5950,2081,t1,1/1/2010
5951,2081,t2,5/8/2017
5952,2081,count,2685
5953,2082,t1,1/1/2010
5954,2082,t2,5/8/2017
5955,2082,count,2685
5956,2083,t1,1/1/2010
5957,2083,t2,5/8/2017
5958,2083,count,2685
5959,2084,t1,1/1/2010
5960,2084,t2,5/8/2017
5961,2084,count,2685
5962,2085,t1,1/1/2010
5963,2085,t2,5/8/2017
5964,2085,count,2685
5965,2086,t1,1/1/2010
5966,2086,t2,5/8/2017
5967,2086,count,2685
5968,2087,t1,1/1/2010
5969,2087,t2,5/8/2017
5970,2087,count,2685
5971,2088,t1,1/1/2010
5972,2088,t2,5/8/2017
5973,2088,count,2685
5974,2089,t1,1/1/2010
5975,2089,t2,5/8/2017
5976,2089,count,2685
5977,2090,t1,1/1/2010
5978,2090,t2,5/8/2017
5979,2090,count,2685
5980,2091,t1,1/1/2010
5981,2091,t2,5/8/2017
5982,2091,count,2685
5983,2092,t1,1/1/2010
5984,2092,t2,5/8/2017
5985,2092,count,2685
5986,2093,t1,1/1/2010
5987,2093,t2,5/8/2017
5988,2093,count,2685
5989,2094,t1,1/1/2010
5990,2094,t2,5/8/2017
5991,2094,count,2685
5992,2095,t1,1/1/2010
5993,2095,t2,5/8/2017
5994,2095,count,2685
5995,2096,t1,1/1/2010
5996,2096,t2,5/8/2017
5997,2096,count,2685
5998,2097,t1,1/1/2010
5999,2097,t2,5/8/2017
6000,2097,count,2685
6001,2098,t1,1/1/2010
6002,2098,t2,5/8/2017
6003,2098,count,2685
6004,2099,t1,1/1/2010
6005,2099,t2,5/8/2017
6006,2099,count,2685
6007,2100,t1,1/1/2010
6008,2100,t2,5/8/2017
6009,2100,count,2685
6010,2101,t1,1/1/2010
6011,2101,t2,5/8/2017
6012,2101,count,2685
6013,2102,t1,1/1/2010
6014,2102,t2,5/8/2017
6015,2102,count,2685
6016,2103,t1,1/1/2010
6017,2103,t2,5/8/2017
6018,2103,count,2685
6019,2104,t1,1/1/2010
6020,2104,t2,5/8/2017
6021,2104,count,2685
6022,2105,t1,1/1/2010
6023,2105,t2,5/8/2017
6024,2105,count,2685
6025,2106,t1,1/1/2010
6026,2106,t2,5/8/2017
6027,2106,count,2685
6028,2107,t1,1/1/2010
6029,2107,t2,5/8/2017
6030,2107,count,2685
6031,2108,t1,1/1/2010
6032,2108,t2,5/8/2017
6033,2108,count,2685
6034,2109,t1,1/1/2010
6035,2109,t2,5/8/2017
6036,2109,count,2685
6037,2110,t1,1/1/2010
6038,2110,t2,5/8/2017
6039,2110,count,2685
6040,2111,t1,1/1/2010
6041,2111,t2,5/8/2017
6042,2111,count,2685
6043,2112,t1,1/1/2010
6044,2112,t2,5/8/2017
6045,2112,count,2685
6046,2113,t1,1/1/2010
6047,2113,t2,5/8/2017
6048,2113,count,2685
6049,2114,t1,1/1/2010
6050,2114,t2,5/8/2017
6051,2114,count,2685
6052,2115,t1,1/1/2010
6053,2115,t2,5/8/2017
6054,2115,count,2685
6055,2116,t1,1/1/2010
6056,2116,t2,5/8/2017
6057,2116,count,2685
6058,2117,t1,1/1/2010
6059,2117,t2,5/8/2017
6060,2117,count,2685
6061,2118,t1,1/1/2010
6062,2118,t2,5/8/2017
6063,2118,count,2685
6064,2119,t1,1/1/2010
6065,2119,t2,5/8/2017
6066,2119,count,2685
6067,2120,t1,1/1/2010
6068,2120,t2,5/8/2017
6069,2120,count,2685
6070,2121,t1,1/1/2010
6071,2121,t2,5/8/2017
6072,2121,count,2685
6073,2122,t1,1/1/2010
6074,2122,t2,5/8/2017
6075,2122,count,2685
6076,2123,t1,1/1/2010
6077,2123,t2,5/8/2017
6078,2123,count,2685
6079,2124,t1,1/1/2010
6080,2124,t2,5/8/2017
6081,2124,count,2685
6082,2125,t1,1/1/2010
6083,2125,t2,5/8/2017
6084,2125,count,2685
6085,2126,t1,1/1/2010
6086,2126,t2,5/8/2017
6087,2126,count,2685
6088,2127,t1,1/1/2010
6089,2127,t2,5/8/2017
6090,2127,count,2685
6091,2128,t1,1/1/2010
6092,2128,t2,5/8/2017
6093,2128,count,2685
6094,2129,t1,1/1/2010
6095,2129,t2,5/8/2017
6096,2129,count,2685
6097,2130,t1,1/1/2010
6098,2130,t2,5/8/2017
6099,2130,count,2685
6100,2131,t1,1/1/2010
6101,2131,t2,5/8/2017
6102,2131,count,2685
6103,2132,t1,1/1/2010
6104,2132,t2,5/8/2017
6105,2132,count,2685
6106,2133,t1,1/1/2010
6107,2133,t2,5/8/2017
6108,2133,count,2685
6109,2134,t1,1/1/2010
6110,2134,t2,5/8/2017
6111,2134,count,2685
6112,2135,t1,1/1/2010
6113,2135,t2,5/8/2017
6114,2135,count,2685
6115,2136,t1,1/1/2010
6116,2136,t2,5/8/2017
6117,2136,count,2685
6118,2137,t1,1/1/2010
6119,2137,t2,5/8/2017
6120,2137,count,2685
6121,2138,t1,1/1/2010
6122,2138,t2,5/8/2017
6123,2138,count,2685
6124,2139,t1,1/1/2010
6125,2139,t2,5/8/2017
6126,2139,count,2685
6127,2140,t1,1/1/2010
6128,2140,t2,5/8/2017
6129,2140,count,2685
6130,2141,t1,1/1/2010
6131,2141,t2,5/8/2017
6132,2141,count,2685
6133,2142,t1,1/1/2010
6134,2142,t2,5/8/2017
6135,2142,count,2685
6136,2143,t1,1/1/2010
6137,2143,t2,5/8/2017
6138,2143,count,2685
6139,2144,t1,1/1/2010
6140,2144,t2,5/8/2017
6141,2144,count,2685
6142,2145,t1,1/1/2010
6143,2145,t2,5/8/2017
6144,2145,count,2685
6145,2146,t1,1/1/2010
6146,2146,t2,5/8/2017
6147,2146,count,2685
6148,2147,t1,1/1/2010
6149,2147,t2,5/8/2017
6150,2147,count,2685
6151,2148,t1,1/1/2010
6152,2148,t2,5/8/2017
6153,2148,count,2685
6154,2149,t1,1/1/2010
6155,2149,t2,5/8/2017
6156,2149,count,2685
6157,2150,t1,1/1/2010
6158,2150,t2,5/8/2017
6159,2150,count,2685
6160,2151,t1,1/1/2010
6161,2151,t2,5/8/2017
6162,2151,count,2685
6163,2152,t1,1/1/2010
6164,2152,t2,5/8/2017
6165,2152,count,2685
6166,2153,t1,1/1/2010
6167,2153,t2,5/8/2017
6168,2153,count,2685
6169,2154,t1,1/1/2010
6170,2154,t2,5/8/2017
6171,2154,count,2685
6172,2155,t1,1/1/2010
6173,2155,t2,5/8/2017
6174,2155,count,2685
6175,2156,t1,1/1/2010
6176,2156,t2,5/8/2017
6177,2156,count,2685
6178,2157,t1,1/1/2010
6179,2157,t2,5/8/2017
6180,2157,count,2685
6181,2158,t1,1/1/2010
6182,2158,t2,5/8/2017
6183,2158,count,2685
6184,2159,t1,1/1/2010
6185,2159,t2,5/8/2017
6186,2159,count,2685
6187,2160,t1,1/1/2010
6188,2160,t2,5/8/2017
6189,2160,count,2685
6190,2161,t1,1/1/2010
6191,2161,t2,5/8/2017
6192,2161,count,2685
6193,2162,t1,1/1/2010
6194,2162,t2,5/8/2017
6195,2162,count,2685
6196,2163,t1,1/1/2010
6197,2163,t2,5/8/2017
6198,2163,count,2685
6199,2164,t1,1/1/2010
6200,2164,t2,5/8/2017
6201,2164,count,2685
6202,2165,t1,1/1/2010
6203,2165,t2,5/8/2017
6204,2165,count,2685
6205,2166,t1,1/1/2010
6206,2166,t2,5/8/2017
6207,2166,count,2685
6208,2167,t1,1/1/2010
6209,2167,t2,5/8/2017
6210,2167,count,2685
6211,2168,t1,1/1/2010
6212,2168,t2,5/8/2017
6213,2168,count,2685
6214,2169,t1,1/1/2010
6215,2169,t2,5/8/2017
6216,2169,count,2685
6217,2170,t1,1/1/2010
6218,2170,t2,5/8/2017
6219,2170,count,2685
6220,2171,t1,1/1/2010
6221,2171,t2,5/8/2017
6222,2171,count,2685
6223,2172,t1,1/1/2010
6224,2172,t2,5/8/2017
6225,2172,count,2685
6226,2173,t1,1/1/2010
6227,2173,t2,5/8/2017
6228,2173,count,2685
6229,2174,t1,1/1/2010
6230,2174,t2,5/8/2017
6231,2174,count,2685
6232,2175,t1,1/1/2010
6233,2175,t2,5/8/2017
6234,2175,count,2685
6235,2176,t1,1/1/2010
6236,2176,t2,5/8/2017
6237,2176,count,2685
6238,2177,t1,1/1/2010
6239,2177,t2,5/8/2017
6240,2177,count,2685
6241,2178,t1,1/1/2010
6242,2178,t2,5/8/2017
6243,2178,count,2685
6244,2179,t1,1/1/2010
6245,2179,t2,5/8/2017
6246,2179,count,2685
6247,2180,t1,1/1/2010
6248,2180,t2,5/8/2017
6249,2180,count,2685
6250,2181,t1,1/1/2010
6251,2181,t2,5/8/2017
6252,2181,count,2685
6253,2182,t1,1/1/2010
6254,2182,t2,5/8/2017
6255,2182,count,2685
6256,2183,t1,1/1/2010
6257,2183,t2,5/8/2017
6258,2183,count,2685
6259,2184,t1,1/1/2010
6260,2184,t2,5/8/2017
6261,2184,count,2685
6262,2185,t1,1/1/2010
6263,2185,t2,5/8/2017
6264,2185,count,2685
6265,2186,t1,1/1/2010
6266,2186,t2,5/8/2017
6267,2186,count,2685
6268,2187,t1,1/1/2010
6269,2187,t2,5/8/2017
6270,2187,count,2685
6271,2188,t1,1/1/2010
6272,2188,t2,5/8/2017
6273,2188,count,2685
6274,2189,t1,1/1/2010
6275,2189,t2,5/8/2017
6276,2189,count,2685
6277,2190,t1,1/1/2010
6278,2190,t2,5/8/2017
6279,2190,count,2685
6280,2191,t1,1/1/2010
6281,2191,t2,5/8/2017
6282,2191,count,2685
6283,2192,t1,1/1/2010
6284,2192,t2,5/8/2017
6285,2192,count,2685
6286,2193,t1,1/1/2010
6287,2193,t2,5/8/2017
6288,2193,count,2685
6289,2194,t1,1/1/2010
6290,2194,t2,5/8/2017
6291,2194,count,2685
6292,2195,t1,1/1/2010
6293,2195,t2,5/8/2017
6294,2195,count,2685
6295,2196,t1,1/1/2010
6296,2196,t2,5/8/2017
6297,2196,count,2685
6298,2197,t1,1/1/2010
6299,2197,t2,5/8/2017
6300,2197,count,2685
6301,2198,t1,1/1/2010
6302,2198,t2,5/8/2017
6303,2198,count,2685
6304,2199,t1,1/1/2010
6305,2199,t2,5/8/2017
6306,2199,count,2685
6307,2200,t1,1/1/2010
6308,2200,t2,5/8/2017
6309,2200,count,2685
6310,2201,t1,1/1/2010
6311,2201,t2,5/8/2017
6312,2201,count,2685
6313,2202,t1,1/1/2010
6314,2202,t2,5/8/2017
6315,2202,count,2685
6316,2203,t1,1/1/2010
6317,2203,t2,5/8/2017
6318,2203,count,2685
6319,2204,t1,1/1/2010
6320,2204,t2,5/8/2017
6321,2204,count,2685
6322,2205,t1,1/1/2010
6323,2205,t2,5/8/2017
6324,2205,count,2685
6325,2206,t1,1/1/2010
6326,2206,t2,5/8/2017
6327,2206,count,2685
6328,2207,t1,1/1/2010
6329,2207,t2,5/8/2017
6330,2207,count,2685
6331,2208,t1,1/1/2010
6332,2208,t2,5/8/2017
6333,2208,count,2685
6334,2209,t1,1/1/2010
6335,2209,t2,5/8/2017
6336,2209,count,2685
6337,2210,t1,1/1/2010
6338,2210,t2,5/8/2017
6339,2210,count,2685
6340,2211,t1,1/1/2010
6341,2211,t2,5/8/2017
6342,2211,count,2685
6343,2212,t1,1/1/2010
6344,2212,t2,5/8/2017
6345,2212,count,2685
6346,2213,t1,1/1/2010
6347,2213,t2,5/8/2017
6348,2213,count,2685
6349,2214,t1,1/1/2010
6350,2214,t2,5/8/2017
6351,2214,count,2685
6352,2215,t1,1/1/2010
6353,2215,t2,5/8/2017
6354,2215,count,2685
6355,2216,t1,1/1/2010
6356,2216,t2,5/8/2017
6357,2216,count,2685
6358,2217,t1,1/1/2010
6359,2217,t2,5/8/2017
6360,2217,count,2685
6361,2218,t1,1/1/2010
6362,2218,t2,5/8/2017
6363,2218,count,2685
6364,2219,t1,1/1/2010
6365,2219,t2,5/8/2017
6366,2219,count,2685
6367,2220,t1,1/1/2010
6368,2220,t2,5/8/2017
6369,2220,count,2685
6370,2221,t1,1/1/2010
6371,2221,t2,5/8/2017
6372,2221,count,2685
6373,2222,t1,1/1/2010
6374,2222,t2,5/8/2017
6375,2222,count,2685
6376,2223,t1,1/1/2010
6377,2223,t2,5/8/2017
6378,2223,count,2685
6379,2224,t1,1/1/2010
6380,2224,t2,5/8/2017
6381,2224,count,2685
6382,2225,t1,1/1/2010
6383,2225,t2,5/8/2017
6384,2225,count,2685
6385,2226,t1,1/1/2010
6386,2226,t2,5/8/2017
6387,2226,count,2685
6388,2227,t1,1/1/2010
6389,2227,t2,5/8/2017
6390,2227,count,2685
6391,2228,t1,1/1/2010
6392,2228,t2,5/8/2017
6393,2228,count,2685
6394,2229,t1,1/1/2010
6395,2229,t2,5/8/2017
6396,2229,count,2685
6397,2230,t1,1/1/2010
6398,2230,t2,5/8/2017
6399,2230,count,2685
6400,2231,t1,1/1/2010
6401,2231,t2,5/8/2017
6402,2231,count,2685
6403,2232,t1,1/1/2010
6404,2232,t2,5/8/2017
6405,2232,count,2685
6406,2233,t1,1/1/2010
6407,2233,t2,5/8/2017
6408,2233,count,2685
6409,2234,t1,1/1/2010
6410,2234,t2,5/8/2017
6411,2234,count,2685
6412,2235,t1,1/1/2010
6413,2235,t2,5/8/2017
6414,2235,count,2685
6415,2236,t1,1/1/2010
6416,2236,t2,5/8/2017
6417,2236,count,2685
6418,2237,t1,1/1/2010
6419,2237,t2,5/8/2017
6420,2237,count,2685
6421,2238,t1,1/1/2010
6422,2238,t2,5/8/2017
6423,2238,count,2685
6424,2239,t1,1/1/2010
6425,2239,t2,5/8/2017
6426,2239,count,2685
6427,2240,t1,1/1/2010
6428,2240,t2,5/8/2017
6429,2240,count,2685
6430,2241,t1,1/1/2010
6431,2241,t2,5/8/2017
6432,2241,count,2685
6433,2242,t1,1/1/2010
6434,2242,t2,5/8/2017
6435,2242,count,2685
6436,2243,t1,1/1/2010
6437,2243,t2,5/8/2017
6438,2243,count,2685
6439,2244,t1,1/1/2010
6440,2244,t2,5/8/2017
6441,2244,count,2685
6442,2245,t1,1/1/2010
6443,2245,t2,5/8/2017
6444,2245,count,2685
6445,2246,t1,1/1/2010
6446,2246,t2,5/8/2017
6447,2246,count,2685
6448,2247,t1,1/1/2010
6449,2247,t2,5/8/2017
6450,2247,count,2685
6451,2248,t1,1/1/2010
6452,2248,t2,5/8/2017
6453,2248,count,2685
6454,2249,t1,1/1/2010
6455,2249,t2,5/8/2017
6456,2249,count,2685
6457,2250,t1,1/1/2010
6458,2250,t2,5/8/2017
6459,2250,count,2685
6460,2251,t1,1/1/2010
6461,2251,t2,5/8/2017
6462,2251,count,2685
6463,2252,t1,1/1/2010
6464,2252,t2,5/8/2017
6465,2252,count,2685
6466,2253,t1,1/1/2010
6467,2253,t2,5/8/2017
6468,2253,count,2685
6469,2254,t1,1/1/2010
6470,2254,t2,5/8/2017
6471,2254,count,2685
6472,2255,t1,1/1/2010
6473,2255,t2,5/8/2017
6474,2255,count,2685
6475,2256,t1,1/1/2010
6476,2256,t2,5/8/2017
6477,2256,count,2685
6478,2257,t1,1/1/2010
6479,2257,t2,5/8/2017
6480,2257,count,2685
6481,2258,t1,1/1/2010
6482,2258,t2,5/8/2017
6483,2258,count,2685
6484,2259,t1,1/1/2010
6485,2259,t2,5/8/2017
6486,2259,count,2685
6487,2260,t1,1/1/2010
6488,2260,t2,5/8/2017
6489,2260,count,2685
6490,2261,t1,1/1/2010
6491,2261,t2,5/8/2017
6492,2261,count,2685
6493,2262,t1,1/1/2010
6494,2262,t2,5/8/2017
6495,2262,count,2685
6496,2263,t1,1/1/2010
6497,2263,t2,5/8/2017
6498,2263,count,2685
6499,2264,t1,1/1/2010
6500,2264,t2,5/8/2017
6501,2264,count,2685
6502,2265,t1,1/1/2010
6503,2265,t2,5/8/2017
6504,2265,count,2685
6505,2266,t1,1/1/2010
6506,2266,t2,5/8/2017
6507,2266,count,2685
6508,2267,t1,1/1/2010
6509,2267,t2,5/8/2017
6510,2267,count,2685
6511,2268,t1,1/1/2010
6512,2268,t2,5/8/2017
6513,2268,count,2685
6514,2269,t1,1/1/2010
6515,2269,t2,5/8/2017
6516,2269,count,2685
6517,2270,t1,1/1/2010
6518,2270,t2,5/8/2017
6519,2270,count,2685
6520,2271,t1,1/1/2010
6521,2271,t2,5/8/2017
6522,2271,count,2685
6523,2272,t1,1/1/2010
6524,2272,t2,5/8/2017
6525,2272,count,2685
6526,2273,t1,1/1/2010
6527,2273,t2,5/8/2017
6528,2273,count,2685
6529,2274,t1,1/1/2010
