A_ID,parentid,isfolder,sortorder,iconname,name,siteid,units,timeinterval,parameter,tablename,provider,connectionstring,expression,notes,enabled
5064,5039,0,0,,snwu_ob,snwu,,Irregular,ob,instant_snwu_ob,Series,,,,1
5065,5039,0,1,,snwu_obm,snwu,,Irregular,obm,instant_snwu_obm,Series,,,,1
5066,5039,0,2,,snwu_obx,snwu,,Irregular,obx,instant_snwu_obx,Series,,,,1
5067,5039,0,3,,snwu_obn,snwu,,Irregular,obn,instant_snwu_obn,Series,,,,1
5068,5039,0,4,,snwu_tu,snwu,,Irregular,tu,instant_snwu_tu,Series,,,,1
5069,5039,0,5,,snwu_tux,snwu,,Irregular,tux,instant_snwu_tux,Series,,,,1
5070,5039,0,6,,snwu_tun,snwu,,Irregular,tun,instant_snwu_tun,Series,,,,1
5071,5039,0,7,,snwu_ea,snwu,,Irregular,ea,instant_snwu_ea,Series,,,,1
5072,5039,0,8,,snwu_tp,snwu,,Irregular,tp,instant_snwu_tp,Series,,,,1
5073,5039,0,9,,snwu_wd,snwu,,Irregular,wd,instant_snwu_wd,Series,,,,1
5074,5039,0,10,,snwu_ws,snwu,,Irregular,ws,instant_snwu_ws,Series,,,,1
5075,5039,0,11,,snwu_wg,snwu,,Irregular,wg,instant_snwu_wg,Series,,,,1
5076,5039,0,12,,snwu_ui,snwu,,Irregular,ui,instant_snwu_ui,Series,,,,1
5077,5039,0,13,,snwu_sq,snwu,,Irregular,sq,instant_snwu_sq,Series,,,,1
5078,5039,0,14,,snwu_si,snwu,,Irregular,si,instant_snwu_si,Series,,,,1
5320,5318,1,0,,daily,,,,,,,,,,0
8043,8018,1,1,,instant,,,,,folder2014dec10154441927,,,,,1
5079,5039,0,15,,snwu_pc,snwu,,Irregular,pc,instant_snwu_pc,Series,,,,1
5080,5039,0,16,,snwu_sw,snwu,,Irregular,sw,instant_snwu_sw,Series,,,,1
5081,5039,0,17,,snwu_sv,snwu,,Irregular,sv,instant_snwu_sv,Series,,,,1
5083,5082,1,0,,instant,,,,,,,,,,0
5084,5082,1,0,,daily,,,,,,,,,,0
16407,16406,0,1,,blom_pc,blom,,Daily,pc,daily_blom_pc,Series,,,,1
10202,10199,0,10202,,mddo_ch,mddo,feet,Irregular,ch,instant_mddo_ch,Series,,,,1
8258,8190,1,2,,daily,,,,,folder2014dec10171440638,,,,,1
5102,5083,0,0,,span_obm,span,,Irregular,obm,instant_span_obm,Series,,,,1
5103,5083,0,1,,span_tu,span,,Irregular,tu,instant_span_tu,Series,,,,1
5104,5083,0,2,,span_tp,span,,Irregular,tp,instant_span_tp,Series,,,,1
5105,5083,0,3,,span_wd,span,,Irregular,wd,instant_span_wd,Series,,,,1
5106,5083,0,4,,span_wds,span,,Irregular,wds,instant_span_wds,Series,,,,1
5107,5083,0,5,,span_ws,span,,Irregular,ws,instant_span_ws,Series,,,,1
5108,5083,0,6,,span_wg,span,,Irregular,wg,instant_span_wg,Series,,,,1
5109,5083,0,7,,span_bp,span,,Irregular,bp,instant_span_bp,Series,,,,1
5110,5083,0,8,,span_sq,span,,Irregular,sq,instant_span_sq,Series,,,,1
5111,5083,0,9,,span_si,span,,Irregular,si,instant_span_si,Series,,,,1
5112,5083,0,10,,span_pc,span,,Irregular,pc,instant_span_pc,Series,,,,1
5114,5113,1,0,,instant,,,,,,,,,,0
5115,5113,1,0,,daily,,,,,,,,,,0
7223,1302,0,242,,defo_wds,defo,,Irregular,wds,instant_defo_wds,Series,,,,1
18149,18148,0,18149,,qspw_bv,qspw,,Irregular,bv,instant_qspw_bv,Series,,,,1
16408,16406,0,1,,blom_se,blom,,Daily,se,daily_blom_se,Series,,,,1
8044,8018,1,2,,daily,,,,,folder2014dec10154444807,,,,,1
16409,16406,0,1,,blom_sd,blom,,Daily,sd,daily_blom_sd,Series,,,,1
7230,4049,0,249,,paru_wds,paru,,Irregular,wds,instant_paru_wds,Series,,,,1
8045,8019,1,1,,instant,,,,,folder2014dec10154511382,,,,,1
5139,5114,0,0,,spfu_ob,spfu,,Irregular,ob,instant_spfu_ob,Series,,,,1
5140,5114,0,1,,spfu_obm,spfu,,Irregular,obm,instant_spfu_obm,Series,,,,1
5141,5114,0,2,,spfu_obx,spfu,,Irregular,obx,instant_spfu_obx,Series,,,,1
5142,5114,0,3,,spfu_obn,spfu,,Irregular,obn,instant_spfu_obn,Series,,,,1
5143,5114,0,4,,spfu_tu,spfu,,Irregular,tu,instant_spfu_tu,Series,,,,1
5144,5114,0,5,,spfu_tux,spfu,,Irregular,tux,instant_spfu_tux,Series,,,,1
5145,5114,0,6,,spfu_tun,spfu,,Irregular,tun,instant_spfu_tun,Series,,,,1
5146,5114,0,7,,spfu_ea,spfu,,Irregular,ea,instant_spfu_ea,Series,,,,1
5147,5114,0,8,,spfu_tp,spfu,,Irregular,tp,instant_spfu_tp,Series,,,,1
5148,5114,0,9,,spfu_wd,spfu,,Irregular,wd,instant_spfu_wd,Series,,,,1
5149,5114,0,10,,spfu_ws,spfu,,Irregular,ws,instant_spfu_ws,Series,,,,1
5150,5114,0,11,,spfu_wg,spfu,,Irregular,wg,instant_spfu_wg,Series,,,,1
5151,5114,0,12,,spfu_ui,spfu,,Irregular,ui,instant_spfu_ui,Series,,,,1
5152,5114,0,13,,spfu_sq,spfu,,Irregular,sq,instant_spfu_sq,Series,,,,1
5153,5114,0,14,,spfu_si,spfu,,Irregular,si,instant_spfu_si,Series,,,,1
5154,5114,0,15,,spfu_pc,spfu,,Irregular,pc,instant_spfu_pc,Series,,,,1
5155,5114,0,16,,spfu_sw,spfu,,Irregular,sw,instant_spfu_sw,Series,,,,1
5156,5114,0,17,,spfu_sv,spfu,,Irregular,sv,instant_spfu_sv,Series,,,,1
5158,5157,1,0,,instant,,,,,,,,,,0
5159,5157,1,0,,daily,,,,,,,,,,0
5177,5158,0,0,,ssvn_obm,ssvn,,Irregular,obm,instant_ssvn_obm,Series,,,,1
5178,5158,0,1,,ssvn_tu,ssvn,,Irregular,tu,instant_ssvn_tu,Series,,,,1
5179,5158,0,2,,ssvn_tp,ssvn,,Irregular,tp,instant_ssvn_tp,Series,,,,1
5180,5158,0,3,,ssvn_wd,ssvn,,Irregular,wd,instant_ssvn_wd,Series,,,,1
5181,5158,0,4,,ssvn_wds,ssvn,,Irregular,wds,instant_ssvn_wds,Series,,,,1
5182,5158,0,5,,ssvn_ws,ssvn,,Irregular,ws,instant_ssvn_ws,Series,,,,1
5183,5158,0,6,,ssvn_wg,ssvn,,Irregular,wg,instant_ssvn_wg,Series,,,,1
5184,5158,0,7,,ssvn_bp,ssvn,,Irregular,bp,instant_ssvn_bp,Series,,,,1
5185,5158,0,8,,ssvn_sq,ssvn,,Irregular,sq,instant_ssvn_sq,Series,,,,1
5186,5158,0,9,,ssvn_si,ssvn,,Irregular,si,instant_ssvn_si,Series,,,,1
5187,5158,0,10,,ssvn_pc,ssvn,,Irregular,pc,instant_ssvn_pc,Series,,,,1
7226,1460,0,245,,drpw_wds,drpw,,Irregular,wds,instant_drpw_wds,Series,,,,1
5208,5189,0,0,,stvn_obm,stvn,,Irregular,obm,instant_stvn_obm,Series,,,,1
5209,5189,0,1,,stvn_tu,stvn,,Irregular,tu,instant_stvn_tu,Series,,,,1
5210,5189,0,2,,stvn_tp,stvn,,Irregular,tp,instant_stvn_tp,Series,,,,1
5211,5189,0,3,,stvn_wd,stvn,,Irregular,wd,instant_stvn_wd,Series,,,,1
5212,5189,0,4,,stvn_wds,stvn,,Irregular,wds,instant_stvn_wds,Series,,,,1
5213,5189,0,5,,stvn_ws,stvn,,Irregular,ws,instant_stvn_ws,Series,,,,1
5214,5189,0,6,,stvn_wg,stvn,,Irregular,wg,instant_stvn_wg,Series,,,,1
5215,5189,0,7,,stvn_bp,stvn,,Irregular,bp,instant_stvn_bp,Series,,,,1
5216,5189,0,8,,stvn_sq,stvn,,Irregular,sq,instant_stvn_sq,Series,,,,1
5217,5189,0,9,,stvn_si,stvn,,Irregular,si,instant_stvn_si,Series,,,,1
5218,5189,0,10,,stvn_pc,stvn,,Irregular,pc,instant_stvn_pc,Series,,,,1
5220,5219,1,0,,instant,,,,,,,,,,0
5221,5219,1,0,,daily,,,,,,,,,,0
5241,5220,0,0,,sugi_ob,sugi,,Irregular,ob,instant_sugi_ob,Series,,,,1
5242,5220,0,1,,sugi_tu,sugi,,Irregular,tu,instant_sugi_tu,Series,,,,1
5246,5220,0,5,,sugi_wds,sugi,,Irregular,wds,instant_sugi_wds,Series,,,,1
5247,5220,0,6,,sugi_si,sugi,,Irregular,si,instant_sugi_si,Series,,,,1
5248,5220,0,7,,sugi_pi,sugi,,Irregular,pi,instant_sugi_pi,Series,,,,1
5249,5220,0,8,,sugi_bp,sugi,,Irregular,bp,instant_sugi_bp,Series,,,,1
5250,5220,0,9,,sugi_tp,sugi,,Irregular,tp,instant_sugi_tp,Series,,,,1
8046,8019,1,2,,daily,,,,,folder2014dec10154514769,,,,,1
5252,5251,1,0,,instant,,,,,,,,,,0
5253,5251,1,0,,daily,,,,,,,,,,0
14991,5634,1,4630,,mchi,mchi,,,,,,,,,0
5271,5252,0,0,,sutu_ob,sutu,,Irregular,ob,instant_sutu_ob,Series,,,,1
5272,5252,0,1,,sutu_obm,sutu,,Irregular,obm,instant_sutu_obm,Series,,,,1
5454,5414,0,15,,trmu_pc,trmu,,Irregular,pc,instant_trmu_pc,Series,,,,1
5273,5252,0,2,,sutu_obx,sutu,,Irregular,obx,instant_sutu_obx,Series,,,,1
5274,5252,0,3,,sutu_obn,sutu,,Irregular,obn,instant_sutu_obn,Series,,,,1
5275,5252,0,4,,sutu_tu,sutu,,Irregular,tu,instant_sutu_tu,Series,,,,1
5276,5252,0,5,,sutu_tux,sutu,,Irregular,tux,instant_sutu_tux,Series,,,,1
5277,5252,0,6,,sutu_tun,sutu,,Irregular,tun,instant_sutu_tun,Series,,,,1
5278,5252,0,7,,sutu_ea,sutu,,Irregular,ea,instant_sutu_ea,Series,,,,1
5279,5252,0,8,,sutu_tp,sutu,,Irregular,tp,instant_sutu_tp,Series,,,,1
5280,5252,0,9,,sutu_wd,sutu,,Irregular,wd,instant_sutu_wd,Series,,,,1
5281,5252,0,10,,sutu_ws,sutu,,Irregular,ws,instant_sutu_ws,Series,,,,1
5282,5252,0,11,,sutu_wg,sutu,,Irregular,wg,instant_sutu_wg,Series,,,,1
5283,5252,0,12,,sutu_ui,sutu,,Irregular,ui,instant_sutu_ui,Series,,,,1
5284,5252,0,13,,sutu_sq,sutu,,Irregular,sq,instant_sutu_sq,Series,,,,1
5285,5252,0,14,,sutu_si,sutu,,Irregular,si,instant_sutu_si,Series,,,,1
5286,5252,0,15,,sutu_pc,sutu,,Irregular,pc,instant_sutu_pc,Series,,,,1
5289,5287,1,0,,daily,,,,,,,,,,0
5307,5288,0,0,,swmn_obm,swmn,,Irregular,obm,instant_swmn_obm,Series,,,,1
5308,5288,0,1,,swmn_tu,swmn,,Irregular,tu,instant_swmn_tu,Series,,,,1
5309,5288,0,2,,swmn_tp,swmn,,Irregular,tp,instant_swmn_tp,Series,,,,1
5310,5288,0,3,,swmn_wd,swmn,,Irregular,wd,instant_swmn_wd,Series,,,,1
5311,5288,0,4,,swmn_wds,swmn,,Irregular,wds,instant_swmn_wds,Series,,,,1
5312,5288,0,5,,swmn_ws,swmn,,Irregular,ws,instant_swmn_ws,Series,,,,1
5313,5288,0,6,,swmn_wg,swmn,,Irregular,wg,instant_swmn_wg,Series,,,,1
5314,5288,0,7,,swmn_bp,swmn,,Irregular,bp,instant_swmn_bp,Series,,,,1
5315,5288,0,8,,swmn_sq,swmn,,Irregular,sq,instant_swmn_sq,Series,,,,1
5316,5288,0,9,,swmn_si,swmn,,Irregular,si,instant_swmn_si,Series,,,,1
5317,5288,0,10,,swmn_pc,swmn,,Irregular,pc,instant_swmn_pc,Series,,,,1
5319,5318,1,0,,instant,,,,,,,,,,0
10634,10631,0,10634,,lbco_gh,lbco,feet,Irregular,gh,instant_lbco_gh,Series,,,,1
19132,14946,1,1,,instant,,,,,folder2017sep07073401139,Series,,,,1
5524,5494,0,3,,twfi_obn,twfi,,Irregular,obn,instant_twfi_obn,Series,,,,1
11778,11759,0,11778,sum,gun01_ua,gun01,,Daily,ua,daily_gun01_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,23)",,1
5337,5319,0,0,,tabi_ob,tabi,,Irregular,ob,instant_tabi_ob,Series,,,,1
5338,5319,0,1,,tabi_tu,tabi,,Irregular,tu,instant_tabi_tu,Series,,,,1
5339,5319,0,2,,tabi_wd,tabi,,Irregular,wd,instant_tabi_wd,Series,,,,1
5340,5319,0,3,,tabi_ws,tabi,,Irregular,ws,instant_tabi_ws,Series,,,,1
5341,5319,0,4,,tabi_wg,tabi,,Irregular,wg,instant_tabi_wg,Series,,,,1
5342,5319,0,5,,tabi_wds,tabi,,Irregular,wds,instant_tabi_wds,Series,,,,1
10269,10268,1,0,,instant,,,,,,,,,,0
5343,5319,0,6,,tabi_si,tabi,,Irregular,si,instant_tabi_si,Series,,,,1
5344,5319,0,7,,tabi_pi,tabi,,Irregular,pi,instant_tabi_pi,Series,,,,1
12844,12843,1,0,,instant,,,,,,,,,,0
5348,5346,1,0,,daily,,,,,,,,,,0
5368,5347,0,0,,teri_ob,teri,,Irregular,ob,instant_teri_ob,Series,,,,1
5369,5347,0,1,,teri_tu,teri,,Irregular,tu,instant_teri_tu,Series,,,,1
5370,5347,0,2,,teri_wd,teri,,Irregular,wd,instant_teri_wd,Series,,,,1
5371,5347,0,3,,teri_ws,teri,,Irregular,ws,instant_teri_ws,Series,,,,1
5372,5347,0,4,,teri_wg,teri,,Irregular,wg,instant_teri_wg,Series,,,,1
5373,5347,0,5,,teri_wds,teri,,Irregular,wds,instant_teri_wds,Series,,,,1
5374,5347,0,6,,teri_si,teri,,Irregular,si,instant_teri_si,Series,,,,1
5375,5347,0,7,,teri_pi,teri,,Irregular,pi,instant_teri_pi,Series,,,,1
5376,5347,0,8,,teri_bp,teri,,Irregular,bp,instant_teri_bp,Series,,,,1
5397,5379,0,0,,tfgi_ob,tfgi,,Irregular,ob,instant_tfgi_ob,Series,,,,1
5398,5379,0,1,,tfgi_obm,tfgi,,Irregular,obm,instant_tfgi_obm,Series,,,,1
5399,5379,0,2,,tfgi_obx,tfgi,,Irregular,obx,instant_tfgi_obx,Series,,,,1
5400,5379,0,3,,tfgi_obn,tfgi,,Irregular,obn,instant_tfgi_obn,Series,,,,1
5401,5379,0,4,,tfgi_tu,tfgi,,Irregular,tu,instant_tfgi_tu,Series,,,,1
5402,5379,0,5,,tfgi_tux,tfgi,,Irregular,tux,instant_tfgi_tux,Series,,,,1
5403,5379,0,6,,tfgi_tun,tfgi,,Irregular,tun,instant_tfgi_tun,Series,,,,1
5404,5379,0,7,,tfgi_ea,tfgi,,Irregular,ea,instant_tfgi_ea,Series,,,,1
5405,5379,0,8,,tfgi_tp,tfgi,,Irregular,tp,instant_tfgi_tp,Series,,,,1
5406,5379,0,9,,tfgi_wd,tfgi,,Irregular,wd,instant_tfgi_wd,Series,,,,1
5407,5379,0,10,,tfgi_ws,tfgi,,Irregular,ws,instant_tfgi_ws,Series,,,,1
5408,5379,0,11,,tfgi_wg,tfgi,,Irregular,wg,instant_tfgi_wg,Series,,,,1
5409,5379,0,12,,tfgi_ui,tfgi,,Irregular,ui,instant_tfgi_ui,Series,,,,1
5410,5379,0,13,,tfgi_sq,tfgi,,Irregular,sq,instant_tfgi_sq,Series,,,,1
5411,5379,0,14,,tfgi_si,tfgi,,Irregular,si,instant_tfgi_si,Series,,,,1
5412,5379,0,15,,tfgi_pc,tfgi,,Irregular,pc,instant_tfgi_pc,Series,,,,1
5415,5413,1,0,,daily,,,,,,,,,,0
5439,5414,0,0,,trmu_ob,trmu,,Irregular,ob,instant_trmu_ob,Series,,,,1
5440,5414,0,1,,trmu_obm,trmu,,Irregular,obm,instant_trmu_obm,Series,,,,1
5441,5414,0,2,,trmu_obx,trmu,,Irregular,obx,instant_trmu_obx,Series,,,,1
5442,5414,0,3,,trmu_obn,trmu,,Irregular,obn,instant_trmu_obn,Series,,,,1
5443,5414,0,4,,trmu_tu,trmu,,Irregular,tu,instant_trmu_tu,Series,,,,1
5444,5414,0,5,,trmu_tux,trmu,,Irregular,tux,instant_trmu_tux,Series,,,,1
5445,5414,0,6,,trmu_tun,trmu,,Irregular,tun,instant_trmu_tun,Series,,,,1
5446,5414,0,7,,trmu_ea,trmu,,Irregular,ea,instant_trmu_ea,Series,,,,1
5447,5414,0,8,,trmu_tp,trmu,,Irregular,tp,instant_trmu_tp,Series,,,,1
5448,5414,0,9,,trmu_wd,trmu,,Irregular,wd,instant_trmu_wd,Series,,,,1
5449,5414,0,10,,trmu_ws,trmu,,Irregular,ws,instant_trmu_ws,Series,,,,1
5450,5414,0,11,,trmu_wg,trmu,,Irregular,wg,instant_trmu_wg,Series,,,,1
5451,5414,0,12,,trmu_ui,trmu,,Irregular,ui,instant_trmu_ui,Series,,,,1
5452,5414,0,13,,trmu_sq,trmu,,Irregular,sq,instant_trmu_sq,Series,,,,1
5453,5414,0,14,,trmu_si,trmu,,Irregular,si,instant_trmu_si,Series,,,,1
5455,5414,0,16,,trmu_sw,trmu,,Irregular,sw,instant_trmu_sw,Series,,,,1
5456,5414,0,17,,trmu_sv,trmu,,Irregular,sv,instant_trmu_sv,Series,,,,1
5458,5457,1,0,,instant,,,,,,,,,,0
5459,5457,1,0,,daily,,,,,,,,,,0
5477,5458,0,0,,trti_ob,trti,,Irregular,ob,instant_trti_ob,Series,,,,1
5478,5458,0,1,,trti_obm,trti,,Irregular,obm,instant_trti_obm,Series,,,,1
5479,5458,0,2,,trti_obx,trti,,Irregular,obx,instant_trti_obx,Series,,,,1
5480,5458,0,3,,trti_obn,trti,,Irregular,obn,instant_trti_obn,Series,,,,1
5481,5458,0,4,,trti_tu,trti,,Irregular,tu,instant_trti_tu,Series,,,,1
5482,5458,0,5,,trti_tux,trti,,Irregular,tux,instant_trti_tux,Series,,,,1
5483,5458,0,6,,trti_tun,trti,,Irregular,tun,instant_trti_tun,Series,,,,1
5484,5458,0,7,,trti_ea,trti,,Irregular,ea,instant_trti_ea,Series,,,,1
5485,5458,0,8,,trti_tp,trti,,Irregular,tp,instant_trti_tp,Series,,,,1
5486,5458,0,9,,trti_wd,trti,,Irregular,wd,instant_trti_wd,Series,,,,1
5487,5458,0,10,,trti_ws,trti,,Irregular,ws,instant_trti_ws,Series,,,,1
5488,5458,0,11,,trti_wg,trti,,Irregular,wg,instant_trti_wg,Series,,,,1
5489,5458,0,12,,trti_ui,trti,,Irregular,ui,instant_trti_ui,Series,,,,1
5490,5458,0,13,,trti_sq,trti,,Irregular,sq,instant_trti_sq,Series,,,,1
5491,5458,0,14,,trti_si,trti,,Irregular,si,instant_trti_si,Series,,,,1
5492,5458,0,15,,trti_pc,trti,,Irregular,pc,instant_trti_pc,Series,,,,1
8047,8020,1,1,,instant,,,,,folder2014dec10154546935,,,,,1
5494,5493,1,0,,instant,,,,,,,,,,0
5495,5493,1,0,,daily,,,,,,,,,,0
8394,8325,1,56,,instant,,,,,folder2014dec11162520832,,,,,1
10635,10631,0,10635,sum,lbco_q,lbco,cfs,Irregular,q,instant_lbco_q,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%.csv"")",,1
5521,5494,0,0,,twfi_ob,twfi,,Irregular,ob,instant_twfi_ob,Series,,,,1
5522,5494,0,1,,twfi_obm,twfi,,Irregular,obm,instant_twfi_obm,Series,,,,1
5523,5494,0,2,,twfi_obx,twfi,,Irregular,obx,instant_twfi_obx,Series,,,,1
11867,11866,1,0,,quality,,,,,,,,,,0
5525,5494,0,4,,twfi_tu,twfi,,Irregular,tu,instant_twfi_tu,Series,,,,1
5526,5494,0,5,,twfi_tux,twfi,,Irregular,tux,instant_twfi_tux,Series,,,,1
5527,5494,0,6,,twfi_tun,twfi,,Irregular,tun,instant_twfi_tun,Series,,,,1
5528,5494,0,7,,twfi_ea,twfi,,Irregular,ea,instant_twfi_ea,Series,,,,1
5529,5494,0,8,,twfi_tp,twfi,,Irregular,tp,instant_twfi_tp,Series,,,,1
5530,5494,0,9,,twfi_wd,twfi,,Irregular,wd,instant_twfi_wd,Series,,,,1
5531,5494,0,10,,twfi_ws,twfi,,Irregular,ws,instant_twfi_ws,Series,,,,1
10270,10268,1,0,,daily,,,,,,,,,,0
5532,5494,0,11,,twfi_wg,twfi,,Irregular,wg,instant_twfi_wg,Series,,,,1
5533,5494,0,12,,twfi_ui,twfi,,Irregular,ui,instant_twfi_ui,Series,,,,1
5534,5494,0,13,,twfi_sq,twfi,,Irregular,sq,instant_twfi_sq,Series,,,,1
5535,5494,0,14,,twfi_si,twfi,,Irregular,si,instant_twfi_si,Series,,,,1
5536,5494,0,15,,twfi_sq2,twfi,,Irregular,sq2,instant_twfi_sq2,Series,,,,1
5537,5494,0,16,,twfi_si2,twfi,,Irregular,si2,instant_twfi_si2,Series,,,,1
5538,5494,0,17,,twfi_pc,twfi,,Irregular,pc,instant_twfi_pc,Series,,,,1
5539,5494,0,18,,twfi_za,twfi,,Irregular,za,instant_twfi_za,Series,,,,1
5540,5494,0,19,,twfi_sw,twfi,,Irregular,sw,instant_twfi_sw,Series,,,,1
5541,5494,0,20,,twfi_eh,twfi,,Irregular,eh,instant_twfi_eh,Series,,,,1
5543,5542,1,0,,instant,,,,,,,,,,0
5544,5542,1,0,,daily,,,,,,,,,,0
5614,5587,0,0,,wrdo_ob,wrdo,,Irregular,ob,instant_wrdo_ob,Series,,,,1
5615,5587,0,1,,wrdo_obm,wrdo,,Irregular,obm,instant_wrdo_obm,Series,,,,1
8048,8020,1,2,,daily,,,,,folder2014dec10154549971,,,,,1
10911,10909,1,0,,daily,,,,,,,,,,0
17008,5634,1,3150,,grpo,grpo,,,,folder2017may30130322048,Series,,,,1
5568,5543,0,0,,vecu_ob,vecu,,Irregular,ob,instant_vecu_ob,Series,,,,1
5569,5543,0,1,,vecu_obm,vecu,,Irregular,obm,instant_vecu_obm,Series,,,,1
5570,5543,0,2,,vecu_obx,vecu,,Irregular,obx,instant_vecu_obx,Series,,,,1
5571,5543,0,3,,vecu_obn,vecu,,Irregular,obn,instant_vecu_obn,Series,,,,1
5572,5543,0,4,,vecu_tu,vecu,,Irregular,tu,instant_vecu_tu,Series,,,,1
5573,5543,0,5,,vecu_tux,vecu,,Irregular,tux,instant_vecu_tux,Series,,,,1
5574,5543,0,6,,vecu_tun,vecu,,Irregular,tun,instant_vecu_tun,Series,,,,1
5575,5543,0,7,,vecu_ea,vecu,,Irregular,ea,instant_vecu_ea,Series,,,,1
5576,5543,0,8,,vecu_tp,vecu,,Irregular,tp,instant_vecu_tp,Series,,,,1
5577,5543,0,9,,vecu_wd,vecu,,Irregular,wd,instant_vecu_wd,Series,,,,1
5578,5543,0,10,,vecu_ws,vecu,,Irregular,ws,instant_vecu_ws,Series,,,,1
5579,5543,0,11,,vecu_wg,vecu,,Irregular,wg,instant_vecu_wg,Series,,,,1
5580,5543,0,12,,vecu_ui,vecu,,Irregular,ui,instant_vecu_ui,Series,,,,1
5581,5543,0,13,,vecu_sq,vecu,,Irregular,sq,instant_vecu_sq,Series,,,,1
5582,5543,0,14,,vecu_si,vecu,,Irregular,si,instant_vecu_si,Series,,,,1
5583,5543,0,15,,vecu_pc,vecu,,Irregular,pc,instant_vecu_pc,Series,,,,1
5584,5543,0,16,,vecu_sw,vecu,,Irregular,sw,instant_vecu_sw,Series,,,,1
5585,5543,0,17,,vecu_sv,vecu,,Irregular,sv,instant_vecu_sv,Series,,,,1
5587,5586,1,0,,instant,,,,,,,,,,0
5588,5586,1,0,,daily,,,,,,,,,,0
5616,5587,0,2,,wrdo_obx,wrdo,,Irregular,obx,instant_wrdo_obx,Series,,,,1
5617,5587,0,3,,wrdo_obn,wrdo,,Irregular,obn,instant_wrdo_obn,Series,,,,1
5618,5587,0,4,,wrdo_tu,wrdo,,Irregular,tu,instant_wrdo_tu,Series,,,,1
5619,5587,0,5,,wrdo_tux,wrdo,,Irregular,tux,instant_wrdo_tux,Series,,,,1
5620,5587,0,6,,wrdo_tun,wrdo,,Irregular,tun,instant_wrdo_tun,Series,,,,1
5621,5587,0,7,,wrdo_ea,wrdo,,Irregular,ea,instant_wrdo_ea,Series,,,,1
5622,5587,0,8,,wrdo_tp,wrdo,,Irregular,tp,instant_wrdo_tp,Series,,,,1
5623,5587,0,9,,wrdo_wd,wrdo,,Irregular,wd,instant_wrdo_wd,Series,,,,1
5624,5587,0,10,,wrdo_ws,wrdo,,Irregular,ws,instant_wrdo_ws,Series,,,,1
5625,5587,0,11,,wrdo_wg,wrdo,,Irregular,wg,instant_wrdo_wg,Series,,,,1
5626,5587,0,12,,wrdo_ui,wrdo,,Irregular,ui,instant_wrdo_ui,Series,,,,1
5627,5587,0,13,,wrdo_sq,wrdo,,Irregular,sq,instant_wrdo_sq,Series,,,,1
5628,5587,0,14,,wrdo_si,wrdo,,Irregular,si,instant_wrdo_si,Series,,,,1
5629,5587,0,15,,wrdo_pc,wrdo,,Irregular,pc,instant_wrdo_pc,Series,,,,1
5630,5587,0,16,,wrdo_sw,wrdo,,Irregular,sw,instant_wrdo_sw,Series,,,,1
5631,5587,0,17,,wrdo_sv,wrdo,,Irregular,sv,instant_wrdo_sv,Series,,,,1
5632,5587,0,18,,wrdo_au,wrdo,,Irregular,au,instant_wrdo_au,Series,,,,1
5633,5587,0,19,,wrdo_lw,wrdo,,Irregular,lw,instant_wrdo_lw,Series,,,,1
16410,16406,0,1,,blom_mm,blom,,Daily,mm,daily_blom_mm,Series,,,,1
8050,8021,1,2,,daily,,,,,folder2014dec10154623251,,,,,1
8049,8021,1,1,,instant,,,,,folder2014dec10154618297,,,,,1
6658,8299,0,108,sum,gwsi_hj,gwsi,,Irregular,hj,instant_gwsi_hj,CalculationSeries,,"FileRatingTable(gwsi_gh,""gwsi_shift.csv"")",usgs,1
6659,8299,0,109,sum,gwsi_q,gwsi,,Irregular,q,instant_gwsi_q,CalculationSeries,,"FileRatingTable(gwsi_gh,""gwsi.csv"")",usgs,1
7233,4093,0,252,,pcyo_wds,pcyo,,Irregular,wds,instant_pcyo_wds,Series,,,,1
16411,16406,0,1,,blom_mx,blom,,Daily,mx,daily_blom_mx,Series,,,,1
8051,8022,1,1,,instant,,,,,folder2014dec10154653394,,,,,1
8123,8072,1,1,,instant,,,,,folder2014dec10160520744,,,,,1
8124,8072,1,2,,daily,,,,,folder2014dec10160523861,,,,,1
7235,4784,0,254,,shli_wds,shli,,Irregular,wds,instant_shli_wds,Series,,,,1
16412,16406,0,1,,blom_mn,blom,,Daily,mn,daily_blom_mn,Series,,,,1
19122,19111,0,2,sum,wafi_qc,wafi,,Irregular,qc,instant_wafi_qc,CalculationSeries,,"GenericWeir(wafi_ch,0,16.835,1.5)",,1
10846,10841,0,10846,,ffci_ch2,ffci,feet,Irregular,ch2,instant_ffci_ch2,Series,,,,1
10912,10909,1,0,,quality,,,,,,,,,,0
6816,8051,0,262,sum,tncm_hj,tncm,,Irregular,hj,instant_tncm_hj,CalculationSeries,,"FileRatingTable(tncm_gh,""tncm_shift.csv"")",usgs,1
6670,8286,0,120,sum,hfai_hj,hfai,,Irregular,hj,instant_hfai_hj,CalculationSeries,,"FileRatingTable(hfai_gh,""hfai_shift.csv"")",usgs,1
19133,19132,0,1,sum,fis_af,fis,,Irregular,af,instant_fis_af,CalculationSeries,,"FileRatingTable(fis_fb,""fis_af.csv"")",,1
6685,8274,0,135,sum,isli_q,isli,,Irregular,q,instant_isli_q,CalculationSeries,,"FileRatingTable(isli_gh,""isli.csv"")",usgs,1
