A_ID,parentid,isfolder,sortorder,iconname,name,siteid,units,timeinterval,parameter,tablename,provider,connectionstring,expression,notes,enabled
1778,1777,0,1146,sum,fafi_et,fafi,,Daily,et,daily_fafi_et,CalculationSeries,,"DailyEtKimberlyPenman(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,daily_%site%_sr,%site%.latitude,%site%.elevation)",,1
15788,15787,0,1,,beci_pc,beci,,Daily,pc,daily_beci_pc,Series,,,,1
1799,1777,0,1167,sum,fafi_zh,fafi,,Daily,zh,daily_fafi_zh,CalculationSeries,,DailyMax(instant_%site%_zb),,1
15789,15787,0,1,,beci_se,beci,,Daily,se,daily_beci_se,Series,,,,1
1836,1824,0,1182,sum,faln_tg,faln,,Daily,tg,daily_faln_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obx,instant_%site%_obn,86.0,50.0)",,1
1845,1824,0,1191,sum,faln_zg,faln,,Daily,zg,daily_faln_zg,CalculationSeries,,DailyMin(instant_%site%_zb),,1
1826,1824,0,1172,sum,faln_etos,faln,,Daily,etos,daily_faln_etos,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation, 0.34,900)",,1
1833,1824,0,1179,sum,faln_pu,faln,,Daily,pu,daily_faln_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
1834,1824,0,1180,sum,faln_sr,faln,,Daily,sr,daily_faln_sr,CalculationSeries,,"DailySum(instant_%site%_si,92)/4.0",,1
1839,1824,0,1185,sum,faln_wg,faln,,Daily,wg,daily_faln_wg,CalculationSeries,,DailyMax(instant_%site%_wg),,1
1832,1824,0,1178,sum,faln_pp,faln,,Daily,pp,daily_faln_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
1835,1824,0,1181,sum,faln_ta,faln,,Daily,ta,daily_faln_ta,CalculationSeries,,"DailyAverage(instant_%site%_tu,92)",,1
8385,8320,1,67,,daily,,,,,folder2014dec11162125662,,,,,1
7639,7637,1,2,,instant,,,,,folder2014dec05153228153,,,,,1
7633,5635,1,498,,boisys,,,,,folder2014dec01152014165,,,,,1
15790,15787,0,1,,beci_sd,beci,,Daily,sd,daily_beci_sd,Series,,,,1
15791,15787,0,1,,beci_mm,beci,,Daily,mm,daily_beci_mm,Series,,,,1
193,168,0,0,,ahti_ob,ahti,,Irregular,ob,instant_ahti_ob,Series,,,,1
194,168,0,1,,ahti_obm,ahti,,Irregular,obm,instant_ahti_obm,Series,,,,1
195,168,0,2,,ahti_obx,ahti,,Irregular,obx,instant_ahti_obx,Series,,,,1
196,168,0,3,,ahti_obn,ahti,,Irregular,obn,instant_ahti_obn,Series,,,,1
9671,9535,1,0,,daily,,,,,,,,,,0
15792,15787,0,1,,beci_mx,beci,,Daily,mx,daily_beci_mx,Series,,,,1
15793,15787,0,1,,beci_mn,beci,,Daily,mn,daily_beci_mn,Series,,,,1
205,168,0,12,,ahti_ui,ahti,,Irregular,ui,instant_ahti_ui,Series,,,,1
206,168,0,13,,ahti_sq,ahti,,Irregular,sq,instant_ahti_sq,Series,,,,1
207,168,0,14,,ahti_si,ahti,,Irregular,si,instant_ahti_si,Series,,,,1
208,168,0,15,,ahti_pc,ahti,,Irregular,pc,instant_ahti_pc,Series,,,,1
209,168,0,16,,ahti_sw,ahti,,Irregular,sw,instant_ahti_sw,Series,,,,1
210,168,0,17,,ahti_sv,ahti,,Irregular,sv,instant_ahti_sv,Series,,,,1
213,211,1,0,,daily,,,,,,,,,,0
7022,8237,0,41,,malo_wf,malo,,Irregular,wf,instant_malo_wf,Series,,,,1
5812,8515,0,228,sum,amfi_qd,amfi,,Daily,qd,daily_amfi_qd,CalculationSeries,,DailyAverage(instant_amfi_q),,1
15794,15787,0,1,,beci_ss,beci,,Daily,ss,daily_beci_ss,Series,,,,1
1842,1824,0,1187,sum,faln_xc,faln,,Daily,xc,daily_faln_xc,CalculationSeries,,DailyMin(instant_%site%_sw),,1
1840,1824,0,1186,sum,faln_wr,faln,,Daily,wr,daily_faln_wr,CalculationSeries,,"DailySum(instant_%site%_ws,92)/4.0",,1
1827,1824,0,1173,sum,faln_etrs,faln,,Daily,etrs,daily_faln_etrs,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation,0.38,1600.0)",,1
1844,1824,0,1190,sum,faln_yw,faln,,Daily,yw,daily_faln_yw,CalculationSeries,,"DailyAverage(instant_%site%_sw,92)",,1
10599,10595,0,10599,sum,csro_qc,csro,cfs,Irregular,qc,instant_csro_qc,CalculationSeries,,"FileRatingTable(%site%_ch,""%site%.csv"")",,1
17959,17958,1,1,,instant,,,,,folder2017jun20101201995,Series,,,,1
15796,15795,1,1,,daily,,,,,folder2017may30130116157,Series,,,,1
10600,10595,0,10600,sum,csro_hh,csro,feet,Irregular,hh,instant_csro_hh,CalculationSeries,,"FileRatingTable(%site%_ch,""%site%_shift.csv"")",,1
15797,15796,0,1,,brmi_pc,brmi,,Daily,pc,daily_brmi_pc,Series,,,,1
1838,1824,0,1184,sum,faln_ud,faln,,Daily,ud,daily_faln_ud,CalculationSeries,,DailyAzimuth(instant_%site%_wd),,1
1841,1824,0,1189,sum,faln_ym,faln,,Daily,ym,daily_faln_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
17960,17958,1,2,,daily,,,,,folder2017jun20101202671,Series,,,,1
1843,1824,0,1188,sum,faln_xg,faln,,Daily,xg,daily_faln_xg,CalculationSeries,,DailyMax(instant_%site%_sw),,1
1828,1824,0,1174,sum,faln_mm,faln,,Daily,mm,daily_faln_mm,CalculationSeries,,"DailyAverage(instant_%site%_obm,92)",,1
1829,1824,0,1175,sum,faln_mn,faln,,Daily,mn,daily_faln_mn,CalculationSeries,,DailyMin(instant_%site%_obn),,1
1830,1824,0,1176,sum,faln_mx,faln,,Daily,mx,daily_faln_mx,CalculationSeries,,DailyMax(instant_%site%_obx),,1
1846,1824,0,1192,sum,faln_zh,faln,,Daily,zh,daily_faln_zh,CalculationSeries,,DailyMax(instant_%site%_zb),,1
8088,5634,1,5770,,peki,peki,,,,folder2014dec10155116305,,,,,1
1837,1824,0,1183,sum,faln_ua,faln,,Daily,ua,daily_faln_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,92)",,1
1831,1824,0,1177,sum,faln_pc,faln,,Daily,pc,daily_faln_pc,CalculationSeries,,DailyMidnight(instant_%site%_pc),,1
1825,1824,0,1171,sum,faln_et,faln,,Daily,et,daily_faln_et,CalculationSeries,,"DailyEtKimberlyPenman(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,daily_%site%_sr,%site%.latitude,%site%.elevation)",,1
1890,1867,0,1218,sum,flou_yw,flou,,Daily,yw,daily_flou_yw,CalculationSeries,,"DailyAverage(instant_%site%_sw,92)",,1
1886,1867,0,1213,sum,flou_xd,flou,,Daily,xd,daily_flou_xd,CalculationSeries,,DailyMin(instant_%site%_sv),,1
1868,1867,0,1196,sum,flou_et,flou,,Daily,et,daily_flou_et,CalculationSeries,,"DailyEtKimberlyPenman(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,daily_%site%_sr,%site%.latitude,%site%.elevation)",,1
1889,1867,0,1216,sum,flou_xj,flou,,Daily,xj,daily_flou_xj,CalculationSeries,,"DailyAverage(instant_%site%_sv,92)",,1
8605,8604,1,0,,instant,,,,,,,,,,0
15798,15796,0,1,,brmi_se,brmi,,Daily,se,daily_brmi_se,Series,,,,1
11005,9184,1,0,,quality,,,,,,,,,,0
15799,15796,0,1,,brmi_sd,brmi,,Daily,sd,daily_brmi_sd,Series,,,,1
231,212,0,0,,anvn_obm,anvn,,Irregular,obm,instant_anvn_obm,Series,,,,1
232,212,0,1,,anvn_tu,anvn,,Irregular,tu,instant_anvn_tu,Series,,,,1
233,212,0,2,,anvn_tp,anvn,,Irregular,tp,instant_anvn_tp,Series,,,,1
234,212,0,3,,anvn_wd,anvn,,Irregular,wd,instant_anvn_wd,Series,,,,1
235,212,0,4,,anvn_wds,anvn,,Irregular,wds,instant_anvn_wds,Series,,,,1
236,212,0,5,,anvn_ws,anvn,,Irregular,ws,instant_anvn_ws,Series,,,,1
237,212,0,6,,anvn_wg,anvn,,Irregular,wg,instant_anvn_wg,Series,,,,1
238,212,0,7,,anvn_bp,anvn,,Irregular,bp,instant_anvn_bp,Series,,,,1
239,212,0,8,,anvn_sq,anvn,,Irregular,sq,instant_anvn_sq,Series,,,,1
240,212,0,9,,anvn_si,anvn,,Irregular,si,instant_anvn_si,Series,,,,1
241,212,0,10,,anvn_pc,anvn,,Irregular,pc,instant_anvn_pc,Series,,,,1
243,242,1,0,,instant,,,,,,,,,,0
7643,7642,1,223,,daily,,,,,folder2014dec05170111499,,,,,1
8515,8441,1,2,,daily,,,,,folder2014dec19131533832,,,,,1
8355,8305,1,97,,daily,,,,,folder2014dec11160955499,,,,,1
8395,8325,1,57,,daily,,,,,folder2014dec11162523785,,,,,1
8367,8311,1,85,,instant,,,,,folder2014dec11161416340,,,,,1
15800,15796,0,1,,brmi_mm,brmi,,Daily,mm,daily_brmi_mm,Series,,,,1
7023,8525,0,42,,sjno_gh,sjno,,Irregular,gh,instant_sjno_gh,Series,,,,1
19561,14949,0,287,sum,ark_mm,ark,,Daily,mm,daily_ark_mm,CalculationSeries,,DailyAverage(instant_ark_ob),,1
14139,14135,0,14139,sum,hrpo_q,hrpo,cfs,Irregular,q,instant_hrpo_q,CalculationSeries,,"FileRatingTable(%site%_gh,""%site%.csv"")",,1
12114,8522,1,1,,monthly,,,,,folder2015oct13151013051,Series,,,,1
15801,15796,0,1,,brmi_mx,brmi,,Daily,mx,daily_brmi_mx,Series,,,,1
14367,14364,0,14367,,war_fb,war,feet,Irregular,fb,instant_war_fb,Series,,,,1
19970,19464,1,2,,daily,,,,,folder2017nov13120347437,Series,,,,1
8516,8442,1,4,,instant,,,,,folder2014dec19131946726,,,,,1
7644,7642,1,224,,instant,,,,,folder2014dec05170149294,,,,,1
19571,5634,1,8920,,hdrbend,,,,,folder2017oct19181111421,Series,,,,1
14337,14336,1,1,,instant,,,,,folder2017mar28100116386,Series,,,,1
270,243,0,0,,arao_ob,arao,,Irregular,ob,instant_arao_ob,Series,,,,1
1869,1867,0,1197,sum,flou_etos,flou,,Daily,etos,daily_flou_etos,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation, 0.34,900)",,1
1870,1867,0,1198,sum,flou_etrs,flou,,Daily,etrs,daily_flou_etrs,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation,0.38,1600.0)",,1
1872,1867,0,1200,sum,flou_mn,flou,,Daily,mn,daily_flou_mn,CalculationSeries,,DailyMin(instant_%site%_obn),,1
1887,1867,0,1214,sum,flou_xg,flou,,Daily,xg,daily_flou_xg,CalculationSeries,,DailyMax(instant_%site%_sw),,1
1888,1867,0,1215,sum,flou_xh,flou,,Daily,xh,daily_flou_xh,CalculationSeries,,DailyMax(instant_%site%_sv),,1
1883,1867,0,1211,sum,flou_wr,flou,,Daily,wr,daily_flou_wr,CalculationSeries,,"DailySum(instant_%site%_ws,92)/4.0",,1
1875,1867,0,1203,sum,flou_pp,flou,,Daily,pp,daily_flou_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
1874,1867,0,1202,sum,flou_pc,flou,,Daily,pc,daily_flou_pc,CalculationSeries,,DailyMidnight(instant_%site%_pc),,1
1873,1867,0,1201,sum,flou_mx,flou,,Daily,mx,daily_flou_mx,CalculationSeries,,DailyMax(instant_%site%_obx),,1
1881,1867,0,1209,sum,flou_ud,flou,,Daily,ud,daily_flou_ud,CalculationSeries,,DailyAzimuth(instant_%site%_wd),,1
1882,1867,0,1210,sum,flou_wg,flou,,Daily,wg,daily_flou_wg,CalculationSeries,,DailyMax(instant_%site%_wg),,1
1871,1867,0,1199,sum,flou_mm,flou,,Daily,mm,daily_flou_mm,CalculationSeries,,"DailyAverage(instant_%site%_obm,92)",,1
1880,1867,0,1208,sum,flou_ua,flou,,Daily,ua,daily_flou_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,92)",,1
1879,1867,0,1207,sum,flou_tg,flou,,Daily,tg,daily_flou_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obx,instant_%site%_obn,86.0,50.0)",,1
1878,1867,0,1206,sum,flou_ta,flou,,Daily,ta,daily_flou_ta,CalculationSeries,,"DailyAverage(instant_%site%_tu,92)",,1
1876,1867,0,1204,sum,flou_pu,flou,,Daily,pu,daily_flou_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
1877,1867,0,1205,sum,flou_sr,flou,,Daily,sr,daily_flou_sr,CalculationSeries,,"DailySum(instant_%site%_si,92)/4.0",,1
1885,1867,0,1212,sum,flou_xc,flou,,Daily,xc,daily_flou_xc,CalculationSeries,,DailyMin(instant_%site%_sw),,1
1884,1867,0,1217,sum,flou_ym,flou,,Daily,ym,daily_flou_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
1912,1911,0,1219,sum,fogo_et,fogo,,Daily,et,daily_fogo_et,CalculationSeries,,"DailyEtKimberlyPenman(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,daily_%site%_sr,%site%.latitude,%site%.elevation)",,1
1927,1911,0,1234,sum,fogo_wr,fogo,,Daily,wr,daily_fogo_wr,CalculationSeries,,"DailySum(instant_%site%_ws,92)/4.0",,1
1916,1911,0,1223,sum,fogo_mn,fogo,,Daily,mn,daily_fogo_mn,CalculationSeries,,DailyMin(instant_%site%_obn),,1
1913,1911,0,1220,sum,fogo_etos,fogo,,Daily,etos,daily_fogo_etos,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation, 0.34,900)",,1
271,243,0,1,,arao_obm,arao,,Irregular,obm,instant_arao_obm,Series,,,,1
272,243,0,2,,arao_obx,arao,,Irregular,obx,instant_arao_obx,Series,,,,1
273,243,0,3,,arao_obn,arao,,Irregular,obn,instant_arao_obn,Series,,,,1
274,243,0,4,,arao_tu,arao,,Irregular,tu,instant_arao_tu,Series,,,,1
275,243,0,5,,arao_tux,arao,,Irregular,tux,instant_arao_tux,Series,,,,1
276,243,0,6,,arao_tun,arao,,Irregular,tun,instant_arao_tun,Series,,,,1
277,243,0,7,,arao_ea,arao,,Irregular,ea,instant_arao_ea,Series,,,,1
278,243,0,8,,arao_tp,arao,,Irregular,tp,instant_arao_tp,Series,,,,1
1919,1911,0,1226,sum,fogo_pp,fogo,,Daily,pp,daily_fogo_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
1926,1911,0,1233,sum,fogo_wg,fogo,,Daily,wg,daily_fogo_wg,CalculationSeries,,DailyMax(instant_%site%_wg),,1
279,243,0,9,,arao_wd,arao,,Irregular,wd,instant_arao_wd,Series,,,,1
1923,1911,0,1230,sum,fogo_tg,fogo,,Daily,tg,daily_fogo_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obx,instant_%site%_obn,86.0,50.0)",,1
280,243,0,10,,arao_ws,arao,,Irregular,ws,instant_arao_ws,Series,,,,1
281,243,0,11,,arao_wg,arao,,Irregular,wg,instant_arao_wg,Series,,,,1
282,243,0,12,,arao_ui,arao,,Irregular,ui,instant_arao_ui,Series,,,,1
283,243,0,13,,arao_sq,arao,,Irregular,sq,instant_arao_sq,Series,,,,1
284,243,0,14,,arao_si,arao,,Irregular,si,instant_arao_si,Series,,,,1
285,243,0,15,,arao_pc,arao,,Irregular,pc,instant_arao_pc,Series,,,,1
286,243,0,16,,arao_za,arao,,Irregular,za,instant_arao_za,Series,,,,1
287,243,0,17,,arao_sv,arao,,Irregular,sv,instant_arao_sv,Series,,,,1
288,243,0,18,,arao_au,arao,,Irregular,au,instant_arao_au,Series,,,,1
290,289,1,0,,instant,,,,,,,,,,0
291,289,1,0,,daily,,,,,,,,,,0
7509,7504,0,7509,,cdai_obn,cdai,,Irregular,obn,instant_cdai_obn,Series,,,,1
5638,7638,0,180,sum,aga_pu,aga,,Daily,pu,daily_aga_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
8373,8314,1,79,,daily,,,,,folder2014dec11161659649,,,,,1
20385,3904,0,1,,instant_osgi_za,osgi,,Irregular,ZA,instant_osgi_za,Series,,,,1
5640,7643,0,222,sum,almw_pu,almw,,Daily,pu,daily_almw_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
8402,8329,1,48,,instant,,,,,folder2014dec11163354126,,,,,1
15802,15796,0,1,,brmi_mn,brmi,,Daily,mn,daily_brmi_mn,Series,,,,1
8432,8344,1,18,,instant,,,,,folder2014dec11172831277,,,,,1
8154,8087,1,2,,daily,,,,,folder2014dec10163023384,,,,,1
8375,8315,1,77,,daily,,,,,folder2014dec11161744502,,,,,1
15803,15796,0,1,,brmi_ss,brmi,,Daily,ss,daily_brmi_ss,Series,,,,1
8404,8330,1,46,,instant,,,,,folder2014dec11163445187,,,,,1
8433,8344,1,19,,daily,,,,,folder2014dec11172834269,,,,,1
14140,14136,0,14140,sum,hrpo_qd,hrpo,cfs,Daily,qd,daily_hrpo_qd,CalculationSeries,,"DailyAverage(instant_%site%_q,10)",,1
19770,16102,0,1,,mnsi_sd,mnsi,,Daily,SD,daily_mnsi_sd,Series,,,,1
1409,1380,0,4,,drfu_tu,drfu,,Irregular,tu,instant_drfu_tu,Series,,,,1
1921,1911,0,1228,sum,fogo_sr,fogo,,Daily,sr,daily_fogo_sr,CalculationSeries,,"DailySum(instant_%site%_si,92)/4.0",,1
15804,15372,1,1,,daily,,,,,folder2017may30130116885,Series,,,,1
14516,14015,0,2,sum,lrd_gd,lrd,,Daily,gd,daily_lrd_gd,CalculationSeries,,DailyAverage(instant_%site%_gh),,1
1922,1911,0,1229,sum,fogo_ta,fogo,,Daily,ta,daily_fogo_ta,CalculationSeries,,"DailyAverage(instant_%site%_tu,92)",,1
1924,1911,0,1231,sum,fogo_ua,fogo,,Daily,ua,daily_fogo_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,92)",,1
15805,15804,0,1,,bsdi_pc,bsdi,,Daily,pc,daily_bsdi_pc,Series,,,,1
1917,1911,0,1224,sum,fogo_mx,fogo,,Daily,mx,daily_fogo_mx,CalculationSeries,,DailyMax(instant_%site%_obx),,1
15806,15804,0,1,,bsdi_se,bsdi,,Daily,se,daily_bsdi_se,Series,,,,1
8405,8330,1,47,,daily,,,,,folder2014dec11163448380,,,,,1
1925,1911,0,1232,sum,fogo_ud,fogo,,Daily,ud,daily_fogo_ud,CalculationSeries,,DailyAzimuth(instant_%site%_wd),,1
1928,1911,0,1235,sum,fogo_ym,fogo,,Daily,ym,daily_fogo_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
1915,1911,0,1222,sum,fogo_mm,fogo,,Daily,mm,daily_fogo_mm,CalculationSeries,,"DailyAverage(instant_%site%_obm,92)",,1
1914,1911,0,1221,sum,fogo_etrs,fogo,,Daily,etrs,daily_fogo_etrs,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation,0.38,1600.0)",,1
1920,1911,0,1227,sum,fogo_pu,fogo,,Daily,pu,daily_fogo_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
1918,1911,0,1225,sum,fogo_pc,fogo,,Daily,pc,daily_fogo_pc,CalculationSeries,,DailyMidnight(instant_%site%_pc),,1
7781,7761,0,7781,sum,frnu_ta,frnu,,Daily,ta,daily_frnu_ta,CalculationSeries,,"DailyAverage(instant_%site%_tu,92)",,1
7780,7761,0,7780,sum,frnu_tg,frnu,,Daily,tg,daily_frnu_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obx,instant_%site%_obn,86.0,50.0)",,1
7779,7761,0,7779,sum,frnu_sr,frnu,,Daily,sr,daily_frnu_sr,CalculationSeries,,"DailySum(instant_%site%_si,92)/4.0",,1
7778,7761,0,7778,sum,frnu_pp,frnu,,Daily,pp,daily_frnu_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
1964,1947,0,1254,sum,fthi_ym,fthi,,Daily,ym,daily_fthi_ym,CalculationSeries,,"DailyAverage(instant_%site%_tp,92)",,1
1952,1947,0,1242,sum,fthi_mn,fthi,,Daily,mn,daily_fthi_mn,CalculationSeries,,DailyMin(instant_%site%_obn),,1
1958,1947,0,1248,sum,fthi_ta,fthi,,Daily,ta,daily_fthi_ta,CalculationSeries,,"DailyAverage(instant_%site%_tu,92)",,1
1957,1947,0,1247,sum,fthi_sr,fthi,,Daily,sr,daily_fthi_sr,CalculationSeries,,"DailySum(instant_%site%_si,92)/4.0",,1
1959,1947,0,1249,sum,fthi_tg,fthi,,Daily,tg,daily_fthi_tg,CalculationSeries,,"DailyGrowingDegree(instant_%site%_obx,instant_%site%_obn,86.0,50.0)",,1
1953,1947,0,1243,sum,fthi_mx,fthi,,Daily,mx,daily_fthi_mx,CalculationSeries,,DailyMax(instant_%site%_obx),,1
1950,1947,0,1240,sum,fthi_etrs,fthi,,Daily,etrs,daily_fthi_etrs,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation,0.38,1600.0)",,1
1949,1947,0,1239,sum,fthi_etos,fthi,,Daily,etos,daily_fthi_etos,CalculationSeries,,"DailyEtAscePenmanMontieth(daily_%site%_mm,daily_%site%_mn,daily_%site%_mx,daily_%site%_ym,daily_%site%_wr,3.0,daily_%site%_sr,%site%.latitude,%site%.elevation, 0.34,900)",,1
1962,1947,0,1252,sum,fthi_wg,fthi,,Daily,wg,daily_fthi_wg,CalculationSeries,,DailyMax(instant_%site%_wg),,1
14517,14015,0,3,sum,lrd_gj,lrd,,Daily,gj,daily_lrd_gj,CalculationSeries,,DailyAverage(instant_%site%_ch),,1
15807,15804,0,1,,bsdi_sd,bsdi,,Daily,sd,daily_bsdi_sd,Series,,,,1
14518,14015,0,4,sum,lrd_qd,lrd,,Daily,qd,daily_lrd_qd,CalculationSeries,,DailyAverage(instant_%site%_q),,1
10050,10047,0,10050,sum,evty_pp,evty,,Daily,pp,daily_evty_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
15808,15804,0,1,,bsdi_mm,bsdi,,Daily,mm,daily_bsdi_mm,Series,,,,1
15809,15804,0,1,,bsdi_mx,bsdi,,Daily,mx,daily_bsdi_mx,Series,,,,1
8434,8345,1,16,,instant,,,,,folder2014dec11172923401,,,,,1
10113,10110,1,0,,quality,,,,,,,,,,0
6116,12114,0,0,sum,bsei_qc,bsei,,Monthly,qc,monthly_bsei_qc,CalculationSeries,,MonthlySum(daily_%site%_qj)*0.00198347,,1
10783,10779,1,1,,daily,,,,,folder2015jun19114001581,Series,,,,1
14141,14136,0,14141,sum,hrpo_gd,hrpo,cfs,Daily,gd,daily_hrpo_gd,CalculationSeries,,"DailyAverage(instant_%site%_gh,10)",,1
11987,11968,0,11988,sum,oth02_ua,oth02,,Daily,ua,daily_oth02_ua,CalculationSeries,,"DailyAverage(instant_%site%_ws,23)",,1
15810,15804,0,1,,bsdi_mn,bsdi,,Daily,mn,daily_bsdi_mn,Series,,,,1
8156,8088,1,2,,daily,,,,,folder2014dec10163102119,,,,,1
8377,8316,1,2,,daily,,,,,folder2014dec11161813196,,,,,1
7506,7504,0,7506,,cdai_ob,cdai,,Irregular,ob,instant_cdai_ob,Series,,,,1
7507,7504,0,7507,,cdai_obm,cdai,,Irregular,obm,instant_cdai_obm,Series,,,,1
7508,7504,0,7508,,cdai_obx,cdai,,Irregular,obx,instant_cdai_obx,Series,,,,1
7510,7504,0,7510,,cdai_tu,cdai,,Irregular,tu,instant_cdai_tu,Series,,,,1
7511,7504,0,7511,,cdai_tux,cdai,,Irregular,tux,instant_cdai_tux,Series,,,,1
7512,7504,0,7512,,cdai_tun,cdai,,Irregular,tun,instant_cdai_tun,Series,,,,1
7513,7504,0,7513,,cdai_ea,cdai,,Irregular,ea,instant_cdai_ea,Series,,,,1
7514,7504,0,7514,,cdai_tp,cdai,,Irregular,tp,instant_cdai_tp,Series,,,,1
7515,7504,0,7515,,cdai_wd,cdai,,Irregular,wd,instant_cdai_wd,Series,,,,1
7516,7504,0,7516,,cdai_ws,cdai,,Irregular,ws,instant_cdai_ws,Series,,,,1
7517,7504,0,7517,,cdai_wg,cdai,,Irregular,wg,instant_cdai_wg,Series,,,,1
7360,7359,1,0,,instant,,,,,,,,,,0
7518,7504,0,7518,,cdai_ui,cdai,,Irregular,ui,instant_cdai_ui,Series,,,,1
7519,7504,0,7519,,cdai_sq,cdai,,Irregular,sq,instant_cdai_sq,Series,,,,1
321,290,0,0,,bano_ob,bano,,Irregular,ob,instant_bano_ob,Series,,,,1
1956,1947,0,1246,sum,fthi_pu,fthi,,Daily,pu,daily_fthi_pu,CalculationSeries,,"DailyWaterYearRunningTotal(daily_%site%_pp,daily_%site%_pu)",,1
1963,1947,0,1253,sum,fthi_wr,fthi,,Daily,wr,daily_fthi_wr,CalculationSeries,,"DailySum(instant_%site%_ws,92)/4.0",,1
1955,1947,0,1245,sum,fthi_pp,fthi,,Daily,pp,daily_fthi_pp,CalculationSeries,,daily_%site%_pc-daily_%site%_pc[t-1],,1
